BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
HB0051,CH0082,SB0051,Delegate O'Donnell,"[{'Name': ""Delegate O'Donnell""}]",Altering the membership of the Aquaculture Coordinating Council to include one representative of the Oyster Recovery Partnership and one representative of the Maryland Farm Bureau.,Natural Resources - Aquaculture Coordinating Council - Membership,Approved by the Governor - Chapter 82,Environment and Transportation,,"Education, Health, and Environmental Affairs",,2016-01-13,2016-01-27T13:00:00,,2016-02-22,Favorable,2016-02-23,Passed,2016-02-25,Passed,2016-02-26,,,2016-04-05,Favorable,2016-03-30,Passed,2016-03-31,Passed,Returned Passed,True,False,False,"[{'Code': 'm2', 'Name': 'Hunting and Fishing'}]","[{'Code': 'aquaculture', 'Name': 'Aquaculture'}, {'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}]",Pre-Filed,T,"[{'Article': {'Code': 'gnr', 'Title': 'Natural Resources'}, 'Sections': [{'Section': '4-11A-03.2'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0055,CH0249,,Delegate Cluster,[{'Name': 'Delegate Cluster'}],Establishing the WhyTry Program in Baltimore County; specifying the purpose of the Program is to assist a student with an unweighted grade point average of less than 2.0 per quarter and an attendance rate of less than 94% of the required days of school attendance to become a more effective student; requiring the Baltimore County Board of Education to develop and implement the Program; requiring the Board of Education to select two specified middle schools to participate in the Program; requiring the Program to include specified teachers; etc.,Baltimore County - Education - WhyTry Program,Approved by the Governor - Chapter 249,Ways and Means,,"Education, Health, and Environmental Affairs",,2016-01-13,2016-01-28T14:00:00,,2016-02-22,Favorable,2016-02-23,Passed,2016-02-25,Passed,2016-02-26,2016-03-23T13:00:00,,2016-04-08,Favorable,2016-04-02,Passed,2016-04-03,Passed,Returned Passed,True,False,False,"[{'Code': 'f3', 'Name': 'Education - Local Bills'}]","[{'Code': 'baltimco', 'Name': 'Baltimore County'}, {'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'education', 'Name': 'Education -see also- Driver Ed; Higher Ed; Special Ed; etc'}, {'Code': 'publics', 'Name': 'Public Schools'}, {'Code': 'students', 'Name': 'Students'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'teachers', 'Name': 'Teachers'}, {'Code': 'truancy', 'Name': 'Truancy'}]",Pre-Filed,T,"[{'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '7-208'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0057,CH0083,,Delegate Cassilly,[{'Name': 'Delegate Cassilly'}],Altering the period of time from 12 months to 18 months in which the Department of Housing and Community Development is required to adopt each subsequent version of the Maryland Building Performance Standards; and altering the period of time from 6 months to 12 months in which a local jurisdiction is required to implement and enforce a modification of the Maryland Building Performance Standards adopted by the State.,"Public Safety - Maryland Building Performance Standards - Adoption, Implementation, and Enforcement of Modifications",Approved by the Governor - Chapter 83,Environment and Transportation,,"Education, Health, and Environmental Affairs",,2016-01-13,2016-01-26T13:30:00,,2016-02-22,Favorable,2016-02-23,Passed,2016-02-25,Passed,2016-02-26,2016-03-22T13:00:00,,2016-04-01,Favorable,2016-03-28,Passed,2016-03-29,Passed,Returned Passed,True,False,False,"[{'Code': 'e4', 'Name': 'Public Safety'}]","[{'Code': 'buildic', 'Name': 'Building Codes'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties'}, {'Code': 'energym', 'Name': 'Energy Matters -see also- Alt Energy Sou; Fuel; Power Plants'}, {'Code': 'housing', 'Name': 'Housing -see also- Apartments; Condos; Mobile & Manuf  Homes'}, {'Code': 'localgm', 'Name': 'Local Government Mandates'}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt; Hager; OC'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}]",Pre-Filed,T,"[{'Article': {'Code': 'gps', 'Title': 'Public Safety'}, 'Sections': [{'Section': '12-503'}, {'Section': '12-505'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0058,CH0608,,Delegate O'Donnell,"[{'Name': ""Delegate O'Donnell""}]","Requiring the owner of a historic motor vehicle to certify for the vehicle in a registration application that it will not be used for daily transportation, for transportation of passengers, for employment, for transportation to and from employment or school, or for commercial purposes; limiting the application of the exemption from specified motor vehicle inspection requirements and enforcement procedures to historic motor vehicles with a specified model year; etc.",Vehicle Laws - Historic Motor Vehicles - Authorized Uses and Inspections,Approved by the Governor - Chapter 608,Environment and Transportation,,Judicial Proceedings,,2016-01-13,2016-01-28T13:30:00,,2016-02-22,Favorable with Amendments,2016-02-23,Passed with Amendments,2016-02-26,Passed,2016-02-29,2016-03-24T13:00:00,,2016-04-07,Favorable,2016-04-01,Passed,2016-04-07,Passed,Returned Passed,True,False,False,"[{'Code': 'r4', 'Name': 'Vehicle Laws - Licensing and Registration'}, {'Code': 'r6', 'Name': 'Vehicle Laws - Equipment and Inspections'}]","[{'Code': 'commerb', 'Name': 'Commerce and Business -see also- Dealers; Elec. Comm.; etc.'}, {'Code': 'historm', 'Name': 'Historical Matters'}, {'Code': 'motorcms', 'Name': 'Motorcycles and Motor Scooters'}, {'Code': 'motorv', 'Name': 'Motor Vehicles -see also- Aband Veh; Ambulances; Buses; etc.'}, {'Code': 'motorva', 'Name': 'Motor Vehicle Administration'}, {'Code': 'motorvinspec', 'Name': 'Motor Vehicle Inspection'}, {'Code': 'motorvo', 'Name': 'Motor Vehicle Operation'}, {'Code': 'motorvr', 'Name': 'Motor Vehicle Registration'}, {'Code': 'pollution', 'Name': 'Pollution -see also- Sediment Control'}, {'Code': 'statepd', 'Name': 'State Police, Department of'}, {'Code': 'transpd', 'Name': 'Transportation, Department of'}, {'Code': 'trucks', 'Name': 'Trucks'}]",Pre-Filed,T,"[{'Article': {'Code': 'gtr', 'Title': 'Transportation'}, 'Sections': [{'Section': '13-936'}, {'Section': '23-101'}, {'Section': '23-104'}, {'Section': '23-105'}, {'Section': '23-107'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0060,CH0084,,"Chair, Economic Matters Committee","[{'Name': 'Chair, Economic Matters Committee'}, {'Name': 'Maryland Insurance Administration'}, {'Name': 'Departmental'}]","Altering the renewal date and process for renewing certificates of qualification of surplus lines brokers; authorizing the Maryland Insurance Commissioner to send a specified notice relating to renewal of the certificate of qualification of a surplus lines broker, the license of an insurance producer, an insurance adviser, and a motor club, and the registration of a motor club representative at the electronic mail address of the holder of record; etc.","Insurance - Certificate of Qualification, Licensing, and Registration - Electronic Means",Approved by the Governor - Chapter 84,Economic Matters,,Finance,,2016-01-13,2016-01-28T13:00:00,,2016-02-23,Favorable,2016-02-24,Passed,2016-02-26,Passed,2016-02-29,2016-03-30T13:00:00,,2016-04-01,Favorable,2016-03-28,Passed,2016-03-29,Passed,Returned Passed,True,False,False,"[{'Code': 'c4', 'Name': 'Insurance - Other than Health'}, {'Code': 'c3', 'Name': 'Insurance - Health'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies -see also- Electronic Government'}, {'Code': 'agentsb', 'Name': 'Agents and Brokers'}, {'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'electrg', 'Name': 'Electronic Government'}, {'Code': 'insurance', 'Name': 'Insurance -see also- Health Ins; MAIF; Motor Vehicle Ins'}, {'Code': 'licenses', 'Name': ""Licenses -see also- Alcoholic Bev Lic; Drivers' Licenses""}, {'Code': 'motorvinsur', 'Name': 'Motor Vehicle Insurance -see also- MD Auto Insurance Fund'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'telecoit', 'Name': 'Telecommunications and Information Technology'}]",Pre-Filed,T,"[{'Article': {'Code': 'gin', 'Title': 'Insurance'}, 'Sections': [{'Section': '10-115'}, {'Section': '10-117'}, {'Section': '10-211'}, {'Section': '26-206'}, {'Section': '26-305'}, {'Section': '3-316'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0062,CH0085,,"Chair, Environment and Transportation Committee","[{'Name': 'Chair, Environment and Transportation Committee'}, {'Name': 'Natural Resources'}, {'Name': 'Departmental'}]",Altering the application and issuance requirements and procedures for specified fishing and hunting licenses and registrations; repealing the reimbursement standards and procedures applicable to agents of the Department of Natural Resources who have unsold angler's or hunting licenses; repealing the prohibition against issuing a hunting license without specified written consent to an applicant under the age of 16 years; requiring a hunter of migratory game birds to be in possession of proof of purchase of the Maryland Migratory Game Bird Stamp; etc.,Natural Resources - Fishing and Hunting Licenses,Approved by the Governor - Chapter 85,Environment and Transportation,,"Education, Health, and Environmental Affairs",,2016-01-13,2016-01-27T13:00:00,,2016-02-22,Favorable,2016-02-23,Passed,2016-02-25,Passed,2016-02-26,2016-03-22T13:00:00,,2016-04-05,Favorable,2016-03-31,Passed,2016-04-01,Passed,Returned Passed,True,False,False,"[{'Code': 'm2', 'Name': 'Hunting and Fishing'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies -see also- Electronic Government'}, {'Code': 'chesapb', 'Name': 'Chesapeake Bay'}, {'Code': 'coastab', 'Name': 'Coastal Bays'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'fishf', 'Name': 'Fish and Fishing -see also- Aquaculture; Gill Nets'}, {'Code': 'hunting', 'Name': 'Hunting -see also- Trapping'}, {'Code': 'identificatio', 'Name': 'Identification'}, {'Code': 'licenses', 'Name': ""Licenses -see also- Alcoholic Bev Lic; Drivers' Licenses""}, {'Code': 'naturard', 'Name': 'Natural Resources, Department of'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'reimbur', 'Name': 'Reimbursement Rates'}, {'Code': 'riverss', 'Name': 'Rivers and Streams'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}]",Pre-Filed,T,"[{'Article': {'Code': 'gnr', 'Title': 'Natural Resources'}, 'Sections': [{'Section': '10-301'}, {'Section': '10-302'}, {'Section': '10-303'}, {'Section': '10-305'}, {'Section': '10-307'}, {'Section': '10-308.1'}, {'Section': '10-312'}, {'Section': '4-604'}, {'Section': '4-607'}, {'Section': '4-609'}, {'Section': '4-611'}, {'Section': '4-613'}, {'Section': '4-614'}, {'Section': '4-713'}, {'Section': '4-731'}, {'Section': '4-745'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0063,CH0086,,"Chair, Environment and Transportation Committee","[{'Name': 'Chair, Environment and Transportation Committee'}, {'Name': 'Natural Resources'}, {'Name': 'Departmental'}]","Authorizing the Department of Natural Resources, in consultation with specified entities, to adopt regulations defining and governing the use of commercial finfish trotlines; establishing an exception to the prohibition against using more than two hooks or sets of hooks for each commercial rod or line by authorizing a tidal fish licensee to use a finfish trotline; and providing for the termination of the Act.",Natural Resources - Fishing - Regulation and Use of Commercial Finfish Trotlines,Approved by the Governor - Chapter 86,Environment and Transportation,,"Education, Health, and Environmental Affairs",,2016-01-13,2016-01-27T13:00:00,,2016-02-22,Favorable with Amendments,2016-02-23,Passed with Amendments,2016-02-25,Passed,2016-02-26,2016-03-22T13:00:00,,2016-03-29,Favorable,2016-03-25,Passed,2016-03-26,Passed,Returned Passed,True,False,False,"[{'Code': 'm2', 'Name': 'Hunting and Fishing'}]","[{'Code': 'chesapb', 'Name': 'Chesapeake Bay'}, {'Code': 'coastab', 'Name': 'Coastal Bays'}, {'Code': 'commerb', 'Name': 'Commerce and Business -see also- Dealers; Elec. Comm.; etc.'}, {'Code': 'envirom', 'Name': 'Environmental Matters -see also- Conserv; Nat Resrce; Pollut'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Motor Vehicle Equipment'}, {'Code': 'fishf', 'Name': 'Fish and Fishing -see also- Aquaculture; Gill Nets'}, {'Code': 'naturard', 'Name': 'Natural Resources, Department of'}, {'Code': 'riverss', 'Name': 'Rivers and Streams'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'sunset', 'Name': 'Sunset'}]",Pre-Filed,T,"[{'Article': {'Code': 'gnr', 'Title': 'Natural Resources'}, 'Sections': [{'Section': '4-221'}, {'Section': '4-710'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0065,CH0087,,"Chair, Environment and Transportation Committee","[{'Name': 'Chair, Environment and Transportation Committee'}, {'Name': 'Natural Resources'}, {'Name': 'Departmental'}]","Repealing the termination provision of specified provisions of law relating to the application for and renewal of a tree expert license; requiring a licensed tree expert to complete the professional development curriculum established by the Department of Natural Resources after September 1, 2017; etc.",Tree Expert License - Application and Renewal - Repeal of Sunset Provision,Approved by the Governor - Chapter 87,Environment and Transportation,,"Education, Health, and Environmental Affairs",,2016-01-13,2016-01-27T13:00:00,,2016-02-22,Favorable,2016-02-23,Passed,2016-02-26,Passed,2016-02-29,2016-03-22T13:00:00,,2016-03-29,Favorable,2016-03-25,Passed,2016-03-26,Passed,Returned Passed,True,False,False,"[{'Code': 'm1', 'Name': 'Natural Resources - Generally'}]","[{'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'licenses', 'Name': ""Licenses -see also- Alcoholic Bev Lic; Drivers' Licenses""}, {'Code': 'naturard', 'Name': 'Natural Resources, Department of'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'trees', 'Name': 'Trees'}]",Pre-Filed,T,"[{'Article': {'Code': 'acts', 'Title': 'Chapter of the Acts'}, 'Sections': [{'Section': '2011'}]}, {'Article': {'Code': 'gnr', 'Title': 'Natural Resources'}, 'Sections': [{'Section': '5-419'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0066,CH0088,,"Chair, Appropriations Committee","[{'Name': 'Chair, Appropriations Committee'}, {'Name': 'Office for Children'}, {'Name': 'Departmental'}]","Repealing the Residential Child Care Capital Grant Program, which authorizes the Board of Public Works, on the recommendation of the Executive Director of the Governor's Office for Children, to make specified grants to counties, municipal corporations, and nonprofit organizations; repealing provisions of law relating to the purposes, administration, and funding of the Program; repealing provisions of law relating to the uses, terms, and conditions of the grants and the State's recovery of funds expended under the Program; etc.",Residential Child Care Capital Grant Program - Repeal,Approved by the Governor - Chapter 88,Appropriations,,Budget and Taxation,,2016-01-13,2016-01-26T15:30:00,,2016-03-03,Favorable,2016-03-04,Passed,2016-03-08,Passed,2016-03-09,2016-03-23T13:00:00,,2016-04-05,Favorable,2016-03-30,Passed,2016-03-31,Passed,Returned Passed,True,False,False,"[{'Code': 'o4', 'Name': 'Children'}]","[{'Code': 'attornf', 'Name': ""Attorneys' Fees""}, {'Code': 'childca', 'Name': 'Child Care'}, {'Code': 'childrgo', 'Name': ""Children, Governor's Office for""}, {'Code': 'circuic', 'Name': 'Circuit Courts'}, {'Code': 'civila', 'Name': 'Civil Actions -see also- Small Claims'}, {'Code': 'construction', 'Name': 'Construction'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties'}, {'Code': 'courtc', 'Name': 'Court Costs'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Motor Vehicle Equipment'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'judgments', 'Name': 'Judgments'}, {'Code': 'landr', 'Name': 'Land Records -see also- Deeds'}, {'Code': 'liens', 'Name': ""Liens -see also- Mechanics' Liens""}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt; Hager; OC'}, {'Code': 'nonproo', 'Name': 'Nonprofit Organizations'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'publicbf', 'Name': 'Public Buildings and Facilities -see also- Stadiums; St Hse '}, {'Code': 'publicwb', 'Name': 'Public Works, Board of'}, {'Code': 'religion', 'Name': 'Religion -see also- Churches'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}, {'Code': 'workle', 'Name': 'Work, Labor and Employment -see also- Col Barg; Holiday; etc'}]",Pre-Filed,T,"[{'Article': {'Code': 'ghu', 'Title': 'Human Services'}, 'Sections': [{'Section': '8-901 through 8-911'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0067,CH0089,,"Chair, Ways and Means Committee","[{'Name': 'Chair, Ways and Means Committee'}, {'Name': 'Office for Children'}, {'Name': 'Departmental'}]",Repealing the requirement for the Maryland Infants and Toddlers Program to include early intervention services provided or supervised by the Governor's Office for Children.,Maryland Infants and Toddlers Program - Composition,Approved by the Governor - Chapter 89,Ways and Means,,"Education, Health, and Environmental Affairs",,2016-01-13,2016-01-28T14:00:00,,2016-02-22,Favorable,2016-02-23,Passed,2016-02-25,Passed,2016-02-26,2016-03-23T13:00:00,,2016-03-28,Favorable,2016-03-24,Passed,2016-03-25,Passed,Returned Passed,True,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}, {'Code': 'o4', 'Name': 'Children'}]","[{'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'childrgo', 'Name': ""Children, Governor's Office for""}, {'Code': 'deafp', 'Name': 'Deaf Persons'}, {'Code': 'develod', 'Name': 'Developmental Disabilities'}, {'Code': 'disabilities', 'Name': 'Disabilities -see also- Blind; Deaf; Developmental'}, {'Code': 'education', 'Name': 'Education -see also- Driver Ed; Higher Ed; Special Ed; etc'}, {'Code': 'healthmhd', 'Name': 'Health and Mental Hygiene, Department of'}, {'Code': 'minors', 'Name': 'Minors -see also- Age of Majority; Youth'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'socialserv', 'Name': 'Social Services -see also- Welfare'}]",Pre-Filed,T,"[{'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '8-416'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0069,CH0473,,Delegate Luedtke,"[{'Name': 'Delegate Luedtke'}, {'Name': 'Delegate Buckel'}, {'Name': 'Delegate Hixson'}, {'Name': 'Delegate Krebs'}, {'Name': 'Delegate Shoemaker'}, {'Name': 'Delegate Tarlau'}]","Authorizing the Mayor and City Council of Baltimore City or the governing body of a county or municipal corporation to provide a property tax credit for up to 50% of the county or municipal corporation property tax imposed on specified personal property that is owned or leased by specified new or small businesses; applying the Act to all taxable years beginning after December 31, 2016; etc.",Personal Property Tax - Credit for New or Small Business,Approved by the Governor - Chapter 473,Ways and Means,,Budget and Taxation,,2016-01-14,2016-02-10T13:00:00,,2016-03-17,Favorable with Amendments,2016-03-15,Passed with Amendments,2016-03-17,Passed,2016-03-19,2016-03-29T13:00:00,,2016-04-06,Favorable,2016-03-31,Passed,2016-04-01,Passed,Returned Passed,True,False,False,"[{'Code': 'q1', 'Name': 'Taxes - Property'}]","[{'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties'}, {'Code': 'leasesr', 'Name': 'Leases and Rent'}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt; Hager; OC'}, {'Code': 'personp', 'Name': 'Personal Property'}, {'Code': 'propert', 'Name': 'Property Tax'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'smallb', 'Name': 'Small Business'}, {'Code': 'taxc', 'Name': 'Tax Credits -see also- Circuit Breaker'}]",Regular,T,"[{'Article': {'Code': 'gtp', 'Title': 'Tax - Property'}, 'Sections': [{'Section': '9-257'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0070,CH0090,,Delegate Luedtke,[{'Name': 'Delegate Luedtke'}],Repealing specified provisions of law relating to a license to keep a billiard table for commercial use in the State.,Business Regulation - Billiard Table License - Repeal,Approved by the Governor - Chapter 90,Economic Matters,,Finance,,2016-01-14,2016-01-27T13:00:00,,2016-02-09,Favorable,2016-02-10,Passed,2016-02-16,Passed,2016-02-17,2016-03-29T13:00:00,,2016-03-31,Favorable,2016-03-27,Passed,2016-03-28,Passed,Returned Passed,True,False,False,"[{'Code': 'c2', 'Name': 'Business Regulation and Occupations'}]","[{'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'baltimco', 'Name': 'Baltimore County'}, {'Code': 'cecilc', 'Name': 'Cecil County'}, {'Code': 'commerb', 'Name': 'Commerce and Business -see also- Dealers; Elec. Comm.; etc.'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'gaming', 'Name': 'Gaming -see also- Bingo; Lottery; Raffles'}, {'Code': 'licenses', 'Name': ""Licenses -see also- Alcoholic Bev Lic; Drivers' Licenses""}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'sportsr', 'Name': 'Sports and Recreation'}, {'Code': 'washinc', 'Name': 'Washington County'}]",Regular,T,"[{'Article': {'Code': 'gbr', 'Title': 'Business Regulation'}, 'Sections': [{'Section': '17-501 through 17-505'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0072,CH0609,,Delegate Luedtke,"[{'Name': 'Delegate Luedtke'}, {'Name': 'Delegate Washington, M.'}, {'Name': 'Delegate Ebersole'}, {'Name': 'Delegate Hixson'}, {'Name': 'Delegate Kaiser'}]","Requiring the State Board of Education and nonpublic schools, defined as noncollegiate educational institutions that hold certificates of approval from the State Board and participate in the Nonpublic Schools Textbook and Technology Grants Program, to develop and implement a program of age-appropriate education relating to the awareness and prevention of sexual abuse and assault; requiring the program to be taught by a teacher trained to provide instruction on the awareness and prevention of sexual abuse and assault; etc.",Education - Sexual Abuse and Assault Awareness and Prevention Program - Development and Implementation,Approved by the Governor - Chapter 609,Ways and Means,,"Education, Health, and Environmental Affairs",,2016-01-14,2016-02-04T14:00:00,,2016-02-22,Favorable with Amendments,2016-02-23,Passed with Amendments,2016-02-25,Passed,2016-02-26,2016-03-23T13:00:00,,2016-03-28,Favorable,2016-03-24,Passed,2016-03-25,Passed,Returned Passed,True,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}]","[{'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'education', 'Name': 'Education -see also- Driver Ed; Higher Ed; Special Ed; etc'}, {'Code': 'educatsb', 'Name': 'Education, State Board of'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'health', 'Name': 'Health -see also- Mental Health'}, {'Code': 'jobt', 'Name': 'Job Training'}, {'Code': 'privats', 'Name': 'Private Schools'}, {'Code': 'publics', 'Name': 'Public Schools'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'sexualof', 'Name': 'Sexual Offenses'}, {'Code': 'teachers', 'Name': 'Teachers'}]",Regular,T,"[{'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '7-438'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0074,CH0091,SB0117,Speaker,"[{'Name': 'Speaker'}, {'Name': 'Maryland Judiciary'}]","Increasing the number of resident judges of the circuit court in Anne Arundel, Baltimore, Charles, Frederick, Harford, Montgomery, and Prince George's counties and Baltimore City; and increasing the number of resident judges of the District Court in District 5 (Prince George's County) and District 6 (Montgomery County).",Judgeships - Circuit Courts and District Court,Approved by the Governor - Chapter 91,Judiciary,,Judicial Proceedings,Budget and Taxation,2016-01-14,2016-02-17T13:00:00,,2016-03-07,Favorable,2016-03-08,Passed,2016-03-11,Passed,2016-03-14,,,2016-04-06,Favorable,2016-03-31,Passed,2016-04-01,Passed,Returned Passed,True,False,False,"[{'Code': 'd1', 'Name': 'Courts and Court Personnel - Statewide'}]","[{'Code': 'anneac', 'Name': 'Anne Arundel County'}, {'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'baltimco', 'Name': 'Baltimore County'}, {'Code': 'charlec', 'Name': 'Charles County'}, {'Code': 'circuic', 'Name': 'Circuit Courts'}, {'Code': 'distric', 'Name': 'District Courts'}, {'Code': 'frederc', 'Name': 'Frederick County'}, {'Code': 'harforc', 'Name': 'Harford County'}, {'Code': 'judges', 'Name': 'Judges'}, {'Code': 'montgoc', 'Name': 'Montgomery County'}, {'Code': 'princegc', 'Name': ""Prince George's County""}]",Regular,T,"[{'Article': {'Code': 'gcj', 'Title': 'Courts and Judicial Proceedings'}, 'Sections': [{'Section': '1-503'}, {'Section': '1-603'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0075,CH0356,SB0162,Delegate Barkley,[{'Name': 'Delegate Barkley'}],Altering from 120 to 150 the number of days during which the Public Service Commission is required to take a final action after a gas company files an amendment to an approved plan to invest in eligible infrastructure replacement projects.,Gas Companies - Infrastructure Replacement Projects - Amendment to a Plan,Approved by the Governor - Chapter 356,Economic Matters,,Finance,,2016-01-15,2016-01-21T15:00:00,,2016-01-27,Favorable,2016-01-28,Passed,2016-02-02,Passed,2016-02-03,2016-03-24T13:00:00,,2016-03-28,Favorable,2016-03-25,Passed,2016-03-26,Passed,Returned Passed,True,False,False,"[{'Code': 'c5', 'Name': 'Utility Regulation'}]","[{'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}, {'Code': 'publicsc', 'Name': 'Public Service Commission'}, {'Code': 'publicw', 'Name': 'Public Works'}, {'Code': 'utilities', 'Name': 'Utilities -see also- High Voltage Lines; Telephones; Water'}]",Regular,T,"[{'Article': {'Code': 'gpu', 'Title': 'Public Utilities'}, 'Sections': [{'Section': '4-210'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
