YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,access_to_capital_summary,access_to_capital_score
2025 Regular Session,HB1167,Montgomery County - Municipal Authority to Regulate Structures - Alterations MC/PG 116-25,"Altering the authority of a municipal corporation or governed special taxing district in Montgomery County to adopt an additional or stricter building requirement than is required by a State, regional, or county unit to regulate the construction, repair, or remodeling of certain structures on land zoned for single-family residential use to apply to buildings with four or fewer dwelling units and their accessory structures without regard to the zoning for the land where the building is located.","The bill alters the authority of municipal corporations or special taxing districts in Montgomery County to regulate the construction, repair, or remodeling of certain residential structures, specifically buildings with four or fewer units, regardless of zoning.",True,2025,2025,0.0,Montgomery County municipal government or special taxing districts,"Residents and property owners of Montgomery County, especially those involved with small residential buildings and structures","The bill's impact on access to capital is indirect, primarily through regulatory changes that could influence construction and remodeling costs and processes.",4.0
2025 Regular Session,HB1171,Corporations and Associations – Revisions,"Establishing a process for and certain exceptions to the transfer of assets that are collateral for securing a mortgage, pledge, or security interest without the approval of the stockholders; and repealing provisions of law specifying what shall be included in the articles of merger if a limited partnership or limited liability company is a party to the articles.","The bill revises laws related to corporations and associations in Maryland, including establishing a process for transferring assets that are collateral for securing a mortgage or security interest without requiring stockholder approval, and making amendments to rules about mergers and asset transfers.",False,2025,2025,0.0,Maryland Department of Commerce or relevant state agency responsible for corporate regulation,"Mary Maryland corporations, associations, and their stakeholders, including investors and creditors","The bill's provisions could facilitate more flexible asset transfers and mergers, potentially impacting access to capital for businesses by streamlining processes.",6.0
2025 Regular Session,HB1172,Baltimore City – Alcoholic Beverages – Authorizations and Revisions,"Requiring the Board of License Commissioners for Baltimore City to impose a fee of not more than $250 for expedited processing of certain Class C per diem licenses; requiring the Board to adopt regulations related to the application process for Class C per diem licenses, including for the denial or revocation of the licenses, and limiting the number of licenses that may be issued to a person for the same location within a certain period of time; etc.","The bill makes various revisions to alcohol licensing rules in Baltimore City, including establishing fees for expedited license processing, setting regulations for certain license types, and authorizing new licenses in specific districts with conditions.",False,2025,2025,0.0,Board of License Commissioners for Baltimore City,"Alcohol license applicants, Baltimore City residents, local businesses, and community organizations in Baltimore City",The bill does not directly create a program that impacts access to capital for small business owners.,1.0
2025 Regular Session,HB1173,Montgomery County - Speed Monitoring Systems - High-Risk Highways MC 17-25,"Authorizing the placement and use of speed monitoring systems on highways in Montgomery County that are at high risk for certain motor vehicle crashes; prohibiting the placement and use of speed monitoring systems on certain highways in Montgomery County; requiring the fines collected by Montgomery County or by a municipal government in Montgomery County as a result of violations enforced by a speed monitoring system to be used to fund the study, design, and construction of certain safety-related projects; etc.","The bill authorizes the use of speed monitoring systems on high-risk highways in Montgomery County, Maryland, and specifies how fines collected from violations are to be used for safety projects. It also sets rules for the placement, use, and evaluation of these systems.",True,2025,2030,0.0,Montgomery County Department of Transportation or relevant local government agency,"Motor vehicle drivers, residents, and local government in Montgomery County, Maryland","The bill primarily focuses on traffic safety and the use of fines for safety projects, not on access to capital for small businesses.",1.0
2025 Regular Session,HB1174,Montgomery County - Alcoholic Beverages - Class BD-BWL Licenses - Multiple Licenses MC 18-25,Increasing to two the number of Class BD-BWL alcoholic beverages licenses in Montgomery County that the same person may hold; and specifying that the establishment for which a second class BD-BWL license is issued shall have average daily receipts from the sale of food that exceed the average daily receipts from the sale of alcoholic beverages.,"The bill increases the number of Class BD–BWL alcoholic beverage licenses that a single person can hold in Montgomery County, provided the establishment with the second license has higher food sales than alcohol sales, and clarifies the types of beverages that can be sold under the second license.",False,2025,0,0.0,Montgomery County Alcoholic Beverages Board,Alcoholic beverage license holders and establishments in Montgomery County,The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB1191,Family Law - Child Custody - Determinations,"Authorizing the court, in determining legal and physical custody in certain child custody proceedings, to consider certain factors; and authorizing the court to modify a child custody or visitation order if the court determines that there has been a material change in circumstances since the issuance of the order that related to the needs of the child or the ability of the parents to meet those needs and that modifying the order is in the best interests of the child.","The bill updates Maryland laws regarding child custody and visitation, allowing courts to consider specific factors when determining custody arrangements, and clarifies circumstances under which custody or visitation orders can be modified, especially in cases involving abuse or significant changes in circumstances.",False,2025,2025,0.0,Maryland Judiciary or Family Court system,Children and their parents involved in custody and visitation disputes in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB1193,Housing Development Permits - Local Reporting Requirements (Maryland Housing Data Transparency Act),"Requiring certain counties to report information quarterly about certain housing development permits to the Department of Planning beginning January 1, 2027; authorizing municipalities to make certain quarterly reports to the Department regarding housing development permits issued by the municipality, beginning January 1, 2027; and requiring the Department of Planning to make certain permit information available on a public, interactive, and searchable website; etc.","The bill requires Maryland counties with at least 150,000 residents to report quarterly on housing development permits, including detailed data on residential projects, to the Department of Planning. It also authorizes municipalities to do the same starting in 2027, and mandates the Department to publish this data publicly.",False,2025,2027,0.0,Department of Planning,"Local jurisdictions, residents, housing developers, and policymakers interested in housing development data","The bill's focus on reporting and transparency could indirectly improve access to capital by providing better data for decision-making, but it does not directly establish a program to increase capital access.",4.0
2025 Regular Session,HB1195,"Washington Suburban Sanitary Commission - Membership, Reporting, Billing, and Planning (WSSC Planning and Reporting Act of 2025) MC/PG 105-25",Requiring one of the three commissioners from Montgomery County on the Washington Suburban Sanitary Commission to be the Director of the Montgomery County Department of Environmental Protection or a designee; requiring the Commission to submit a long range comprehensive financial plan in a certain manner; requiring the budget authorization for the Office of the Inspector General of the Commission to be approved independently and without involvement of Commission staff; etc.,"This bill makes various reforms and reporting requirements for the Washington Suburban Sanitary Commission (WSSC), including changes to its membership, financial planning, transparency, customer engagement, and oversight processes. It also establishes new reporting, evaluation, and transparency measures for the agency.",True,2025,2028,0.0,Washington Suburban Sanitary Commission (WSSC) and related Maryland state agencies,"Residents and customers of Montgomery County and Prince George’s County, Maryland, and stakeholders involved in water utility management and oversight","The bill includes provisions for financial planning, stress testing, and independent evaluations that could impact the agency's financial stability and access to capital, but does not directly establish a new program for capital access.",6.0
2025 Regular Session,HB1200,Property Tax - Credit for Law Enforcement Officer or Rescue Worker - Expansion to Judicial Officer,"Authorizing the governing body of a county or municipal corporation or the Mayor and City Council of Baltimore City to provide a certain property tax credit to certain judicial officers, surviving spouses, or cohabitants; requiring the county or municipal corporation to define, by law, who is a correctional officer and judicial officer; and applying the Act retroactively to all taxable years beginning after June 30, 2022.","The bill expands property tax credits to include judicial officers, surviving spouses, and cohabitants of fallen or disabled public safety officers and judicial officers, allowing local governments to provide these credits retroactively.",True,2025,0,0.0,Local governments (county or municipal corporations) in Maryland,"Judicial officers, public safety officers, their spouses, cohabitants, and property owners in Maryland","The program could potentially reduce property tax burdens for eligible individuals, indirectly supporting their financial stability, but it does not directly impact access to capital for small businesses.",3.0
2025 Regular Session,HB1204,Public and Nonpublic Schools - Student Elopement - Notice and Reporting Requirements (Ace's Law),"Requiring certain public and nonpublic schools to notify a parent or guardian if a student attempts or accomplishes an elopement, the act of leaving the school campus without permission; requiring certain schools and individualized education program teams to review and address with relevant stakeholders certain behavior in updating a student's individualized education program or behavior intervention plan; etc.","The bill requires public and nonpublic schools in Maryland to notify parents or guardians if a student attempts or successfully elopes from the school campus. It establishes reporting requirements, review processes for students with behavioral plans, and creates an accountability system for schools to track and reduce elopement incidents.",True,2025,2025,0.0,Maryland Department of Education,"Students, parents, schools, and school districts in Maryland",The bill primarily focuses on safety and reporting procedures rather than direct access to capital for small businesses.,1.0
2025 Regular Session,HB1207,Montgomery County - Board of Education - Student Member Compensation MC 7-25,Altering the compensation of the student member of the Montgomery County Board of Education.,"This bill increases the compensation for the student member of the Montgomery County Board of Education, with specific salary amounts set for different years, and establishes a scholarship and stipend program for student members based on the current highest undergraduate tuition and fees.",False,2025,2026,0.0,Montgomery County Board of Education,Student members of the Montgomery County Board of Education and their higher education costs,"The bill provides a scholarship and stipend program for student members, which could impact their access to funds for higher education.",4.0
2025 Regular Session,HB1209,Child Abuse and Neglect - Reports and Records - Disclosure,Requiring a local director of a local department of social services or the Secretary of Human Services to disclose certain reports and records of child abuse and neglect within 30 days after receiving a request if certain conditions are met; requiring the Secretary to notify the State's Attorney's office of a request to disclose certain reports and records of child abuse and neglect; requiring the State's Attorney's office to be given 30 days during which the office is authorized to redact certain portions of the reports and records; etc.,"This bill modifies the rules for disclosing reports and records of child abuse and neglect in Maryland, including timelines, conditions, and the scope of information that can be disclosed, especially in cases involving fatalities or near fatalities.",False,2025,2025,0.0,Maryland Department of Human Services,"Children and families involved in child abuse and neglect cases, child protective services, law enforcement, and legal entities",The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB1222,Public Safety - Immigration Enforcement (Maryland Values Act),"Requiring federal law enforcement officers to notify certain individuals of federal immigration action at certain sensitive locations; prohibiting certain schools, libraries, and units of State or local government that operate at certain sensitive locations from allowing certain federal personnel access to areas not accessible to the general public, subject to certain exceptions; requiring the Attorney General to develop and publish certain guidance regarding immigration enforcement actions at certain sensitive locations; etc.","This bill enhances immigration enforcement restrictions and protections in Maryland. It prohibits entering into new immigration enforcement agreements, limits cooperation with federal immigration authorities, and requires the development of policies to protect sensitive locations from immigration enforcement activities. It also mandates the development of privacy procedures for personal records and geolocation data.",True,2025,2025,0.0,Maryland Attorney General and relevant state and local agencies,"Immigrants, public service providers, schools, libraries, and government agencies in Maryland","The bill primarily focuses on immigration enforcement and privacy protections, with no direct programs aimed at increasing access to capital for small businesses.",1.0
2025 Regular Session,HB1223,State Board of Cosmetologists - Licensing - Eyelash Extensions,"Authorizing the State Board of Cosmetology to issue a limited license to provide eyelash extension services; altering the definition of ""provide esthetic services"" to include providing eyelash extension services; and requiring an applicant for a limited license to provide eyelash extension services to be at least 17 years old, have successfully completed a 9th grade education or equivalent, received certain training, and passed a practical and written examination.","The bill authorizes the Maryland State Board of Cosmetologists to issue a limited license for providing eyelash extension services, expands the definition of esthetic services to include eyelash extensions, and establishes licensing, training, and operational rules for eyelash extension technicians and salons.",True,2025,0,0.0,Maryland State Board of Cosmetologists,"Cosmetologists, eyelash extension technicians, salons, and consumers receiving eyelash extension services","The bill could improve access to capital for small businesses and practitioners by formalizing licensing and training, potentially increasing legitimacy and customer trust.",7.0
2025 Regular Session,HB1227,Montgomery County - School Bus Stops on Highways - Alterations MC 8-25,"Applying certain provisions of law regarding school bus stops located on certain highways in Montgomery County to a school bus stop at a location for which at least 400 citations were issued in the preceding fiscal year to drivers traveling in the opposite direction of the bus stop; and prohibiting, beginning on December 31, 2028, locating a school bus stop on any highway with five or more undivided traffic lanes, except under certain circumstances.","The bill modifies how traffic fines collected in Montgomery County are paid and used, directs that fines from certain traffic violations be paid directly to Montgomery County or the District Court, and allocates the funds for specific purposes such as constructing median dividers on highways. It also establishes new rules for school bus stops on highways in Montgomery County, including requirements for posting school crossing guards or traffic control devices at bus stops with high citation volumes.",True,2025,2028,0.0,Montgomery County Department of Transportation and Maryland State Highway Administration,"Drivers, school children, Montgomery County residents, and local government agencies","The bill's impact on access to capital for small business owners is indirect, primarily through the allocation of traffic fine revenues for infrastructure projects.",3.0
2025 Regular Session,HB1228,Department of Commerce - Montgomery County Agricultural Reserve Study MC 15-25,"Requiring the Department of Commerce, in coordination with certain county agencies and organizations, to study economic development in and the tourist and visitor economy of the Montgomery County Agricultural Reserve and, on or before June 30, 2026, report its findings to the members of the Montgomery County Delegation to the General Assembly; and requiring the Department to make recommendations regarding policies and programs that can help promote and preserve the Montgomery County Agricultural Reserve.","The bill requires the Maryland Department of Commerce to study the economic development and tourism impact of the Montgomery County Agricultural Reserve, and to report findings and recommendations to support the reserve and local small businesses that depend on tourism.",True,2025,2026,0.0,Maryland Department of Commerce in coordination with Montgomery County agencies and organizations,"Small businesses, recreation sites, historic sites, and residents in Montgomery County Agricultural Reserve and visitors/tourists","The program aims to understand and enhance the visitor economy, which could indirectly support small business access to capital, but does not directly provide capital or financial services.",4.0
2025 Regular Session,HB1230,Washington Suburban Sanitary Commission - System Development Charge - Exemptions MC/PG 107-25,"Requiring, rather than authorizing, the Montgomery County Council and the Prince George's County Council to grant exemptions from the system development charge imposed by the Washington Suburban Sanitary Commission for certain properties and projects located in Montgomery County; limiting the exemption to $80,000; altering the method by which the county councils establish eligibility for the exemptions; prohibiting the county councils from requiring that an applicant for an exemption own the property for which the exemption is sought; etc.","The bill requires the Montgomery County and Prince George's County Councils to grant exemptions from the system development charge imposed by the Washington Suburban Sanitary Commission for certain properties and projects, with specific eligibility criteria and a first-come, first-served application process until a maximum annual limit is reached.",True,2025,2025,0.0,Montgomery County Council and Prince George's County Council,"Property owners and developers in Montgomery County and Prince George's County, especially those involved in revitalization, affordable housing, community organizations, child care, and programs for disabled individuals.","The bill's provisions for exemptions could reduce costs for certain property owners, potentially improving access to capital for projects that qualify.",6.0
2025 Regular Session,HB1236,Queen Anne's County - Municipalities - Speed Limits,Authorizing municipalities in Queen Anne's County to decrease the maximum speed limit to not less than 15 miles per hour on highways without performing an engineering and traffic investigation.,The bill authorizes municipalities in Queen Anne's County to reduce the maximum speed limit on highways to not less than 15 miles per hour without conducting an engineering and traffic investigation.,False,2025,2025,0.0,Municipalities in Queen Anne's County,Residents and motorists in Queen Anne's County and its municipalities,The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB1238,Somerset County - Alcoholic Beverages - Liquor Tasting License,"Establishing a liquor tasting license in Somerset County; authorizing the Board of License Commissioners for Somerset County to issue the license to the holder of a Class A beer, wine, and liquor license; and establishing liquor tasting license fees.","The bill establishes a liquor tasting license in Somerset County, allowing holders of Class A beer, wine, and liquor licenses to permit consumers to taste liquor without charge, under specified conditions and quantities.",True,2025,0,0.0,Board of License Commissioners for Somerset County,Liquor license holders and consumers in Somerset County,"The program could facilitate small business growth by allowing license holders to promote their products through tastings, potentially increasing sales and customer engagement.",6.0
2025 Regular Session,HB1243,Health Insurance - Coverage for Specialty Drugs,"Prohibiting certain insurers, nonprofit health service plans, and health maintenance organizations from excluding coverage for certain specialty drugs that are administered or dispensed by a provider that is an in-network provider of covered medical oncology services and complies with State regulations for the administering and dispensing of specialty drugs, if the specialty drugs meet certain qualifications; and requiring the reimbursement rate for certain specialty drugs to meet certain criteria.","The bill prohibits certain health insurers and plans from excluding coverage for specific specialty drugs that are administered or dispensed by qualified providers, sets reimbursement standards for these drugs, and regulates pharmacy benefits managers' practices related to specialty drugs and pharmacy networks.",True,2026,0,0.0,Maryland Department of Health and Insurance Commission,"Patients requiring specialty drugs, healthcare providers, insurers, pharmacy benefits managers, and small business owners in the pharmacy sector","The bill's impact on access to capital is indirect, primarily through regulation of reimbursement rates and pharmacy network practices, which could influence the financial stability of providers and pharmacy benefits managers.",4.0
2025 Regular Session,HB1244,Maryland Developmental Disabilities Administration Waiver Advisory Council - Establishment,"Establishing the Maryland Developmental Disabilities Administration Waiver Advisory Council to advise and provide recommendations to the Developmental Disabilities Administration on system design, service delivery, and quality enhancement strategies for the Medicaid waiver programs operated by the Administration.","This bill establishes the Maryland Developmental Disabilities Administration Waiver Advisory Council to advise on system design, service delivery, and quality strategies for Medicaid waiver programs for individuals with developmental disabilities.",True,2025,0,0.0,Maryland Department of Health,"Individuals with developmental disabilities, their families, service providers, advocacy groups, and related state agencies",The bill does not directly address access to capital for small business owners.,1.0
2025 Regular Session,HB1251,Hospitals and Medical Professional Liability Insurers - Obstetric Services Policies (Doula and Birth Policy Transparency Act),"Requiring certain hospitals to adopt certain policies relating to obstetric services and to provide evidence to the Maryland Department of Health that the hospital has the policies; requiring the Maryland Department of Health to provide certain policies to the public on request; and requiring insurers that issue or deliver medical professional liability insurance policies in the State to provide the Maryland Department of Health, on request, with information regarding the insurer's policy regarding coverage of obstetric services.","The bill requires hospitals to adopt policies supporting doulas, informed consent for significant medical interventions, and transfer procedures for obstetric care. It also mandates insurers to provide information on obstetric coverage to the Maryland Department of Health.",True,2025,0,0.0,Maryland Department of Health,"Pregnant individuals, hospitals, doulas, and insurers in Maryland","The bill primarily focuses on policies and transparency related to obstetric services, with no direct funding or financial programs for small business capital access.",1.0
2025 Regular Session,HB1253,Department of Social and Economic Mobility - Established,"Establishing the Department of Social and Economic Mobility; providing for the Secretary of Social and Economic Mobility; providing the purpose of the Department is to provide support for units of State government, individuals, and businesses for the maintenance of social equity policies in the State; establishing the Department of Social and Economic Mobility Special Fund; requiring the Governor to include in the annual budget bill a certain appropriation from the Transportation Trust Fund to the Fund; etc.","This bill establishes the Maryland Department of Social Equity and Economic Mobility, consolidates various social equity programs and offices, and creates a special fund to support social equity initiatives, including those related to small, minority, and women-owned businesses and cannabis industry participation.",True,2026,0,0.0,Maryland Department of Social Equity and Economic Mobility,"Individuals, small businesses, minority and women-owned businesses, and communities disproportionately impacted by the war on drugs in Maryland.","The bill creates programs and funds aimed at supporting social equity and minority business enterprises, which could significantly impact access to capital for these groups.",8.0
2025 Regular Session,HB1259,Anne Arundel County - Alcoholic Beverages - License and Permit Distance Requirements,"Authorizing the Board of Liquor Commissioners for Anne Arundel County to issue a certain dancing permit to the holder of a Class H beer and wine or beer, wine, and liquor license for a licensed premises located within 1,000 feet of a school located at the Annapolis Mall, rather than prohibiting the Board from doing so; and authorizing the Board to issue a new Class B beer and wine or beer, wine, and liquor license to an establishment located within 1,000 feet of a school located at the Annapolis Mall.","The bill relaxes restrictions on issuing certain alcohol licenses and permits within 1,000 feet of schools and places of worship in Anne Arundel County, allowing more flexibility for license issuance and permits near schools.",False,2025,2025,0.0,Anne Arundel County Board of Liquor Commissioners,"Alcohol license holders, businesses near schools and places of worship, residents of Anne Arundel County",The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB1281,Anne Arundel County - Alcoholic Beverages - Limited Special Event Permit,"Authorizing the Board of License Commissioners for Anne Arundel County to issue a limited special event permit to holders of certain alcoholic beverages licenses; and authorizing a permit holder to provide music, dancing, and other legal forms of entertainment.","The bill authorizes the issuance of a limited cultural special event permit in Anne Arundel County, allowing license holders to provide cultural music, dancing, and entertainment on specific dates, with certain restrictions and fees.",True,2025,2025,0.0,Board of License Commissioners for Anne Arundel County,"Alcoholic beverage license holders, cultural event organizers, residents of Anne Arundel County","The program could facilitate cultural events that may boost local businesses, but it does not directly impact access to capital for small business owners.",4.0
2025 Regular Session,HB1283,Charles County - Off-Highway Recreational Vehicles - Regulation and Enforcement,Authorizing Charles County to regulate the operation of off-highway recreational vehicles in the county and to impound an off-highway recreational vehicle that is the subject of certain alleged motor vehicle violations.,"The bill authorizes Charles County to regulate the operation of off-highway recreational vehicles, including registration, age restrictions, and enforcement measures such as impoundment of vehicles involved in violations.",True,2025,2025,0.0,Charles County government,"Off-highway recreational vehicle users in Charles County, local residents, law enforcement agencies",The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB1292,Health Insurance - Provider Directory - Required Updates,"Renaming ""network directory"" to be ""provider directory"" to conform to a certain federal law; altering the time period from 15 to 2 working days within which certain carriers are required to update the information that must be made available in the carrier's provider directory on the Internet; altering the information required to be included in a provider directory; requiring that a provider directory in printed form include a statement regarding the accuracy of the provider information; etc.","This bill updates regulations concerning health insurance provider directories, including renaming 'network directory' to 'provider directory', setting update frequency requirements, and establishing standards for accuracy and notification procedures.",False,2025,2025,0.0,Maryland Insurance Commissioner,"Health insurance enrollees, health care providers, health care facilities, and health insurance carriers in Maryland","The bill primarily focuses on provider directory accuracy and transparency, with no direct impact on small business access to capital.",1.0
2025 Regular Session,HB1293,Baltimore City - Office of the Sheriff - Neighborhood Services Unit,Establishing the Neighborhood Services Unit within the Office of the Sheriff of Baltimore City; requiring the Neighborhood Services Unit and the Board of License Commissioners of Baltimore City to work in partnership to enforce the alcoholic beverages laws of Baltimore City and to enter into a memorandum of understanding that specifies the respective roles and responsibilities of the parties and funding in connection with the partnership; expanding the authorized uses of certain revenue to include the Neighborhood Services Unit; etc.,"The bill establishes a Neighborhood Services Unit within the Baltimore City Sheriff's Office, which will work in partnership with the Board of License Commissioners to enforce alcohol laws and perform other duties. It also details funding mechanisms, including revenue from certain surcharges.",True,2025,2025,0.0,Baltimore City Sheriff's Office and the Board of License Commissioners of Baltimore City,"Residents of Baltimore City, small business owners involved in alcohol licensing, and community members impacted by law enforcement and licensing enforcement activities.","The bill's focus is on law enforcement and licensing enforcement, with no direct programs aimed at increasing access to capital for small businesses.",1.0
2025 Regular Session,HB1294,Commercial Law - Credit Regulation - Earned Wage Access and Credit Modernization,Subjecting certain earned wage access products to the Maryland Consumer Loan Law and other provisions that regulate entities that provide consumer credit; restricting the acceptance of tips by certain lenders under certain circumstances; providing for the licensing or registration of certain entities offering earned wage access products with certain exemptions; regulating earned wage access service agreements; limiting the costs and fees associated with obtaining an earned wage access product; etc.,"This bill regulates earned wage access products by subjecting them to consumer credit laws, establishing licensing requirements for providers, and setting rules for disclosures, fees, and consumer protections.",True,2025,2030,0.0,Maryland Office of Financial Regulation,Consumers seeking earned wage access and providers of earned wage access services in Maryland,"The bill's provisions primarily focus on consumer protections and licensing, with limited direct impact on small business access to capital.",3.0
2025 Regular Session,HB1296,Environment - Managed Aquifer Recharge Pilot Program - Establishment,Prohibiting a person from performing groundwater augmentation except under certain circumstances; establishing the Managed Aquifer Recharge Pilot Program to regulate and evaluate the use of treated reclaimed water as a source for groundwater augmentation through managed aquifer recharge permits; requiring the demonstration facility to address a groundwater supply or quality problem that is anticipated to occur in the next 25 years; etc.,"The bill establishes a Managed Aquifer Recharge Pilot Program in Maryland to test the use of treated reclaimed water for groundwater augmentation, including permitting, regulation, and monitoring of the process.",True,2025,2036,0.0,Department of the Environment,"Groundwater users, environmental agencies, industrial water users, and communities affected by groundwater quality and supply issues",The program could improve access to capital for small businesses involved in water treatment and infrastructure development by providing a regulated testing environment and potential future expansion.,7.0
2025 Regular Session,HB1301,"Maryland Medical Assistance Program, Maryland Children’s Health Program, and Health Insurance – Transfers to Special Pediatric Hospitals – Prior Authorizations","Prohibiting the Maryland Medical Assistance Program, the Maryland Children's Health Program, managed care organizations, and certain health insurers, nonprofit health service plans, and health maintenance organizations from requiring prior authorization for a transfer to a special pediatric hospital.","The bill prohibits the Maryland Medical Assistance Program, Maryland Children’s Health Program, managed care organizations, and certain health insurers from requiring prior authorization for transfers to special pediatric hospitals, starting January 1, 2026.",True,2026,0,0.0,Maryland Department of Health,Children under 22 years old and individuals with co-occurring physical and behavioral health conditions who need transfers to special pediatric hospitals,"The bill's impact on access to capital is indirect, focusing on healthcare access rather than financial capital for small businesses.",3.0
2025 Regular Session,HB1310,Prescription Drug Repository Program - Revisions,"Altering the Prescription Drug Repository Program, including by allowing certain entities located in another state to participate in the Program as drop-off sites and repositories, including over-the-counter drugs under the Program, and altering the individuals who are eligible to receive drugs or medical supplies under the Program; and altering the persons for whom and the activities with respect to which certain immunity is provided under the Program.","This bill revises the Maryland Prescription Drug Repository Program to include participation by out-of-state entities as drop-off sites and repositories, allowing donation, dispensing, and disposal of prescription drugs, over-the-counter drugs, and medical supplies, with updated regulations and standards.",True,2025,0,0.0,Maryland State Board of Pharmacy,"Eligible patients, pharmacies, drop-off sites, medical supply donors, and out-of-state entities participating in the program","The program primarily facilitates donation and redistribution of drugs, not direct access to capital for small businesses.",2.0
2025 Regular Session,HB1315,Vaccinations by Pharmacists and Health Insurance Coverage for Immunizations,"Altering the vaccinations that a pharmacist may administer, subject to certain requirements, to an individual of at least a certain age; altering the vaccinations included in the minimum package of child wellness services for which certain health insurers and nonprofit health service plans are required to provide coverage to include those recommended by the Advisory Committee on Immunization Practices of the Centers for Disease Control and Prevention as of December 31, 2024.","The bill expands the vaccinations pharmacists can administer to include individuals aged 3 and above, and updates the list of vaccines. It also requires certain health insurance plans to cover a minimum package of child wellness services, including immunizations and developmental screenings.",True,2025,0,0.0,Maryland Department of Health and the Maryland Insurance Administration,"Children, parents, healthcare providers, and health insurance policyholders in Maryland","The bill primarily focuses on healthcare services and insurance coverage, with no direct programs aimed at increasing access to capital for small businesses.",1.0
2025 Regular Session,HB1316,Primary and Secondary Education - Youth-Centric Technology and Social Media Resource Guide,"Requiring the National Center for School Mental Health at the University of Maryland School of Medicine, in consultation with the State Department of Education, to develop and publish a youth-centric technology and social media resource guide by the 2027-2028 school year; requiring the guide to be distributed, beginning with the 2027-2028 school year, to each public school and the parent teacher organization for each public school and posted on the websites of the Department and each county board; etc.","The bill requires the University of Maryland's National Center for School Mental Health, in consultation with the Maryland Department of Education, to develop and publish a youth-centric technology and social media resource guide for public school students, starting with the 2027-2028 school year. The guide aims to provide age-appropriate information and best practices for safe and informed use of technology and social media, and will be updated annually.",True,2027,2030,350000.0,National Center for School Mental Health at the University of Maryland School of Medicine in consultation with the Maryland Department of Education,"Public school students, parents, guardians, and educators in Maryland","The program is focused on providing information and guidance on technology use and safety, not on financial services or access to capital.",1.0
2025 Regular Session,HB1322,Natural Resources - Vessels - Carbon Monoxide Warning Labels (Matthew's Law),"Prohibiting a person from operating a gasoline-powered vessel manufactured after July 31, 2007, that has accommodation spaces, swim platforms, or aft lounging areas on the waters of the State unless the vessel has carbon monoxide warning labels affixed in conspicuous locations in the vicinity of both the transom and the helm of the vessel; and prohibiting the Department of Natural Resources from imposing a penalty on a person that violates the Act.",This bill prohibits the operation of certain gasoline-powered vessels with specific features unless they have carbon monoxide warning labels affixed in designated locations. It also states that the Department of Natural Resources cannot impose penalties for violations.,False,2025,2025,0.0,Department of Natural Resources,"Operators of gasoline-powered vessels with accommodation spaces, swim platforms, or aft lounging areas in Maryland waters",The bill does not directly impact access to capital for small business owners.,1.0
2025 Regular Session,HB1334,Garrett County - Bids and Contracts - Advertisement Exceptions,"Providing that, in Garrett County, a certain requirement to advertise for bids does not apply to a certain contract for goods or services procured on an as-needed basis over time or for certain vehicles.","This bill exempts Garrett County from the requirement to advertise for bids for certain contracts, specifically for goods or services procured on an as-needed basis over time or for certain vehicles, allowing for more flexible procurement processes.",False,2025,2025,0.0,Garrett County Government,"Garrett County government, vendors, and residents of Garrett County","The bill potentially simplifies procurement processes for Garrett County, which could indirectly impact small business access to capital by reducing administrative barriers.",4.0
2025 Regular Session,HB1335,Caroline County - Alcoholic Beverages - Special Event Venue License and Multiple Event Licenses,"Establishing the special event venue beer, wine, and liquor license in Caroline County; authorizing the Board of License Commissioners of Caroline County to issue the license to the owner of a venue with a certain zoning classification; authorizing holders of certain multiple event licenses in Caroline County to store alcoholic beverages on the licensed premises between individual events in a certain manner; requiring the license holder to keep complete records of all alcoholic beverages purchased and sold on the premises; etc.","The bill establishes a new special event venue license for alcohol sales in Caroline County, allowing venues with certain zoning to sell beer, wine, and liquor during specified events. It also authorizes the issuance of multiple event licenses for up to 40 days per year, with provisions for storing alcohol between events and record-keeping requirements.",True,2025,9999,0.0,Caroline County Board of License Commissioners,"Venue owners, event organizers, and attendees in Caroline County","The bill's impact on access to capital is indirect, primarily affecting venue owners and event organizers by enabling them to hold multiple events and sell alcohol, which could increase revenue and financial opportunities.",4.0
2025 Regular Session,HB1343,Anne Arundel County - Property Tax - Day Care Centers and Child Care Centers,"Exempting personal property used in connection with certain large family child care homes from valuation and taxation in Anne Arundel County; authorizing the governing body of Anne Arundel County or the governing body of a municipal corporation in Anne Arundel County to grant, by law, a property tax credit against the real property tax owed on the portion of real property used for certain child care centers and day care centers; etc.","The bill provides property tax exemptions and credits for personal property and real estate used in connection with large family child care homes, child care centers, and day care centers in Anne Arundel County.",False,2025,2025,0.0,Anne Arundel County government or municipal corporations within Anne Arundel County,"Child care providers, families using child care services, and the local government of Anne Arundel County",The bill mainly offers tax relief and does not directly impact access to capital for small business owners.,2.0
