YearAndSession,BillNumber,Title,Synopsis,bill_summary,responsible_party,stakeholders,decrease_small_business_failure_summary,decrease_small_business_failure_score
2025 Regular Session,HB1222,Public Safety - Immigration Enforcement (Maryland Values Act),"Requiring federal law enforcement officers to notify certain individuals of federal immigration action at certain sensitive locations; prohibiting certain schools, libraries, and units of State or local government that operate at certain sensitive locations from allowing certain federal personnel access to areas not accessible to the general public, subject to certain exceptions; requiring the Attorney General to develop and publish certain guidance regarding immigration enforcement actions at certain sensitive locations; etc.","The bill, known as the Maryland Values Act, restricts immigration enforcement activities at sensitive locations, terminates existing immigration enforcement agreements, and enhances protections for individuals' privacy and rights related to immigration status. It also requires government entities to develop policies and procedures to prevent the sale and redisclosure of personal records and geolocation data.","The Maryland Attorney General's Office, Department of Information Technology, and various state and local government agencies.","Immigrants, students, library users, healthcare patients, and residents at sensitive locations such as schools, libraries, healthcare facilities, courthouses, and other government service locations.","The bill's provisions primarily focus on immigration enforcement and privacy protections, with limited direct impact on small business failure rates.",2.0
2025 Regular Session,HB1223,State Board of Cosmetologists - Licensing - Eyelash Extensions,"Authorizing the State Board of Cosmetology to issue a limited license to provide eyelash extension services; altering the definition of ""provide esthetic services"" to include providing eyelash extension services; and requiring an applicant for a limited license to provide eyelash extension services to be at least 17 years old, have successfully completed a 9th grade education or equivalent, received certain training, and passed a practical and written examination.","The bill authorizes the Maryland State Board of Cosmetologists to issue a limited license for providing eyelash extension services, expands the definition of esthetic services to include eyelash extensions, and establishes licensing, training, and operational regulations for eyelash extension technicians and related establishments.",Maryland State Board of Cosmetologists,"Cosmetologists, estheticians, eyelash extension technicians, beauty salons, and consumers of eyelash extension services in Maryland.","The bill provides clear licensing and operational guidelines for eyelash extension services, which can help new and existing small businesses in the beauty industry to operate legally and confidently, potentially reducing failure rates.",7.0
2025 Regular Session,HB1227,Montgomery County - School Bus Stops on Highways - Alterations MC 8-25,"Applying certain provisions of law regarding school bus stops located on certain highways in Montgomery County to a school bus stop at a location for which at least 400 citations were issued in the preceding fiscal year to drivers traveling in the opposite direction of the bus stop; and prohibiting, beginning on December 31, 2028, locating a school bus stop on any highway with five or more undivided traffic lanes, except under certain circumstances.","The bill modifies how traffic fines collected in Montgomery County are distributed, directing them to cover median divider construction costs and safety programs, and sets new rules for school bus stops on highways in Montgomery County, including restrictions on their location and requirements for safety personnel or devices.",Montgomery County Department of Transportation and the Maryland State Highway Administration,"Residents, drivers, and students in Montgomery County, especially those affected by traffic enforcement and school bus stop regulations.",The bill's provisions on traffic fine distribution and school bus stop regulations are unlikely to have a significant direct impact on small business failure rates.,2.0
2025 Regular Session,HB1228,Department of Commerce - Montgomery County Agricultural Reserve Study MC 15-25,"Requiring the Department of Commerce, in coordination with certain county agencies and organizations, to study economic development in and the tourist and visitor economy of the Montgomery County Agricultural Reserve and, on or before June 30, 2026, report its findings to the members of the Montgomery County Delegation to the General Assembly; and requiring the Department to make recommendations regarding policies and programs that can help promote and preserve the Montgomery County Agricultural Reserve.","The bill requires the Maryland Department of Commerce, in coordination with Montgomery County agencies and organizations, to study the economic development and tourism impact of the Montgomery County Agricultural Reserve. The study aims to understand visitor perceptions, identify local businesses and attractions, and develop policies to support the reserve and its small businesses. The findings are to be reported by June 30, 2026.",Maryland Department of Commerce in coordination with Montgomery County agencies and organizations.,"Small businesses, recreation sites, historic sites, and residents within the Montgomery County Agricultural Reserve, as well as tourists and visitors.",The bill's focus on supporting small businesses and tourism in the Agricultural Reserve suggests a potential positive impact on reducing small business failure by promoting economic development and visitor engagement.,7.0
2025 Regular Session,HB1230,Washington Suburban Sanitary Commission - System Development Charge - Exemptions MC/PG 107-25,"Requiring, rather than authorizing, the Montgomery County Council and the Prince George's County Council to grant exemptions from the system development charge imposed by the Washington Suburban Sanitary Commission for certain properties and projects located in Montgomery County; limiting the exemption to $80,000; altering the method by which the county councils establish eligibility for the exemptions; prohibiting the county councils from requiring that an applicant for an exemption own the property for which the exemption is sought; etc.","The bill requires the Montgomery County and Prince George's County Councils to grant exemptions from the Washington Suburban Sanitary Commission's system development charge for certain properties and projects, with specific criteria and limits, and establishes reporting requirements.",Montgomery County Council and Prince George's County Council,"Property owners and developers in Montgomery County and Prince George's County, especially those involved in revitalization, affordable housing, community organizations, child care, and developmentally disabled programs.","The bill's provisions for exemptions and caps on development charges aim to reduce financial burdens on property owners and developers, potentially lowering the risk of small business failure related to development costs.",7.0
2025 Regular Session,HB1236,Queen Anne's County - Municipalities - Speed Limits,Authorizing municipalities in Queen Anne's County to decrease the maximum speed limit to not less than 15 miles per hour on highways without performing an engineering and traffic investigation.,The bill authorizes municipalities in Queen Anne's County to lower the maximum speed limit on highways to not less than 15 miles per hour without needing to perform an engineering and traffic investigation.,Municipal governments in Queen Anne's County,Residents and motorists in Queen Anne's County and its municipalities,"The bill is unlikely to have a direct impact on small business failure rates, as it primarily concerns traffic speed regulations.",2.0
2025 Regular Session,HB1238,Somerset County - Alcoholic Beverages - Liquor Tasting License,"Establishing a liquor tasting license in Somerset County; authorizing the Board of License Commissioners for Somerset County to issue the license to the holder of a Class A beer, wine, and liquor license; and establishing liquor tasting license fees.","The bill establishes a liquor tasting license in Somerset County, allowing holders of Class A beer, wine, and liquor licenses to permit consumers to taste liquor without charge, under specified conditions and quantities.",Board of License Commissioners for Somerset County,"Liquor license holders, consumers, and businesses in Somerset County","The bill could help small liquor businesses by providing a low-cost way to promote their products through tastings, potentially increasing sales and reducing failure risk.",6.0
2025 Regular Session,HB1243,Health Insurance - Coverage for Specialty Drugs,"Prohibiting certain insurers, nonprofit health service plans, and health maintenance organizations from excluding coverage for certain specialty drugs that are administered or dispensed by a provider that is an in-network provider of covered medical oncology services and complies with State regulations for the administering and dispensing of specialty drugs, if the specialty drugs meet certain qualifications; and requiring the reimbursement rate for certain specialty drugs to meet certain criteria.","The bill mandates that health insurance providers in Maryland must cover certain specialty drugs without excluding them, especially when administered or dispensed by qualified providers, and sets rules for reimbursement rates and pharmacy network requirements.",Maryland Department of Insurance and the Health Services Cost Review Commission,"Individuals requiring specialty drugs, healthcare providers, insurance companies, and pharmacy benefit managers in Maryland.","The bill's provisions on reimbursement and pharmacy network requirements aim to streamline processes and reduce administrative burdens, potentially lowering small business failure related to healthcare coverage.",7.0
2025 Regular Session,HB1244,Maryland Developmental Disabilities Administration Waiver Advisory Council - Establishment,"Establishing the Maryland Developmental Disabilities Administration Waiver Advisory Council to advise and provide recommendations to the Developmental Disabilities Administration on system design, service delivery, and quality enhancement strategies for the Medicaid waiver programs operated by the Administration.","The bill establishes the Maryland Developmental Disabilities Administration Waiver Advisory Council to advise on system design, service delivery, and quality strategies for Medicaid waiver programs, emphasizing stakeholder engagement and inclusion.",Maryland Developmental Disabilities Administration,"Individuals with developmental disabilities, their families, advocacy groups, service providers, and related state agencies.","The bill's focus on improving Medicaid waiver programs and stakeholder engagement may indirectly support small service providers, but it does not explicitly aim to reduce small business failure rates.",4.0
2025 Regular Session,HB1251,Hospitals and Medical Professional Liability Insurers - Obstetric Services Policies (Doula and Birth Policy Transparency Act),"Requiring certain hospitals to adopt certain policies relating to obstetric services and to provide evidence to the Maryland Department of Health that the hospital has the policies; requiring the Maryland Department of Health to provide certain policies to the public on request; and requiring insurers that issue or deliver medical professional liability insurance policies in the State to provide the Maryland Department of Health, on request, with information regarding the insurer's policy regarding coverage of obstetric services.","The bill requires hospitals to adopt policies that support doulas, informed consent for significant medical interventions, and transfer procedures for obstetric care. It also mandates insurers to provide information on obstetric coverage to the Maryland Department of Health.",Maryland Department of Health,"Hospitals, birthing parents, doulas, and insurance providers in Maryland","The bill's focus is on obstetric care policies and insurance information sharing, which may indirectly support small businesses such as doulas and midwives, but does not directly target small business failure reduction.",3.0
2025 Regular Session,HB1253,Department of Social and Economic Mobility - Established,"Establishing the Department of Social and Economic Mobility; providing for the Secretary of Social and Economic Mobility; providing the purpose of the Department is to provide support for units of State government, individuals, and businesses for the maintenance of social equity policies in the State; establishing the Department of Social and Economic Mobility Special Fund; requiring the Governor to include in the annual budget bill a certain appropriation from the Transportation Trust Fund to the Fund; etc.","This bill establishes the Maryland Department of Social Equity and Economic Mobility, consolidating several existing offices related to social equity, minority and women business affairs, and cannabis social equity programs. It creates a new fund to support these initiatives, defines responsibilities for various state agencies, and sets reporting and operational guidelines to promote social equity and support disadvantaged communities and small businesses.",Maryland Department of Social Equity and Economic Mobility,"Individuals and businesses from communities historically impacted by social and economic disadvantages, including minority and women-owned businesses, and communities affected by drug laws and cannabis industry regulations.","The bill provides structured support, funding, and coordination among state agencies to promote social equity and assist small and disadvantaged businesses, which could lead to a reduction in small business failures.",7.0
2025 Regular Session,HB1259,Anne Arundel County - Alcoholic Beverages - License and Permit Distance Requirements,"Authorizing the Board of Liquor Commissioners for Anne Arundel County to issue a certain dancing permit to the holder of a Class H beer and wine or beer, wine, and liquor license for a licensed premises located within 1,000 feet of a school located at the Annapolis Mall, rather than prohibiting the Board from doing so; and authorizing the Board to issue a new Class B beer and wine or beer, wine, and liquor license to an establishment located within 1,000 feet of a school located at the Annapolis Mall.","The bill modifies regulations in Anne Arundel County regarding the issuance of certain alcohol licenses and permits near schools and places of worship. It authorizes the county to issue specific permits and licenses within certain distances of schools, and clarifies the conditions under which new licenses can be issued near schools and places of worship.",Anne Arundel County Board of Liquor Commissioners,"Alcohol license holders, businesses near schools and places of worship, residents of Anne Arundel County","The bill potentially reduces barriers for businesses to obtain or renew licenses near schools, which could support their operation and reduce failure rates.",6.0
2025 Regular Session,HB1281,Anne Arundel County - Alcoholic Beverages - Limited Special Event Permit,"Authorizing the Board of License Commissioners for Anne Arundel County to issue a limited special event permit to holders of certain alcoholic beverages licenses; and authorizing a permit holder to provide music, dancing, and other legal forms of entertainment.","The bill authorizes the Board of License Commissioners for Anne Arundel County to issue a new type of permit called a 'Limited Cultural Special Event Permit' that allows license holders to provide cultural music, dancing, and entertainment on a specific date, with certain restrictions and fees.",Board of License Commissioners for Anne Arundel County,Alcoholic beverage license holders and cultural event organizers in Anne Arundel County,"The bill could help small businesses by allowing them to host cultural events, which may increase revenue and community engagement, potentially reducing failure rates.",6.0
2025 Regular Session,HB1283,Charles County - Off-Highway Recreational Vehicles - Regulation and Enforcement,Authorizing Charles County to regulate the operation of off-highway recreational vehicles in the county and to impound an off-highway recreational vehicle that is the subject of certain alleged motor vehicle violations.,"The bill authorizes Charles County to regulate the operation of off-highway recreational vehicles, including registration, age restrictions, and enforcement measures such as impoundment for violations.",Charles County government or local law enforcement agencies in Charles County,"Operators of off-highway recreational vehicles in Charles County, including residents and visitors",The bill does not directly address small business failure rates; it focuses on vehicle regulation and enforcement.,1.0
2025 Regular Session,HB1292,Health Insurance - Provider Directory - Required Updates,"Renaming ""network directory"" to be ""provider directory"" to conform to a certain federal law; altering the time period from 15 to 2 working days within which certain carriers are required to update the information that must be made available in the carrier's provider directory on the Internet; altering the information required to be included in a provider directory; requiring that a provider directory in printed form include a statement regarding the accuracy of the provider information; etc.","The bill requires health insurance carriers in Maryland to update and maintain accurate provider directories, rename 'network directory' to 'provider directory' to align with federal law, and provide information both online and in printed form. It also mandates regular updates, accuracy verification, and a report from the Insurance Commissioner on regulations related to directory accuracy by January 2026.",Maryland Insurance Commissioner,"Health insurance enrollees and prospective enrollees in Maryland, healthcare providers, and health care facilities within carrier networks.","By improving the accuracy and transparency of provider directories, the bill aims to reduce administrative burdens and miscommunications that can lead to small business failures among healthcare providers and facilities.",7.0
2025 Regular Session,HB1293,Baltimore City - Office of the Sheriff - Neighborhood Services Unit,Establishing the Neighborhood Services Unit within the Office of the Sheriff of Baltimore City; requiring the Neighborhood Services Unit and the Board of License Commissioners of Baltimore City to work in partnership to enforce the alcoholic beverages laws of Baltimore City and to enter into a memorandum of understanding that specifies the respective roles and responsibilities of the parties and funding in connection with the partnership; expanding the authorized uses of certain revenue to include the Neighborhood Services Unit; etc.,"The bill establishes a Neighborhood Services Unit within the Office of the Sheriff of Baltimore City, which will work in partnership with the Board of License Commissioners to enforce alcohol laws and perform other duties as directed. It also details funding and partnership agreements, and allocates certain surcharge revenues to support the unit and sheriff benefits.",Office of the Sheriff of Baltimore City in partnership with the Board of License Commissioners of Baltimore City,"Residents of Baltimore City, local small businesses involved in alcohol licensing, and law enforcement agencies","The bill aims to improve enforcement of alcohol laws and community safety, which can create a more stable environment for small businesses, though it does not directly target small business failure.",4.0
2025 Regular Session,HB1294,Commercial Law - Credit Regulation - Earned Wage Access and Credit Modernization,Subjecting certain earned wage access products to the Maryland Consumer Loan Law and other provisions that regulate entities that provide consumer credit; restricting the acceptance of tips by certain lenders under certain circumstances; providing for the licensing or registration of certain entities offering earned wage access products with certain exemptions; regulating earned wage access service agreements; limiting the costs and fees associated with obtaining an earned wage access product; etc.,"The bill modernizes Maryland's credit regulation laws by subjecting earned wage access products to consumer loan laws, regulating tips, licensing providers, and establishing rules for earned wage access services to protect consumers.",Maryland Office of Financial Regulation,Consumers using earned wage access products and small businesses providing these services,"The bill provides clear regulations and licensing requirements for earned wage access providers, which can help reduce business failures by creating a stable legal environment.",7.0
2025 Regular Session,HB1296,Environment - Managed Aquifer Recharge Pilot Program - Establishment,Prohibiting a person from performing groundwater augmentation except under certain circumstances; establishing the Managed Aquifer Recharge Pilot Program to regulate and evaluate the use of treated reclaimed water as a source for groundwater augmentation through managed aquifer recharge permits; requiring the demonstration facility to address a groundwater supply or quality problem that is anticipated to occur in the next 25 years; etc.,"The bill establishes a Managed Aquifer Recharge Pilot Program in Maryland to test the use of treated reclaimed water for groundwater augmentation, with regulations and permits to ensure safety and environmental protection.",Department of the Environment,"Groundwater users, environmental agencies, industrial water dischargers, and communities relying on groundwater resources in Maryland.","The program is a pilot with limited permits, designed to evaluate safety and feasibility, which may help prevent small business failures related to water supply issues.",6.0
2025 Regular Session,HB1301,"Maryland Medical Assistance Program, Maryland Children’s Health Program, and Health Insurance – Transfers to Special Pediatric Hospitals – Prior Authorizations","Prohibiting the Maryland Medical Assistance Program, the Maryland Children's Health Program, managed care organizations, and certain health insurers, nonprofit health service plans, and health maintenance organizations from requiring prior authorization for a transfer to a special pediatric hospital.","The bill prohibits the Maryland Medical Assistance Program, Maryland Children’s Health Program, managed care organizations, and certain health insurers from requiring prior authorization for transfers to special pediatric hospitals, starting January 1, 2026.",Maryland Department of Health and the Maryland Insurance Administration,Children under 22 years old and those with co-occurring physical and behavioral health conditions who need transfers to special pediatric hospitals.,"The bill's provisions are unlikely to have a direct impact on small business failure rates, as it primarily involves public health programs and insurance policies.",1.0
2025 Regular Session,HB1310,Prescription Drug Repository Program - Revisions,"Altering the Prescription Drug Repository Program, including by allowing certain entities located in another state to participate in the Program as drop-off sites and repositories, including over-the-counter drugs under the Program, and altering the individuals who are eligible to receive drugs or medical supplies under the Program; and altering the persons for whom and the activities with respect to which certain immunity is provided under the Program.","The bill revises the Maryland Prescription Drug Repository Program to allow certain entities in other states to participate as drop-off sites and repositories, expands the types of drugs and supplies that can be donated and dispensed, and establishes standards and regulations for the operation of the program.",Maryland State Board of Pharmacy,"Indigent, uninsured, underinsured individuals, and residents of Maryland who will benefit from access to donated prescription drugs and medical supplies.","The bill's provisions for donation, disposal, and distribution of drugs aim to streamline processes and reduce waste, which could help small pharmacies and health care entities by providing additional channels for drug redistribution and disposal.",6.0
2025 Regular Session,HB1315,Vaccinations by Pharmacists and Health Insurance Coverage for Immunizations,"Altering the vaccinations that a pharmacist may administer, subject to certain requirements, to an individual of at least a certain age; altering the vaccinations included in the minimum package of child wellness services for which certain health insurers and nonprofit health service plans are required to provide coverage to include those recommended by the Advisory Committee on Immunization Practices of the Centers for Disease Control and Prevention as of December 31, 2024.","The bill authorizes pharmacists to administer certain vaccines to individuals aged 3 and older, expands the list of vaccines covered under child wellness services by health insurers, and sets requirements for vaccination protocols and reporting. It aims to improve access to immunizations and ensure coverage for preventive health services for children.",Maryland Department of Health and the Maryland Insurance Administration,"Children, parents, healthcare providers, and health insurers in Maryland","By expanding insurance coverage for child wellness services and immunizations, the bill may reduce financial barriers for families, potentially decreasing small business failure related to employee health benefits and associated costs.",6.0
2025 Regular Session,HB1316,Primary and Secondary Education - Youth-Centric Technology and Social Media Resource Guide,"Requiring the National Center for School Mental Health at the University of Maryland School of Medicine, in consultation with the State Department of Education, to develop and publish a youth-centric technology and social media resource guide by the 2027-2028 school year; requiring the guide to be distributed, beginning with the 2027-2028 school year, to each public school and the parent teacher organization for each public school and posted on the websites of the Department and each county board; etc.","The bill requires the University of Maryland's National Center for School Mental Health, in consultation with the Maryland Department of Education, to develop, publish, and update a youth-centric technology and social media resource guide for public school students, starting with the 2027-2028 school year. The guide aims to provide age-appropriate information and best practices for safe and informed use of technology and social media.","The National Center for School Mental Health at the University of Maryland School of Medicine, in consultation with the Maryland Department of Education.","Public school students in Maryland, their parents and guardians, and school staff.","The bill does not directly address small business failure rates, but it involves developing resources related to youth-centric technology, which could indirectly impact technology providers and developers.",2.0
2025 Regular Session,HB1322,Natural Resources - Vessels - Carbon Monoxide Warning Labels (Matthew's Law),"Prohibiting a person from operating a gasoline-powered vessel manufactured after July 31, 2007, that has accommodation spaces, swim platforms, or aft lounging areas on the waters of the State unless the vessel has carbon monoxide warning labels affixed in conspicuous locations in the vicinity of both the transom and the helm of the vessel; and prohibiting the Department of Natural Resources from imposing a penalty on a person that violates the Act.","The bill requires that gasoline-powered vessels with certain features operating in Maryland waters after July 31, 2007, must have conspicuous carbon monoxide warning labels affixed near the transom and helm. It also prohibits the Department of Natural Resources from imposing penalties for violations.",Department of Natural Resources,"Operators of gasoline-powered vessels with accommodation spaces, swim platforms, or aft lounging areas in Maryland waters","The bill does not directly address small business failure rates, but by setting safety labeling requirements, it may influence vessel manufacturers and operators.",2.0
2025 Regular Session,HB1334,Garrett County - Bids and Contracts - Advertisement Exceptions,"Providing that, in Garrett County, a certain requirement to advertise for bids does not apply to a certain contract for goods or services procured on an as-needed basis over time or for certain vehicles.","The bill amends procurement laws in Garrett County to allow the County Commissioners and employees to enter into contracts for goods or services on an as-needed basis or for certain vehicles without advertising for bids, bypassing the usual bidding process for specific types of contracts.",Garrett County Government (County Commissioners and county employees),Garrett County residents and local businesses involved in county contracts,The bill could potentially reduce small business failures by streamlining procurement processes and providing more opportunities for local businesses to secure county contracts without the need for extensive bidding.,7.0
2025 Regular Session,HB1335,Caroline County - Alcoholic Beverages - Special Event Venue License and Multiple Event Licenses,"Establishing the special event venue beer, wine, and liquor license in Caroline County; authorizing the Board of License Commissioners of Caroline County to issue the license to the owner of a venue with a certain zoning classification; authorizing holders of certain multiple event licenses in Caroline County to store alcoholic beverages on the licensed premises between individual events in a certain manner; requiring the license holder to keep complete records of all alcoholic beverages purchased and sold on the premises; etc.","The bill establishes a special event venue alcohol license in Caroline County, allowing owners of designated venues to sell beer, wine, and liquor for on-premises consumption during events, with specific licensing, storage, and record-keeping provisions.",The Board of License Commissioners for Caroline County,Owners of special event venues in Caroline County and event attendees,"The bill provides a streamlined licensing process and storage allowances for venue owners, which could help reduce small business failures by simplifying alcohol licensing and management.",7.0
2025 Regular Session,HB1343,Anne Arundel County - Property Tax - Day Care Centers and Child Care Centers,"Exempting personal property used in connection with certain large family child care homes from valuation and taxation in Anne Arundel County; authorizing the governing body of Anne Arundel County or the governing body of a municipal corporation in Anne Arundel County to grant, by law, a property tax credit against the real property tax owed on the portion of real property used for certain child care centers and day care centers; etc.","The bill provides property tax exemptions and credits for personal property and real estate used in connection with large family child care homes, child care centers, and day care centers in Anne Arundel County, Maryland.",Anne Arundel County government or municipal corporations within Anne Arundel County,"Child care providers, families using child care services, and small business owners operating child care centers in Anne Arundel County","The bill offers tax relief measures that could reduce operational costs for small child care businesses, potentially decreasing their failure rate.",7.0
2025 Regular Session,HB1344,Department of General Services - Assessment of State-Owned Facilities - Child Care Centers,"Requiring the Department of General Services to conduct an assessment of facilities owned by the State and operated by the 16 State agencies the Department supports to evaluate whether the facility or a portion of the facility would be suitable to lease to a child care center;  requiring the Department to report to the General Assembly the results of the assessment and a description of whether each facility is suitable to lease to a child care center by December 1, 2026; and requiring the report to be published on the Department's website.","The bill requires the Maryland Department of General Services to assess all state-owned facilities operated by 16 state agencies to determine if they are suitable and available for lease to child care centers. The department must report its findings to the General Assembly and publish the report on its website by December 1, 2026.",Department of General Services,Child care providers and children in Maryland who need access to child care centers,"The bill could facilitate the establishment of new child care centers by repurposing existing state-owned facilities, potentially reducing barriers for small businesses in the child care sector.",7.0
2025 Regular Session,HB1347,"Security Guards and Security Guard Employers - Registration, Certification, and Regulation","Providing that a cannabis agent who is employed to provide security services for a cannabis licensee or cannabis registrant as a security guard or by a security guard agency is not required to obtain a State or national criminal history records check if the cannabis agent is authorized to provide security guard services; altering the definition of ""security guard employer"" for purposes of certain provisions of law to exclude video lottery facilities, sports wagering facility licensees, and health care facilities; etc.","The bill modifies regulations concerning cannabis agents and security guards, including exemptions from criminal background checks for cannabis agents providing security services, and updates definitions and licensing requirements for security guard employers and agencies. It also clarifies the scope of security guard employer regulations, excluding certain facilities.","Maryland State Alcoholic Beverages and Cannabis Administration, Maryland Department of Business and Occupations and Professions, Maryland State Government security and gaming agencies.","Cannabis licensees, security guards, security guard agencies, security guard employers, and individuals working in or regulated by these sectors in Maryland.","The bill's provisions streamline licensing and background check requirements, potentially reducing barriers for security service providers and cannabis businesses, which may help lower small business failure rates.",7.0
2025 Regular Session,HB1351,Health Insurance - Provider Panels - Credentialing for Behavioral Health Care Professionals,"Altering the providers of certain community-based health services that a carrier is prohibited from rejecting for participation on the carrier's provider panel; altering the period of time in which certain carriers are required to accept or deny certain social workers, counselors, and psychology associates for participation on the carrier's provider panel to within 60 days after the date a carrier receives a completed application.",The bill modifies the credentialing process for behavioral health care professionals seeking to participate on health insurance provider panels in Maryland. It ensures that certain licensed behavioral health providers cannot be rejected solely based on their scope of practice and sets specific timelines for insurance carriers to accept or reject applications.,Maryland Insurance Administration and health insurance carriers,"Behavioral health care professionals, health insurance carriers, and patients seeking behavioral health services in Maryland","By streamlining credentialing processes and setting clear timelines, the bill aims to reduce administrative barriers for behavioral health providers, potentially decreasing small business failure related to credentialing delays.",7.0
2025 Regular Session,HB1355,Health Insurance - Required Coverage - Hearing Aids,"Altering the circumstances under which certain insurers, nonprofit health service plans, and health maintenance organizations are required to provide coverage for medically appropriate and necessary hearing aids for adults to require coverage if the hearing aid is ordered, fitted, and dispensed by a licensed hearing aid dispenser.","The bill requires health insurance providers in Maryland to cover medically necessary hearing aids for adults, with specific provisions for coverage limits and provider qualifications, effective January 1, 2026.","Health insurance providers, including insurers, nonprofit health service plans, and health maintenance organizations in Maryland.",Adults in Maryland who require hearing aids and are covered by health insurance plans.,"The bill is unlikely to have a direct impact on small business failure rates, as it primarily affects health insurance coverage requirements.",2.0
2025 Regular Session,HB1367,Lead Testing and Inspections - Falsifying Information - Penalty,"Establishing a civil penalty not exceeding $50,000 for a person who falsifies information that is submitted in a report of the results of lead-contaminated dust testing or visual inspection of an affected property.","The bill establishes penalties for falsifying information in reports related to lead testing and inspections, including civil penalties up to $50,000 for falsification and additional penalties for false verification by supervisors.",Maryland Department of the Environment,"Property owners, tenants, and lead testing/inspection professionals in Maryland","The bill's penalties may incentivize accurate reporting and compliance, potentially reducing failures due to legal issues, but it primarily targets misconduct rather than business failure.",4.0
2025 Regular Session,HB1371,Vehicle Laws - Driver's Licenses - Electronic Credentials (Maryland Mobile ID Enhancement Act),"Authorizing the Motor Vehicle Administration to enter into an agreement to facilitate the issuance, use, and verification of electronic credentials through a national association of motor vehicle agencies; and authorizing an individual who will operate a rented vehicle to use a certain electronic credential showing a representation of a valid driver's license, instead of a driver's license, to rent the vehicle.","The bill authorizes the Maryland Motor Vehicle Administration to issue and verify electronic driver credentials, which can be used in place of physical driver's licenses, especially for renting vehicles. It also establishes agreements with other agencies for the use of these electronic credentials.",Maryland Motor Vehicle Administration,"Drivers, vehicle rental companies, and the general public in Maryland","The bill could help small vehicle rental businesses by streamlining the rental process with electronic credentials, potentially reducing delays and administrative costs.",6.0
2025 Regular Session,HB1375,Vehicle Equipment - Portable Variable Messaging Signs - Authorization,Authorizing a tow truck to display a portable variable messaging sign mounted on the tow truck while at the scene of a crash or a disabled vehicle; and requiring the portable variable messaging sign to conform to the standards established in the manual on uniform traffic control devices adopted by the State Highway Administration and display only messages approved by the Administration.,"The bill authorizes tow trucks to display portable variable messaging signs at the scene of accidents or disabled vehicles, provided the signs meet specific standards and are approved by the Maryland State Highway Administration.",Maryland State Highway Administration,"Tow truck operators, drivers involved in accidents, and the general public on Maryland roads.","The bill could help small towing businesses by allowing them to use portable messaging signs, potentially increasing their safety and visibility, which may reduce operational failures.",6.0
2025 Regular Session,HB1378,Civil Actions - Child Sexual Abuse,"Altering certain provisions relating to the award of noneconomic damages to a claimant in an action for child sexual abuse; altering certain provisions relating to the liability of the State under the Maryland Tort Claims Act and of a local government under the Local Government Tort Claims Act for certain claims of child sexual abuse; and requiring the Maryland Judiciary to report to the General Assembly by January 31, 2027, and each year thereafter, on the amount of each award and a summary of the sexual abuse claims related to the award.","This bill extends the statute of limitations for filing civil claims of child sexual abuse, increases damages limits, and modifies liability and immunity provisions for the State, local governments, and school boards related to child sexual abuse claims.",Maryland Judiciary and the Maryland State Department of Education,"Victims of child sexual abuse, Maryland State and local government agencies, school boards, and legal practitioners","The bill primarily impacts government agencies and does not directly target small businesses, so its potential to reduce small business failure is minimal.",1.0
2025 Regular Session,HB1380,Health Care Facilities - Hospitals and Freestanding Birthing Centers - Perinatal Care Standards,"Requiring the Maryland Department of Health, in coordination with the Maryland Institute for Emergency Medical Services Systems, to adopt regulations establishing minimum perinatal care standards for hospitals that meet or exceed the Maryland Perinatal System Standards for each hospital that provides obstetrical services; and requiring each hospital that provides obstetrical services and freestanding birthing centers, as a condition of licensure, to comply with certain minimum perinatal care standards.","The bill requires the Maryland Department of Health, in coordination with the Maryland Institute for Emergency Medical Services Systems, to establish and enforce minimum perinatal care standards for hospitals and freestanding birthing centers that meet or exceed Maryland Perinatal System Standards, as a condition of licensure.",Maryland Department of Health in coordination with the Maryland Institute for Emergency Medical Services Systems,"Hospitals, freestanding birthing centers, pregnant women, and newborns in Maryland","By setting clear minimum standards for perinatal care, the bill aims to improve quality and safety, which can help prevent failures and closures of small healthcare providers.",7.0
2025 Regular Session,HB1387,Howard County - Alcoholic Beverages - Class D Licenses - Delivery,Applying certain provisions of law relating to the delivery of alcoholic beverages in Howard County to a holder or an employee of a holder of a Class D license.,"The bill allows holders or employees of Class D alcohol licenses in Howard County to deliver alcoholic beverages within the county, with specific requirements for verifying the recipient’s age and ensuring responsible delivery practices.",Howard County Alcoholic Beverages Board and license holders with Class D licenses,"Alcoholic beverage license holders, employees, and consumers in Howard County","By enabling alcohol delivery, the bill could help small alcohol retail businesses expand their sales channels and reduce the risk of failure due to limited sales methods.",7.0
2025 Regular Session,HB1424,Support and Protections for Individuals Affected by Federal Actions (Protect Our Federal Workers Act),"Renaming the Federal Government Shutdown Employee Assistance Loan Fund to be the Federal Government Employee Assistance Loan Fund; authorizing funds appropriated to the Catastrophic Event Account to be expended to assist in funding costs connected to a relocation, closure, or mass layoff of a unit of the federal government; establishing the Expedited Hiring Program in the Department of Budget and Management; authorizing an appointing authority to recruit for certain vacant positions in State government; etc.","The bill establishes a fund to assist Maryland residents affected by federal government shutdowns, including providing loans to federal employees and former employees experiencing financial hardship, and expands the state's powers to respond to federal actions that threaten residents' welfare.",Maryland Department of Labor and the Office of the Attorney General,"Federal government employees and former employees in Maryland, residents affected by federal shutdowns, and small businesses impacted by federal actions.","The bill's provisions are primarily focused on individual financial assistance and state response mechanisms, with limited direct impact on small business failure rates.",3.0
