Bill Number,Title,Status,Synopsis,Cross-filed bill,File codes,Subjects
SB0633,Campaign Finance - Political Organizations - Disclosures on Solicitations (Stop Scam PACs Act),Returned Passed,"Requiring certain political organizations to include certain disclaimers and disclosures on certain solicitations; authorizing the State Administrator of Elections to investigate a potential violation of the Act; and authorizing the State Board after the issuance of a public report of its finding to prohibit a person who violated the Act from making further solicitations for a certain period or impose a civil penalty not to exceed $10,000.",HB0906,Elections,"Campaign Financing|Civil Offenses|Crimes and Punishments -see also- Penalties and Sentnc; etc.|Disclosure|Elections|Elections, State Board of|Ethics|Investigations and Inquiries -see also- Crim Bckgrnd Invest|Notices|Penalties and Sentences -see also- Death Penalty|Public Information|Reports|Revenue and Taxes -see also- (specific tax)|Rules and Regulations|Solicitation|Subpoenas"
SB0636,Frederick County - Alcoholic Beverages - Tasting Permits,Returned Passed,"Altering in Frederick County the beer and wine consumption permit to be the beer and wine tasting permit and the beer, wine, and liquor consumption permit to be the beer, wine, and liquor tasting permit; requiring the Frederick County Board of License Commissioners to regulate the quantity of beer and wine served to an individual and the number of bottles or other containers from which the quantity is served; and altering the amounts of certain alcoholic beverages an individual may taste under the permits.",HB1026,Alcoholic Beverages - Local Bills,Alcoholic Beverages Distribution|Alcoholic Beverages Licenses|Alcoholic Beverages - By Subdivision|Frederick County|Weights and Measures
SB0639,Garrett County - Bids and Contracts - Advertisement Exceptions,Returned Passed,"Providing that, in Garrett County, a certain requirement to advertise for bids does not apply to a certain contract for goods or services procured on an as-needed basis over time or for certain vehicles.",HB1334,Counties - Local Laws,Advertising|Contracts -see also- Procurement|County Commissioners|Garrett County|Goods and Services -see also- Retail Sales; TermnSvc; TrfGds|Motor Vehicles -see also- Aband Veh; Ambulances; Buses; etc.|Procurement|Public Employees -see also- State Employees
SB0641,Health Insurance - Required Coverage - Hearing Aids,Returned Passed,"Altering the circumstances under which certain insurers, nonprofit health service plans, and health maintenance organizations are required to provide coverage for medically appropriate and necessary hearing aids for adults to require coverage if the hearing aid is ordered, fitted, and dispensed by a licensed hearing aid dispenser.",HB1355,Health - Insurance,Health Insurance -see also- ACA; HMOs; MCOs|Health Maintenance Organizations -see also- Manage Care Orgs|Health Occupations -see also- (specific health occupations)|Hearing Aids|Licenses -see also- AB Lic; Certifications; DrLic; Permits|Nonprofit Organizations
SB0645,Election Law - Gubernatorial Primary Election - Date,Returned Passed,"Altering, from the last Tuesday in June to the fourth Tuesday in June, the date for the primary election in the year of the gubernatorial election.",HB0945,Elections,Elections|Time
SB0646,Health Insurance - Insulin - Prohibition on Step Therapy or Fail-First Protocols,Returned Passed,"Prohibiting certain insurers, nonprofit health service plans, and health maintenance organizations from imposing a step therapy or fail-first protocol for insulin or an insulin analog used to treat an insured's or enrollee's diabetes.",HB0970,Health - Insurance|Health Maintenance Organizations,Drugs -see also- Cannabis; ControlDangSubst; Pharm; etc.|Health Insurance -see also- ACA; HMOs; MCOs|Health Maintenance Organizations -see also- Manage Care Orgs|Medical Conditions -see also- AIDS; COVID-19; rabies|Medical Treatments|Nonprofit Organizations
SB0653,Procurement - Employee Stock Ownership Plan Preference - Pilot,Passed Enrolled,"Authorizing the Maryland Stadium Authority, Morgan State University, St. Mary's College of Maryland, and Baltimore City Community College to establish a certain preference program for certain procurements; authorizing a certain price preference for bids and proposals by an entity that utilizes an employee stock ownership plan; requiring contractors to provide certain information to a unit regarding the use of an employee stock ownership plan; and applying the Act to procurement contracts solicited on or before June 30, 2030.",HB0819,State Government - Procurement|Higher Education,"Baltimore City|Community Colleges|Education -see also- ContEd; DrvEd; HigherEd; etc.|Higher Education -see also- Comm Colleges; Med Schools; etc.|Investments -see also- Securities|Pilot Programs|Prices -see also- Consumer Price Index|Procurement|Reports|Solicitation|Stadium Authority|State Universities and Colleges|St. Mary's County|Sunset|Work, Labor, and Employment -see also- JobTrn; Leave; etc."
SB0655,Courts - Artificial Intelligence Evidence Clinic Pilot Program - Establishment,Passed Enrolled,"Establishing an Artificial Intelligence Evidence Clinic Pilot Program within the Administrative Office of the Courts to provide expertise in artificial intelligence to the circuit courts and the District Court in the form of expert testimony on the authenticity of electronic evidence the court determines may have been created or altered using artificial intelligence; authorizing the Governor for fiscal years 2027 and 2028 to include an appropriation of $250,000 in the annual budget bill for the Program; etc.",HB0966,Courts and Court Personnel - Statewide,Administrative Office of the Courts|Appropriations|Artificial Intelligence -see also- Biometrics|Circuit Courts|Civil Actions -see also- Small Claims|Contracts -see also- Procurement|Damages|District Courts|Evidence|Grants|Higher Education -see also- Comm Colleges; Med Schools; etc.|Liability|Pilot Programs|Procurement|Students|Telecommunications and Information Technology|Testimony -see also- Witnesses
SB0662,Baltimore City - Alcoholic Beverages Licenses - Alterations,Passed Enrolled,"Requiring a memorandum of understanding between a certain licensee and a community association within a certain bounded area in the 46th alcoholic beverages district before the Board of License Commissioners for Baltimore City may issue a license in or transfer a license to the bounded area; extending to July 1, 2028, the expiration date for a certain Class B license for the purpose of transfer to the 3600 block of Boston Street in the 46th alcoholic beverages district; etc.",HB0784,Alcoholic Beverages - Local Bills,"Alcoholic Beverages Licenses|Alcoholic Beverages - By Subdivision|Associations -see also- Cooperative Associations|Baltimore City|Boundaries|Contracts -see also- Procurement|License Commissioners, Boards of|Places of Worship -see also- Religion|Private Schools -see also- Primary Schools; Secondary Sch|Property Tax|Public Schools -see also- Primary Schools; Secondary Sch|Restaurants|Sunset|Time|Waivers|Weights and Measures"
SB0663,Earned Income Tax Credit - Notice of Eligibility - Alteration,Returned Passed,Altering the method by which the Comptroller must provide notice of the maximum income eligibility for the earned income tax credit for the calendar year to all employers in the State to include an electronic means of notification.,HB0603,Taxes - Income,"Comptroller|Electronic Communication|Electronic Government|Income Tax|Notices|Postal Service|Tax Credits|Work, Labor, and Employment -see also- JobTrn; Leave; etc."
SB0664,Business Regulation - Enforcement for Miscellaneous State Business Licenses - Study,Returned Passed,"Requiring the Comptroller to consult with certain stakeholders to study and make recommendations on the enforcement process for miscellaneous State business licenses; and requiring the Comptroller to submit a report of the study's findings and recommendations to the General Assembly by December 1, 2025.",HB0577,Business Regulation,Agents and Brokers|Citations|Civil Offenses|Commerce and Business -see also- ElectrComm; ForeignTr; etc.|Comptroller|Contracts -see also- Procurement|Corporations -see also- Municipal Corps; Public Corps & Inst|Forms|Licenses -see also- AB Lic; Certifications; DrLic; Permits|Limited Liability Companies|Partnerships|Penalties and Sentences -see also- Death Penalty|Reports|Residency -see also- Immigrants and Citizenship|Studies -see also- Commitees & Commissions; Reports
SB0665,Maryland Uniform Disposition of Abandoned Property Act â Revisions,Passed Enrolled,Making certain virtual currency subject to the abandoned property laws in the State; establishing certain provisions to determine certain information about certain apparent owners of abandoned property; altering and establishing certain provisions pertaining to the presumption of abandonment for certain types of property; establishing certain procedures to establish the death of a certain insured or certain annuitant; altering the dollar value at which the Comptroller is required to publish certain notice; etc.,HB0761,Commercial Law - Generally,Abandoned Property|Agents and Brokers|Beneficiaries|Checks|Circuit Courts|Civil Actions -see also- Small Claims|Claims|Communications -see also- ElecComm; Intergov; Telecom; etc.|Comptroller|Contracts -see also- Procurement|Cryptocurrency|Cybersecurity|Death -see also- Homicide; Murder; Wrongful Death|Debt Management|Disclosure|Electronic Commerce -see also- Electronic Funds Transfer|Electronic Communication|Electronic Documents|Electronic Funds Transfer|Electronic Government|Evidence|Financial Institutions -see also- Banks; Credit Unions; etc.|Hearings|Insurance -see also- Health Ins; MAIF; Motor Vehicle Ins|Investments -see also- Securities|Notices|Personal Property|Postal Service|Records -see also- Land Records; Vital Records|Retirement -see also- Mandatory Retirement|Securities|Telecommunications and Information Technology|Time
SB0666,Maryland Community Action Agencies - Funding,Returned Passed,"Requiring the Governor to include an appropriation of $250,000 in the annual budget bill to the Department of Housing and Community Development in fiscal years 2027 through 2030 as a grant to community action agencies statewide for measures to combat poverty.",,Social Services - Generally|Housing and Community Development|Economic Development,"Appropriations|Community Facilities and Services|Grants|Housing and Community Development, Department of|Low-Income|Nonprofit Organizations|Poverty|Sunset"
SB0667,Gaming - Slot Machines - Skills-Based Amusement Devices,Returned Passed,"Altering the definition of ""slot machine"" to provide that certain skills-based amusement devices excluded from the definition may award merchandise, tickets, tokens, or other objects that do not exceed a certain minimal value per play and may be accumulated and exchanged for merchandise or prizes that do not exceed a minimal wholesale value of $599.",HB0633,Gaming,"Awards, Medals, and Prizes -see also- Gaming&Gambl; Lottery|Equipment -see also- Charging; Med. Equip.; MV Equip; etc.|Gaming and Gambling"
SB0669,Public Safety - Rape Kit Testing - Tracking Program and Grant Fund,Returned Passed,"Altering the date from December 31, 2025, to March 31, 2026, by which a certain report under a certain sexual assault evidence collection kit tracking program is required to be submitted; altering the purpose and use of the Rape Kit Testing Grant Fund; expanding the duties of the Executive Director of the Governor's Office of Crime Prevention and Policy relating to the Fund; prohibiting the use of the Fund for a certain sexual assault evidence collection kit tracking program; etc.",HB0675,Public Health|Public Safety,"Awareness and Outreach|Chemical Tests|Comptroller|Crime Prevention and Policy, Governor's Office of|Evidence|Forensics|Grants|Health Occupations -see also- (specific health occupations)|Investigations and Inquiries -see also- Crim Bckgrnd Invest|Laboratories|Law Enforcement -see also- SRO; Sheriffs; State Police|Medical Equipment and Devices|Medical Testing and Diagnosis|Public Information|Reports|Revenue and Taxes -see also- (specific tax)|Safety -see also- Occupational Safety|Sexual Offenses|State's Attorneys|Telecommunications and Information Technology|Treasurers|Victims -see also- Criminal Injuries Compensation|Work, Labor, and Employment -see also- JobTrn; Leave; etc."
SB0670,"Frederick County - Alcoholic Beverages - Class C (Theater) Beer, Wine, and Liquor License",Returned Passed,"Establishing a Class C (theater) beer, wine, and liquor license in Frederick County; authorizing the Board of License Commissioners for Frederick County to issue the license for use by certain theaters; authorizing the license holder to sell beer, wine, and liquor for on-premises consumption, subject to certain limitations; establishing an annual license fee of $150; etc.",HB0866,Alcoholic Beverages - Local Bills,"Alcoholic Beverages Distribution|Alcoholic Beverages Licenses|Alcoholic Beverages - By Subdivision|Art, Music, and Cultural Affairs -see also- EthAff; Mus; etc|Fees -see also- Attys' Fees; Devt Fees & Taxes|Frederick County|License Commissioners, Boards of|Signatures|Special Events|Time"
SB0674,Maryland Commission for Women - Maryland Collaborative to Advance Implementation of Coverage of Over-the-Counter Birth Control,Returned Passed,"Requiring the Maryland Commission for Women to establish the Maryland Collaborative to Advance Implementation of Coverage of Over-the-Counter Birth Control to study access to over-the-counter birth control; and requiring the Collaborative to submit an interim report by January 1, 2026, and a final report of its findings and recommendations to the Governor and General Assembly by December 1, 2027.",HB0939,Social Services - Generally|Public Health,Awareness and Outreach|Birth Control|Commerce and Business -see also- ElectrComm; ForeignTr; etc.|Committees and Commissions|Community Facilities and Services|Education -see also- ContEd; DrvEd; HigherEd; etc.|Federal Government|Health Insurance -see also- ACA; HMOs; MCOs|Health Occupations -see also- (specific health occupations)|Medical Assistance|Pharmacy Benefits Managers|Reports|Retail Sales|Sunset|Vending Machines|Women -see also- Gender
SB0676,Health Care Facilities - Hospitals and Freestanding Birthing Centers - Perinatal Care Standards,Returned Passed,"Requiring the Maryland Department of Health, in coordination with the Maryland Institute for Emergency Medical Services Systems, to adopt regulations establishing minimum perinatal care standards that meet or exceed the Maryland Perinatal System Standards for each hospital that provides obstetrical services; and requiring each hospital that provides obstetrical services and freestanding birthing centers, as a condition of licensure, to comply with certain minimum perinatal care standards.",HB1380,Public Health|Health Care Facilities and Regulation,"Emergency Medical Services -see also- Ambul; RescSqd|Health Care Facilities -see also- Clinics; Hospices; etc|Health, Department of|Hospitals -see also- Clinics; State Hospitals|Licenses -see also- AB Lic; Certifications; DrLic; Permits|Pregnancy|Rules and Regulations|Standards and Best Practices"
SB0680,Real Estate Commission - Continuing Education Requirements - Alterations,Returned Passed,"Altering certain requirements for continuing education required for the renewal of a license for real estate brokers, associate real estate brokers, and real estate salespersons, including the number of clock hours, course topics, course instructors, and course application fees.",HB0972,Business Occupations and Professions,Agents and Brokers|Committees and Commissions|Continuing Education|Fees -see also- Attys' Fees; Devt Fees & Taxes|Job Training -see also- Continuing Ed; Vocational Rehab|Licenses -see also- AB Lic; Certifications; DrLic; Permits|Real Estate -see also- Agents and Brokers|Time
SB0684,Public Health - Health Equity Dashboard,Passed Enrolled,"Requiring the Maryland Department of Health, in collaboration with the Commission on Health Equity, to develop a clear and easy-to-understand graphic data dashboard that includes age-adjusted health disparity data disaggregated by race, ethnicity, and gender; and requiring the Department to update the data dashboard on a quarterly basis, as determined by data availability.",HB1100,Public Health,"Committees and Commissions|Data -see also- Census; Demographics|Disparity|Electronic Government|Health -see also- COVID19; EnvHlth; MedCon; etc.|Health, Department of|Health Insurance -see also- ACA; HMOs; MCOs|Intergovernmental Cooperation -see also- AdmAgn; Cmts; etc.|Internet -see also- Internet Access|Medical Conditions -see also- AIDS; COVID-19; rabies|Mental and Behavioral Health -see also- Aut; Cogn; Dev; etc.|Public Information|Sexual Matters|Substance Abuse"
SB0685,Election Law - Local Boards of Elections - Language Assistance Program,Returned Passed,"Establishing the Language Assistance Program; requiring a local board of elections to participate in the Program if the State Board determines that there is a significant need for language assistance to voters in the county in a language other than English; requiring the State Board to designate, no later than February 1 of the year of the election, certain languages other than English in which a local board that is required to participate in the Program must provide assistance to voters; etc.",HB0983,Elections,"Attorney General|Ballots -see also- Abs&MailInBallots; Abs&MailInVoting|Census|Communications -see also- ElecComm; Intergov; Telecom; etc.|Courts -see also- AppCt; Circuit; District; Orphans'; etc.|Demographics -see also- Census; Data|Elections|Elections Supervisors|Elections, State Board of|Forms|Internet -see also- Internet Access|Language -see also- Communications; Literacy|Notices|Publications -see also- Maryland Register; Textbooks|Public Information|Recruitment and Hiring|Registration -see also- Motor Vehicle Registration|Rules and Regulations|Standards and Best Practices|Subpoenas|Telecommunications and Information Technology|Voting -see also- Absentee and Mail-In Voting"
SB0689,Financial Institutions - Conventional Home Mortgage Loans - Assumption and Required Disclosures,Passed Enrolled,"Requiring banking institutions, credit unions, mortgage lenders, mortgage lending businesses, and mortgage loan originators to include a certain provision in certain conventional home mortgage loans authorizing a certain borrower to purchase the property interest of a certain borrower in connection with a decree of absolute divorce if the lending entity determines that the assuming borrower qualifies for the loan; etc.",HB1018,Financial Institutions|Family Law|Real Property,Banks and Trust Companies|Communications -see also- ElecComm; Intergov; Telecom; etc.|Contracts -see also- Procurement|Credit Unions|Disclosure|Divorce -see also- Annulment; Family Law|Finance Companies|Financial Institutions -see also- Banks; Credit Unions; etc.|Forms|Interest|Mortgages|Residential Property -see also- Apartments; Condominiums|Savings and Loan Associations
SB0691,Healthcare Ecosystem Stakeholder Cybersecurity Workgroup,Returned Passed,"Establishing the Healthcare Ecosystem Stakeholder Cybersecurity Workgroup to develop strategies to prevent cybersecurity disruptions to the health care ecosystem, ensure the continuous delivery of essential healthcare ecosystem services, and enhance recovery efforts of the healthcare ecosystem following a cybersecurity incident; and requiring the Workgroup to submit an interim report by January 1, 2026, and a final report of its findings and recommendations by December 1, 2026.",HB0333,Cybersecurity|Health Care Facilities and Regulation|Health - Insurance,"Auditors and Audits|Cybersecurity|Health -see also- COVID19; EnvHlth; MedCon; etc.|Health Care Commission|Insurance Administration|Intergovernmental Cooperation -see also- AdmAgn; Cmts; etc.|Notices|Reports|Standards and Best Practices|Studies -see also- Commitees & Commissions; Reports|Sunset|Work, Labor, and Employment -see also- JobTrn; Leave; etc."
SB0692,State Retirement and Pension System - Alterations and Clarifications,Returned Passed,Altering certain due dates of certain reports from the State Retirement and Pension System; and clarifying the eligibility requirements of State Police Retirement System members to participate in the Deferred Retirement Option Program.,HB1034,State Government - Pensions and Retirement,"Reports|Retirement -see also- Mandatory Retirement|State Employees|State Police, Department of"
SB0693,State Retirement and Pension System - Reemployment Earnings Limitations - Maximum Average Final Compensation,Returned Passed,Clarifying that the maximum average final compensation that certain retirees of the State Retirement and Pension System is to be based on the minimum annual salary on the standard State pay scale as of January 1 of the preceding calendar year in order to be exempt from a certain reemployment earnings limitation; and adding an average final compensation reemployment exemption for the temporary suspension of a retirement allowance for disability retirees.,HB1033,State Government - Pensions and Retirement,"Retirement -see also- Mandatory Retirement|Salaries and Compensation -see also- Overtime; Reimb. Rates|State Employees|Work, Labor, and Employment -see also- JobTrn; Leave; etc."
SB0695,Labor and Employment - Uninsured Employers' Fund Board - Membership and Reserves,Returned Passed,"Altering the membership of the Uninsured Employers' Fund Board; and requiring, rather than authorizing, the Board to establish reserves to meet potential losses of the Uninsured Employers' Fund.",,Workers' Compensation,Accountants|Committees and Commissions|Insurance -see also- Health Ins; MAIF; Motor Vehicle Ins|Revenue and Taxes -see also- (specific tax)|Workers' Compensation
SB0696,Public Health - Pediatric Hospital Overstay Patients and Workgroup on Children in Unlicensed Settings and Pediatric Overstays,Returned Passed,"Specifying that the scope of the Maryland Mental Health and Substance Use Disorder Registry and Referral System includes both private and State inpatient and outpatient mental health and substance use services; requiring the Maryland Department of Health, in coordination with the Department of Human Services, to ensure pediatric hospital overstay patients are placed in the least restrictive setting possible; etc.",HB0962,Public Health|Health Care Facilities and Regulation,"Administrative Agencies|Age -see also- Age of Maj; Children; Elderly; Inf&Tod.; etc|Appropriations|Budgets -see also- Capital Budgets|Children (4-12)|Committees and Commissions|Data -see also- Census; Demographics|Governor|Health -see also- COVID19; EnvHlth; MedCon; etc.|Health Care Facilities -see also- Clinics; Hospices; etc|Health, Department of|Health Insurance -see also- ACA; HMOs; MCOs|Hospitals -see also- Clinics; State Hospitals|Human Services, Department of|Intergovernmental Cooperation -see also- AdmAgn; Cmts; etc.|Medical Treatments|Mental and Behavioral Health -see also- Aut; Cogn; Dev; etc.|Minors -see also- Age of Majority; Youth|Patients|Pediatricians|Records -see also- Land Records; Vital Records|Reports|Standards and Best Practices|Studies -see also- Commitees & Commissions; Reports|Substance Abuse|Substance Abuse Treatment|Teenagers (13-19)|Time"
SB0705,Department of Information Technology - Major Information Technology Development Projects - Oversight,Returned Passed,"Providing that a unit of State government may not purchase, lease, contract for, or rent an information technology service or product unless consistent with the master plan, as determined by the Secretary of Information Technology; providing that the Secretary is responsible for overseeing the implementation of major information technology development projects in the State; establishing the Maryland Office of Digital Experience in the Department to provide oversight, leadership, and strategic modernization for major technology projects; etc.",HB0738,Information Technology - Generally,"Accessibility - see also- Blind; Deaf; Disabilities; etc|Administrative Agencies|Appropriations|Artificial Intelligence -see also- Biometrics|Auditors and Audits|Budget and Management, Department of|Budgets -see also- Capital Budgets|Committees and Commissions|Contracts -see also- Procurement|Cybersecurity|Disabilities|Disclosure|Electronic Government|Ethics|General Assembly -see also- AELR Cmte; LegislativePolCmte|General Services, Department of|Goods and Services -see also- Retail Sales; TermnSvc; TrfGds|Governor|Human Infrastructure -see also- WLE|Information Technology, Department of|Intergovernmental Cooperation -see also- AdmAgn; Cmts; etc.|Internet -see also- Internet Access|Language -see also- Communications; Literacy|Legislative Services, Department of|Notices|Open Government|Prices -see also- Consumer Price Index|Privacy|Procurement|Recruitment and Hiring|Reports|Revenue and Taxes -see also- (specific tax)|Rules and Regulations|Salaries and Compensation -see also- Overtime; Reimb. Rates|Signatures|Standards and Best Practices|Studies -see also- Commitees & Commissions; Reports|Telecommunications and Information Technology|Time|Work, Labor, and Employment -see also- JobTrn; Leave; etc."
SB0707,Vehicle Laws - Medical Exemption for Enhanced Tinted Windows - Time Limitation,Returned Passed,Repealing the 2-year time limitation on medical exemptions for enhanced tinted windows for vehicle owners with certain permanent medical conditions; and requiring a certain written certification from a licensed physician who has determined the owner's medical condition is permanent.,HB0436,Vehicle Laws - Equipment and Inspections|Vehicle Laws - Rules of the Road,Certifications|Medical Conditions -see also- AIDS; COVID-19; rabies|Motor Vehicles -see also- Aband Veh; Ambulances; Buses; etc.|Motor Vehicle Operation
SB0717,Somerset County - Salaries of Local Officials - Increase,Returned Passed,"Increasing the salaries of the Sheriff of Somerset County, the County Commissioners of Somerset County, the President of the County Commissioners of Somerset County, a member of the County Roads Board of Somerset County, and the President of the County Roads Board of Somerset County.",HB0844,Counties - Local Laws,Committees and Commissions|County Commissioners|Local Government Mandates|Public Officials -see also- Atty Gen; Compt; Coun Admin; etc|Salaries and Compensation -see also- Overtime; Reimb. Rates|Sheriffs|Somerset County
SB0718,Somerset County Code of Public Local Laws - 2025 Edition - Legalization,Returned Passed,Legalizing the 2025 Edition of the Somerset County Code of Public Local Laws and any supplement to the extent to which that code or supplement contains laws enacted by the General Assembly.,HB0967,Counties - Local Laws,Public Local Laws|Somerset County
SB0719,Somerset County - Property Tax - Emergency Services Tax,Approved by the Governor - Chapter 70,"Authorizing the County Commissioners of Somerset County to impose an emergency services tax on all property subject to the county property tax to pay costs of emergency services; prohibiting the county commissioners from initially imposing or subsequently increasing an emergency services tax until after a public hearing is held; and applying the Act to all taxable years beginning after June 30, 2025.",HB0791,Taxes - Property - Local|Counties - Local Laws,County Commissioners|Emergency Medical Services -see also- Ambul; RescSqd|Emergency Services -see also- Ambul; Emergencies; etc.|Fire Protection|Hearings|Interest|Laws and Ordinances -see also- Pub Local Laws; Uniform Laws|Liens|Notices|Open Government|Property Tax|Rescue Squads -see also- Emergency Medical Serv|Somerset County|Tax Sales
SB0721,Family Law - Permanent Protective Orders - Consent,Returned Passed,Specifying that an individual may consent to the issuance of a permanent protective order against the individual.,HB0929,Family Law,Protection Orders
SB0722,Department of the Environment - Definition of Ecological Restoration,Returned Passed,"Defining the term ""ecological restoration"" as an activity undertaken with the goal of recovering, re-establishing, or enhancing a degraded, damaged, or destroyed ecosystem through improvements to physical, chemical, or biological characteristics or processes, returning natural or historical functions or services, or protecting or improving resiliency.",HB1155,Environment|Natural Resources - Generally,"Conservation -see also- Soil Conservation|Environment, Department of the|Environmental Matters -see also- Conserv; Nat Resrce; Pollut|Natural Resources -see also- Coal; For&Pks; Rivers; etc.|Rules and Regulations"
SB0730,Gaming - Charles County Gaming Permit Review Board - Repeal,Approved by the Governor - Chapter 82,Repealing the Charles County Gaming Permit Review Board; and transferring certain powers and duties concerning gaming activities in Charles County from the board to the County Attorney for Charles County.,HB0841,Gaming,Charles County|Committees and Commissions|Gaming and Gambling|Permits -see also- Building Permits|Public Officials -see also- Atty Gen; Compt; Coun Admin; etc
SB0731,Charles County - Alcoholic Beverages - Baseball Stadium License - Alterations,Returned Passed,"Altering the areas in which beer, wine, and liquor may be sold and consumed under a Class B-Stadium (baseball stadium) beer, wine, and liquor license in Charles County to exclude any parking areas; and altering the types of containers in which beer, wine, and liquor may be served.",HB0835,Alcoholic Beverages - Local Bills,Alcoholic Beverages Licenses|Alcoholic Beverages - By Subdivision|Beverage Containers|Boundaries|Charles County|Sports and Recreation|Stadiums
SB0734,Business Regulation - Licensing - Definition of Storage Warehouse,Returned Passed,"Altering, with respect to business licensing requirements in the State, the definition of ""storage warehouse"" to exclude a self-service storage facility.",HB0968,Business Regulation,Commerce and Business -see also- ElectrComm; ForeignTr; etc.|Licenses -see also- AB Lic; Certifications; DrLic; Permits|Rules and Regulations|Storage
SB0738,Frederick County â Barbershop and Beauty Salon Beer and Wine License â Alterations,Returned Passed,Increasing from 5 ounces to 6.5 ounces of wine by the glass that a holder of a barbershop or beauty salon beer and wine license in Frederick County may provide to a customer who is receiving cosmetology services or who is attending a fund-raising event at the beauty salon for on-premises consumption.,HB0512,Alcoholic Beverages - Local Bills,Alcoholic Beverages Distribution|Alcoholic Beverages Licenses|Alcoholic Beverages - By Subdivision|Barbers|Cosmetologists|Frederick County|Weights and Measures
SB0740,Health Care Facilities - Service Member Community Members (SFC Matthew Fast Act ),Passed Enrolled,"Authorizing each health care facility to screen each patient for information on whether the patient is a service member community member, include on the patient's medical record whether the patient is a service member community member, and  meet certain standards established by The Joint Commission for the purpose of improving health care equity for warrior community members; and defining ""service member community member"" to mean a service member, a veteran, a certain spouse, a certain child, or a certain stepchild.",,Public Health|Health Care Facilities and Regulation,"Armed Forces -see also- Military Department; Veterans|Committees and Commissions|Community Facilities and Services|Health -see also- COVID19; EnvHlth; MedCon; etc.|Health Care Facilities -see also- Clinics; Hospices; etc|Health, Department of|Military Families|Patients|Records -see also- Land Records; Vital Records|Reports|Standards and Best Practices|Veterans"
SB0744,Harford County â Alcoholic Beverages â Hearing Notice,Returned Passed,Altering certain notice requirements before the Board of License Commissioners for Harford County may hold public hearings on proposed regulatory changes or license applications; and providing that the Board may publish a decision on certain license applications either in certain newspapers or on its website.,HB0754,Alcoholic Beverages - Local Bills,"Alcoholic Beverages Licenses|Alcoholic Beverages - By Subdivision|Awareness and Outreach|Electronic Government|Harford County|Hearings|Internet -see also- Internet Access|License Commissioners, Boards of|News Media|Notices|Open Government|Telecommunications and Information Technology"
SB0745,Harford County - Alcoholic Beverages - Performing Arts Nonprofit Organization License - Record-Keeping Requirements,Returned Passed,"Repealing certain incorrect references to the Comptroller of Maryland in certain provisions of law requiring the holder of a performing arts nonprofit organization license in Harford County to comply with certain record-keeping and reporting requirements; repealing the authority of the Comptroller to suspend the license of a license holder without a hearing under certain circumstances; and authorizing, rather than requiring, the Board to summon a license holder for a hearing and impose a fine under certain circumstances.",HB0714,Alcoholic Beverages - Local Bills,"Alcoholic Beverages Licenses|Alcoholic Beverages - By Subdivision|Art, Music, and Cultural Affairs -see also- EthAff; Mus; etc|Auditors and Audits|Comptroller|Fines -see also- Penalties and Sentences|Harford County|Hearings|License Commissioners, Boards of|Nonprofit Organizations|Penalties and Sentences -see also- Death Penalty|Records -see also- Land Records; Vital Records"
SB0746,Harford County - Alcoholic Beverages - Multiple Licenses - Golf Simulator Facilities,Returned Passed,Authorizing the Board of License Commissioners for Harford County to issue a Class GSF (golf simulator facility) license to a holder of a Class B license; and clarifying that the Class GSF (golf simulator facility) license counts toward the maximum number of nine Class B alcoholic beverages licenses a holder may be issued.,HB0712,Alcoholic Beverages - Local Bills,"Alcoholic Beverages Licenses|Alcoholic Beverages - By Subdivision|Harford County|License Commissioners, Boards of|Sports and Recreation"
SB0748,Public Health - Alzheimer's Disease and Related Dementias - Information on Prevalence and Treatment,Returned Passed,"Requiring the Maryland Department of Health, in partnership with certain entities, to incorporate information regarding treatments approved by the Food and Drug Administration for Alzheimer's disease and related dementias and to increase understanding and awareness of treatment of Alzheimer's disease and related dementias into relevant public health outreach programs administered by the Department; requiring the Department to establish and maintain a website that includes certain information, updated yearly; etc.",HB1004,Public Health,"Aging, Department of|Cognitive Disabilities|Committees and Commissions|Data -see also- Census; Demographics|Demographics -see also- Census; Data|Electronic Government|Gender -see also- Women|Health -see also- COVID19; EnvHlth; MedCon; etc.|Health, Department of|Internet -see also- Internet Access|Medical Conditions -see also- AIDS; COVID-19; rabies|Medical Treatments|Mental and Behavioral Health -see also- Aut; Cogn; Dev; etc.|Public Information"
SB0749,Health Occupations - Authorization to Practice for Former Federal Employees and Dental Applicants Licensed or Certified in Another State,Approved by the Governor - Chapter 11,"Requiring the State Board of Dental Examiners to issue a license or certification to applicants licensed or certified by another state within 15 business days after receiving the completed application; requiring that a dental radiation technologist certified in another state be issued a certification by the State Board under certain circumstances; requiring the Maryland Department of Health to develop a plan for certain authorization to practice a health occupation for persons who left federal employment after January 20, 2025; etc.",HB0723,Health Occupations,"Certifications|Committees and Commissions|Dentists|Federal Government|Health -see also- COVID19; EnvHlth; MedCon; etc.|Health, Department of|Health Occupations -see also- (specific health occupations)|Interstate Affairs|Licenses -see also- AB Lic; Certifications; DrLic; Permits|Reports|Rules and Regulations|Work, Labor, and Employment -see also- JobTrn; Leave; etc."
