YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,access_to_capital_summary,access_to_capital_score
2024 Regular Session,SB0202,Department of Aging - Caregiver Expense Grant Program - Established,"Establishing the Caregiver Expense Grant Program in the Department of Aging to award grants to certain caregivers for up to 30% of the qualified expenses that exceed $2,000 paid or incurred by the caregiver to provide care or support to certain qualified family members; and authorizing the Governor to include in the annual budget bill an appropriation of up to $5,000,000 to the Program.","The bill establishes the Caregiver Expense Grant Program in the Maryland Department of Aging, providing grants to certain caregivers for qualified expenses related to caring for qualified family members. It also allows caregivers to claim a tax credit against Maryland income tax based on these expenses.",True,2024,2024,5000000.0,Maryland Department of Aging,Caregivers and qualified family members in Maryland,"The program has a high potential to impact small business owners by providing financial support for caregiving expenses, which may include purchases from small businesses.",8.0
2024 Regular Session,SB0205,University System of Maryland - Board of Regents - Membership,"Requiring that certain appointing officials in making appointments to the Board of Regents of the University System of Maryland ensure that one member of the Board is a graduate of a historically Black college or university in the University System of Maryland; and applying the Act only after the next vacancy occurs on the Board of Regents after July 1, 2024.","This bill requires that when appointing members to the Board of Regents of the University System of Maryland, at least one member must be a graduate of a historically Black college or university within the system.",False,2024,2024,0.0,University System of Maryland,"Members of the Board of Regents, students, and the broader Maryland community",The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0209,Economic Development – Maryland Economic Development Commission – Alterations,Altering certain requirements relating to industry representation on the Maryland Economic Development Commission and the purpose of the Commission; repealing a requirement that the Office of International Trade make a certain report to the Commission; and repealing a requirement that the Maryland Tourism Development Board submit certain plans to the Commission.,"The bill makes changes to the structure and requirements of the Maryland Economic Development Commission, including industry representation, reporting, and strategic planning responsibilities, and repeals certain reporting requirements for the Office of International Trade and the Maryland Tourism Development Board.",False,2024,2024,0.0,Maryland Economic Development Commission,Businesses and economic development stakeholders in Maryland,The bill does not directly establish or fund programs that impact access to capital for small businesses.,1.0
2024 Regular Session,SB0210,Emergency Medical Services - Paramedics - Immunization Administration - Effective Date,"Delaying the effective date to January 1, 2030, of certain provisions of law that repeal the authority of paramedics to administer influenza and COVID-19 immunizations under certain circumstances.",The bill delays the effective date of laws that allow paramedics to administer influenza and COVID-19 immunizations under certain conditions from 2025 to 2030.,False,2024,2030,0.0,Maryland State EMS Board and related health departments,"Paramedics, public safety personnel, and the general public in Maryland",The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0214,Maryland Military Installation Council - Membership,"Altering the membership of the Maryland Military Installation Council to include the Maryland Secretary of Labor or a designee, the State Superintendent of Schools or a designee, and the President of the Military Alliance Council of Charles County; and increasing the number of members selected by the Governor from 5 to 6 and requiring that at least one is a spouse of a service member.","This bill amends the membership structure of the Maryland Military Installation Council, including adding new members and clarifying appointment processes.",False,2024,2024,0.0,Maryland Military Installation Council,"Military communities, local residents near military installations, military personnel, and related advocacy groups in Maryland.",The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0216,Workers' Compensation - Failure to Insure - Penalties,"Increasing, from $10,000 to $25,000, the cap on penalties for an employer's failure to secure required workers' compensation insurance or comply with an order of the State Workers' Compensation Commission regarding an employer's failure to secure required workers' compensation insurance.","The bill increases the penalties for employers in Maryland who fail to secure required workers' compensation insurance, including raising the maximum penalty to $25,000 and establishing penalties as liens against employer assets. It also makes corporate officers and LLC members liable if they knowingly fail to secure insurance.",False,2024,2024,0.0,Maryland Workers' Compensation Commission,"Employers, employees, and corporate officers in Maryland",The bill primarily increases penalties for non-compliance and does not directly create or expand access to capital programs.,1.0
2024 Regular Session,SB0219,Senior Prescription Drug Assistance Program – Sunset Extension,"Extending to December 31, 2030, the termination date of the Senior Prescription Drug Assistance Program.","The bill extends the sunset date of the Senior Prescription Drug Assistance Program in Maryland to December 31, 2030, and details the transition from a previous prescription drug subsidy plan to this program, including enrollment and funding provisions.",True,2003,2030,0.0,Maryland Department of Health,Medicare beneficiaries in Maryland who are eligible for the program and require prescription drug assistance,"The program has the potential to significantly improve access to prescription drug assistance for eligible seniors, thereby indirectly impacting their access to necessary medications and related financial support.",7.0
2024 Regular Session,SB0222,"State Board of Environmental Health Specialists – Quorum, Examination, and Apprenticeships",Clarifying that a quorum of the State Board of Environmental Health Specialists consists of a majority of appointed members; altering the circumstances under which an applicant for licensure is qualified to take the examination by adding completion of an apprenticeship approved by the Board as an alternative to obtaining experience in an environmental health specialist-in-training program; and authorizing the Board to approve an examination provider to administer the examination.,"The bill clarifies the composition of the State Board of Environmental Health Specialists, updates licensure examination requirements to include approved apprenticeships as an alternative to training programs, and authorizes the Board to approve examination providers.",True,2024,0,0.0,State Board of Environmental Health Specialists,Environmental health specialists and applicants in Maryland,"The bill has the potential to improve the pathway to licensure for environmental health specialists, which could enhance their ability to access capital through increased professional opportunities.",6.0
2024 Regular Session,SB0224,Cemeteries - Burial-Transit Permits - Required Information,"Requiring a person in charge of a cemetery to write on a burial-transit permit, the date of final disposition, the name and physical address of the cemetery, the burial, inurnment or scattering section and the lot and space number, or if the body or fetus was cremated and a certain authorizing agent takes control of the cremains, the name and address of the authorizing agent and the authorizing agent's relationship to the deceased or fetus.","The bill updates requirements for burial-transit permits, including what information a cemetery must record and how permits are used for final disposition, disinterment, and reinterment of human remains.",False,2024,2024,0.0,Maryland Department of Health,"Cemeteries, funeral homes, families of the deceased, and authorities involved in final disposition of human remains",The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0225,Occupational Safety and Health Advisory Board – Sunset Extension,"Continuing the Occupational Safety and Health Advisory Board in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to June 1, 2034, the termination provisions relating to the statutory and regulatory authority of the Board.",This bill extends the termination date of the Occupational Safety and Health Advisory Board from 2024 to 2034.,False,2024,2034,0.0,Occupational Safety and Health Advisory Board,Occupational safety and health professionals and workers in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0236,State Acupuncture Board – Sunset Extension,"Continuing the State Acupuncture Board in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2030, the termination provisions relating to the statutory and regulatory authority of the Board.","The bill extends the sunset date for the State Acupuncture Board in Maryland from 2025 to 2030, allowing it to continue operating.",False,2024,2030,0.0,Maryland Department of Health,Acupuncturists and individuals seeking acupuncture services in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0237,State Board for Certification of Residential Child Care Program Professionals - Sunset Extension,"Continuing the State Board for Certification of Residential Child Care Program Professionals in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2030, the termination provisions relating to the statutory and regulatory authority of the Board.","This bill extends the sunset date for the State Board for Certification of Residential Child Care Program Professionals from 2025 to 2028, and then further to 2030, ensuring the board continues to operate and regulate certification of residential child care professionals.",True,2024,2030,0.0,State Board for Certification of Residential Child Care Program Professionals in the Department of Health,Residential child care professionals and children in residential care programs in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0238,State Board of Dietetic Practice – Sunset Extension,"Continuing the State Board of Dietetic Practice in accordance with the provisions of the Maryland Program Evaluation Act by extending to July 1, 2030, the termination provisions relating to the statutory and regulatory authority of the Board.","The bill extends the sunset date for the State Board of Dietetic Practice from July 1, 2025, to July 1, 2028, and then further to July 1, 2030, ensuring the continued existence of the Board.",False,2024,2030,0.0,State Board of Dietetic Practice in the Department of Health,Dietitians and dietetic practitioners in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0239,State Board of Occupational Therapy Practice – Sunset Extension,"Continuing the State Board of Occupational Therapy Practice in accordance with the provisions of the Maryland Program Evaluation Act by extending to July 1, 2030, the termination provisions relating to the statutory and regulatory authority of the Board.","This bill extends the sunset date for the State Board of Occupational Therapy Practice in Maryland from 2025 to 2030, ensuring its continued operation and regulatory authority.",False,2024,2030,0.0,State Board of Occupational Therapy Practice in the Department of Health,Occupational therapists and the public they serve in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0240,State Board of Examiners in Optometry – Sunset Extension,"Continuing the State Board of Examiners in Optometry in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2030, the termination provisions relating to the statutory and regulatory authority of the Board.","The bill extends the sunset date for the State Board of Examiners in Optometry from 2025 to 2030, continuing its authority and functions.",False,2024,2030,0.0,State Board of Examiners in Optometry in the Department of Health,Optometrists and consumers of optometry services in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0241,State Board of Examiners of Psychologists - Sunset Extension,"Continuing the State Board of Examiners of Psychologists in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2030, the termination provisions relating to the statutory and regulatory authority of the Board.","This bill extends the sunset date for the State Board of Examiners of Psychologists in Maryland from 2025 to 2030, continuing its authority and regulatory functions.",False,2024,2030,0.0,State Board of Examiners of Psychologists in the Department of Health,Psychologists and mental health professionals in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0242,State Board of Social Work Examiners - Sunset Extension,"Continuing the State Board of Social Work Examiners in accordance with the provisions of the Maryland Program Evaluation Act by extending to July 1, 2030, the termination provisions relating to the statutory and regulatory authority of the Board; and requiring the Board, by December 1, 2024, to report to certain committees of the General Assembly information from the preceding 6-month period on processing times for license issuance and renewal, complaint resolution times, and the rate of compliance with certain requirements.","The bill extends the termination date of the State Board of Social Work Examiners from July 1, 2025, to July 1, 2028, and requires the Board to report certain operational data to legislative committees before December 1, 2024.",False,2024,2028,0.0,State Board of Social Work Examiners in the Department of Health,Social workers and licensing applicants in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0243,State Board of Professional Counselors and Therapists - Behavior Analyst Advisory Committee - Sunset Extension,"Continuing the Behavior Analyst Advisory Committee within the State Board of Professional Counselors and Therapists in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2026, the termination provisions relating to the statutory and regulatory authority of the Committee.","This bill extends the sunset date for the Behavior Analyst Advisory Committee within the Maryland State Board of Professional Counselors and Therapists from July 1, 2024, to July 1, 2026.",False,2024,2026,0.0,Maryland State Board of Professional Counselors and Therapists,"Behavior analysts, therapists, and related professionals in Maryland",The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0245,Maryland Community Health Resources Commission – Sunset Extension and Program Evaluation,"Adding the Maryland Community Health Resources Commission to the governmental activities and units subject to the Maryland Program Evaluation Act; and extending the termination date to June 30, 2035, for certain provisions of law related to the Commission.","The bill extends the sunset date for the Maryland Community Health Resources Commission from 2025 to 2035, adds the Commission to the Maryland Program Evaluation Act, and requires an evaluation of the Commission by 2028.",True,2005,2035,0.0,Maryland Community Health Resources Commission within the Department of Health,Community health organizations and residents seeking increased access to healthcare services in Maryland,"The bill's focus on community health resources and evaluation suggests a potential for improving access to health-related capital for community organizations, but it does not directly establish a capital access program.",4.0
2024 Regular Session,SB0250,"County Public Libraries - Minors, Children, and Teens - Prohibited Practices",Prohibiting a county public library from charging a fine for overdue library materials borrowed by a minor or intended for children or teens; prohibiting a county public library from charging a reserve fee for library materials reserved by a minor or intended for children or teens; prohibiting a county public library from prohibiting the borrowing of library materials by a minor or the borrowing of library materials intended for children or teens because of previous overdue library materials; etc.,"The bill prohibits Maryland county public libraries from charging fines, reserve fees, or replacement fees to minors or for materials intended for children or teens, and sets rules for refunding fees if materials are returned in good condition.",False,2024,2024,0.0,Maryland State Department of Education or local public library systems,"Minors, children, teens, and their families using public libraries in Maryland","The bill primarily removes financial barriers related to overdue fines and fees for minors, which could improve access to library resources, but does not directly impact access to capital for small businesses.",3.0
2024 Regular Session,SB0252,Public Safety - 9-1-1 Trust Fund - Alterations,Altering the 9-1-1 Trust Fund to authorize the use of certain allocated funds for the payment of the salary of certain personnel.,The bill modifies the use of funds from the Maryland 9-1-1 Trust Fund to include paying the salaries of certain personnel involved in 9-1-1 services.,False,2024,2024,0.0,Maryland Department of Public Safety and Correctional Services,Public safety answering point personnel and 9-1-1 system users in Maryland,The bill does not directly impact small business access to capital.,1.0
2024 Regular Session,SB0255,Public Safety - Volunteer Company Assistance Fund - Alterations,Transferring certain duties relating to the Volunteer Company Assistance Fund from the Military Department to the Maryland Department of Emergency Management.,The bill transfers the duties related to the Volunteer Company Assistance Fund from the Military Department to the Maryland Department of Emergency Management and updates reporting requirements for the fund.,False,2024,2024,0.0,Maryland Department of Emergency Management,"Volunteer ambulance, fire, or rescue companies in Maryland",The bill does not directly establish or expand a program to improve access to capital for small businesses.,1.0
2024 Regular Session,SB0257,State Board of Physical Therapy Examiners - Sunset Extension,"Continuing the State Board of Physical Therapy Examiners in accordance with the provisions of the Maryland Program Evaluation Act by extending to July 1, 2030, the termination provisions relating to the statutory and regulatory authority of the Board.","This bill extends the sunset date for the State Board of Physical Therapy Examiners in Maryland from July 1, 2025, to July 1, 2028, and further to 2030, ensuring the continuation of the Board's authority and functions.",False,2024,2030,0.0,State Board of Physical Therapy Examiners in the Department of Health,Physical therapists and related healthcare professionals in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0258,Department of General Services - State Buildings and Facilities - Energy Conservation and Greenhouse Gas Emissions Reductions,Altering the State's goals for reducing energy consumption in State buildings; requiring the Maryland Green Building Council to update the High Performance Green Building Program to ensure that the Program aligns with certain greenhouse gas emissions reduction goals; requiring the Department of General Services to identify State-owned facilities that are potential candidates for energy performance contracts; etc.,"The bill sets new energy reduction and greenhouse gas emissions goals for Maryland state buildings, updates green building standards, and mandates energy audits and efficiency measures for state-owned facilities, with annual reporting on progress.",True,2024,2031,0.0,Department of General Services,"State government agencies and employees, Maryland residents, environmental groups","The bill promotes energy efficiency projects and performance contracts, which can improve access to capital for energy improvements in state facilities.",7.0
2024 Regular Session,SB0261,State Board of Barbers - Sunset Extension and Report,"Continuing the State Board of Barbers in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2027, the termination provisions relating to the statutory and regulatory authority of the Board; and requiring the Maryland Department of Labor to submit a report to the Joint Audit and Evaluation Committee on or before July 1, 2025, with information regarding the Board as determined by the Committee.","The bill extends the sunset date for the State Board of Barbers from 2024 to 2027, and requires the Maryland Department of Labor to report on the Board by July 1, 2025.",False,2024,2027,0.0,Maryland Department of Labor,Barbers and related professionals in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0264,State Board of Cosmetologists - Sunset Extension and Report,"Continuing the State Board of Cosmetologists in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2027, the termination provisions relating to certain statutory and regulatory authority of the Board; and requiring the Maryland Department of Labor to submit a certain report to the Joint Audit and Evaluation Committee on or before July 1, 2025.",The bill extends the sunset date for the State Board of Cosmetologists from 2024 to 2027 and requires a report from the Maryland Department of Labor by 2025.,False,2024,2027,0.0,Maryland Department of Labor,Cosmetologists and related professionals in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0268,Chesapeake and Atlantic Coastal Bays Critical Area Program - Enforcement,Altering the enforcement and after-the-fact application approval procedures required as minimum elements of a local jurisdiction's Chesapeake and Atlantic Coastal Bays Critical Area Program to apply to all critical area violations; repealing the 30-day waiting period with which the Chair of the Critical Area Commission for the Chesapeake and Atlantic Coastal Bays must comply before referring certain enforcement matters to the Attorney General; and expanding the authority of the Attorney General to take certain equitable actions.,"The bill enhances enforcement procedures for violations of the Chesapeake and Atlantic Coastal Bays Critical Area Program, including expanding the authority of the Attorney General to take legal action, removing certain waiting periods, and clarifying penalties and procedures for violations.",False,2024,2024,0.0,Attorney General of Maryland and the Critical Area Commission,"Property owners, developers, and local governments within the Chesapeake and Atlantic Coastal Bays Critical Area",The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0270,Adult Protective Services - Review Boards - Membership and Terms,"Altering provisions relating to the membership of, and the terms of members appointed to, adult public guardianship review boards.","The bill amends the membership and terms of adult public guardianship review boards in Maryland, changing the number of members, their appointment process, and the length of their terms.",False,2024,2024,0.0,Maryland Department of Human Services or relevant local agencies responsible for adult protective services,"Adults under guardianship, guardians, and adult protective services agencies in Maryland",This bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0271,Election Law - Revisions,"Altering the information that clerks of the circuit court for each county and administrative clerks for each District Court are required to report to the State Administrator of Elections to include the names and addresses, if available, of individuals convicted of a felony in the respective court and sentenced to imprisonment with commitment papers; requiring the State Board of Elections to adopt regulations establishing an appeals process regarding certain requests to use public buildings as early voting centers; etc.","The bill makes various revisions to Maryland's election law, including reporting requirements for court officials regarding individuals convicted of felonies, establishing an appeals process for public officials contesting the use of public buildings as early voting centers, and allowing incumbent members of a political party central committee who are candidates for office to act as responsible officers of the committee.",False,2025,0,0.0,Maryland State Board of Elections,"Voters, public officials, political party members, and local election authorities in Maryland",The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0273,State and Local Correctional Facilities - Operation of Unmanned Aircraft - Image Recording and Delivery of Contraband,Prohibiting a person from intentionally operating an unmanned aircraft over a correctional facility to record images of the facility without the authorization of the managing official of the correctional facility or the Secretary of Public Safety and Correctional Services; prohibiting a person from using an unmanned aircraft to deliver contraband to a person detained or confined in a place of confinement; and requiring a correctional facility to post signage warning of the prohibitions in a visible area on the exterior of the property.,"The bill prohibits operating an unmanned aircraft over correctional facilities to record images or deliver contraband, with penalties for violations.",False,2024,2024,0.0,Maryland Department of Public Safety and Correctional Services,"Correctional facilities, inmates, public safety officials",The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0280,Notarial Acts - Protest Form Requirement - Repeal,Repealing the requirement that a notary public use a certain protest form.,The bill repeals the requirement that a notary public use a specific protest form when performing certain notarial acts.,False,2024,2024,0.0,Maryland State Government (specifically the Comptroller's Office),Notaries Public and entities involved in notarial acts in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0283,Homeowners' Property Tax Credit - Application - Attestation of Gross Income,"Authorizing an applicant for the homeowners' property tax credit to attest to gross income on an application in lieu of providing an income tax return to the State Department of Assessments and Taxation under certain circumstances; and applying the Act to all taxable years beginning after June 30, 2024.","The bill allows applicants for the Maryland homeowners' property tax credit to attest to their gross income instead of providing an income tax return under certain circumstances, simplifying the application process.",False,2024,2024,0.0,Maryland Department of Assessments and Taxation,Homeowners in Maryland applying for property tax credits,"The bill potentially makes it easier for homeowners to qualify for property tax credits, which could indirectly impact their financial stability, but it does not directly affect access to capital for small businesses.",3.0
2024 Regular Session,SB0288,State Board of Individual Tax Preparers - Sunset Extension and Report,"Continuing the State Board of Individual Tax Preparers in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2027, the termination provisions relating to the statutory and regulatory authority of the Board; and requiring the Maryland Department of Labor to submit a certain report to the Joint Audit and Evaluation Committee on or before July 1, 2025.","The bill extends the sunset date for the State Board of Individual Tax Preparers from 2026 to 2027 and requires a report on the board to be submitted by July 1, 2025.",False,2024,2027,0.0,Maryland Department of Labor,Individual tax preparers and related professionals in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0289,State Department of Assessments and Taxation - Office of the Director - Administrative Expenses,Increasing from 5% to 15% the percentage of the administrative expenses of the Office of the Director of the State Department of Assessments and Taxation that the Department may pay from a certain fund.,This bill increases the maximum percentage of administrative expenses of the Office of the Director of the State Department of Assessments and Taxation that can be paid from a specific fund from 5% to 15%.,False,2024,2024,0.0,State Department of Assessments and Taxation,Owners and stakeholders involved with ground rents and assessments in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0290,Certified Local Farm and Fish Program - Annual Waiver Reports - Alterations,"Altering the annual deadline, from July 31 to October 31, for the Office for the Certified Local Farm and Fish Program to submit to the Board of Public Works a report of waivers requested and waivers granted under the Certified Local Farm and Fish Program; and altering the annual deadline, from October 1 to December 31, for the Board of Public Works to submit to certain standing committees a copy of a record of information regarding any waivers requested under the Certified Local Farm and Fish Program.","The bill modifies deadlines for reporting on waivers related to the Certified Local Farm and Fish Program, changing the submission date for annual reports and records to the Board of Public Works and legislative committees.",False,2024,2024,0.0,Office for the Certified Local Farm and Fish Program and the Board of Public Works,"Local farms, fish providers, and procurement units in Maryland",The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0292,State Government - Deputy Secretary of State - Title,"Altering the title of the Assistant Secretary of State to be ""Deputy Secretary of State"".",The bill changes the title of the Assistant Secretary of State to Deputy Secretary of State and clarifies the roles and delegation of authority related to this position.,False,2024,2024,0.0,"Maryland State Government, Secretary of State's Office","State government officials and employees, particularly the Secretary and Deputy Secretary of State",The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0295,Department of Planning - Inventory Responsibilities,Repealing a requirement that the Department of Planning prepare and periodically revise inventory lists of the natural resources of the State and certain public works and facilities.,The bill repeals the requirement for the Maryland Department of Planning to prepare and update inventory lists of the state's natural resources and important public works and facilities.,False,2024,2024,0.0,Department of Planning,"State agencies, General Assembly, public interested in natural resources and public works",The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0296,State Board for Professional Land Surveyors - Sunset Extension,"Continuing the State Board for Professional Land Surveyors in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2027, the termination provisions relating to the statutory and regulatory authority of the Board; and requiring the Maryland Department of Labor to submit a certain report to the Joint Audit and Evaluation Committee on or before July 1, 2025.",The bill extends the sunset date for the State Board for Professional Land Surveyors from 2024 to 2027 and requires a report from the Maryland Department of Labor by 2025.,False,2024,2027,0.0,Maryland Department of Labor,Professional land surveyors and related industry stakeholders in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0297,State Board for Professional Engineers - Engineer Members - Qualifications,Reducing from 12 to 10 the number of years that an engineer member of the State Board for Professional Engineers must have practiced engineering.,This bill reduces the required years of engineering practice for engineer members of the State Board for Professional Engineers from 12 to 5 years.,False,2024,2024,0.0,State Board for Professional Engineers in the Department of Maryland,Professional engineers serving on the State Board and the engineering community in Maryland,The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0298,State Board of Electricians - Licensing - Penalties,"Authorizing the State Board of Electricians to impose a civil penalty of up to $5,000 instead of or in addition to reprimanding a licensee or suspending or revoking a license for certain violations; requiring the Board to consider certain factors to determine the amount of a penalty imposed under the Act; and requiring by October 1, 2024, the Board to submit to certain committees of the General Assembly a report, covering years 2018 through 2023, on the Board's practices and processes for the timely resolution of complaints against licensees.","The bill authorizes the Maryland State Board of Electricians to impose civil monetary penalties of up to $5,000 for violations, in addition to or instead of disciplinary actions like reprimands or license suspensions. It also requires the Board to report on its complaint resolution practices and processes.",True,2024,2024,0.0,State Board of Electricians,Electricians and electrical service providers in Maryland,"The bill's impact on access to capital is indirect, primarily through potential deterrence of violations and improved regulatory processes.",3.0
2024 Regular Session,SB0299,Coast Smart Council - Duties and Authority,"Altering the duties of the Coast Smart Council to include the development of eligibility criteria, standards, and procedures for categorical exemptions from the application of the Coast Smart requirements for proposed capital projects that have been designed to include adaptation and resiliency features to prevent or mitigate damage to the maximum extent practicable; and authorizing the Council to recommend certain regulations for adoption by the Secretary of Natural Resources.",This bill modifies the duties of the Coast Smart Council to include developing criteria and procedures for categorical exemptions from Coast Smart requirements for projects that include adaptation and resiliency features to mitigate damage from coastal hazards.,True,2024,0,0.0,Coast Smart Council,"Construction projects, local governments, environmental and coastal communities","The bill's focus on exemptions for resilient projects could facilitate the development of projects that incorporate adaptation features, potentially easing access to capital for such projects.",6.0
2024 Regular Session,SB0300,Natural Resources - Wildland Areas - Belt Woods Wildland,"Authorizing the Department of Natural Resources, with prior approval of the Maryland Historical Trust and after an internal departmental review, to authorize within the Belt Woods Wildland archeological inventories, studies, and research that involve surface examination or limited subsurface sampling, salvage and excavation of archeological sites, and stabilization and restoration of historic structures existing as of December 1, 1985; etc.","The bill designates the Belt Woods area in Prince George's County as a protected wildland and establishes rules for its management, including reforestation of agricultural fields, preservation of existing structures, and specific activities related to archaeological research and ecological protection.",True,2024,0,0.0,Maryland Department of Natural Resources,"Environmental conservation efforts, local communities, historical and ecological preservation groups",The bill does not directly impact access to capital for small business owners; it mainly focuses on land management and preservation activities.,1.0
2024 Regular Session,SB0301,"Aquaculture - Placement of Shellfish, Bags, Nets, and Structures on Submerged Aquatic Vegetation - Extension","Extending to June 30, 2027, the authorization of a leaseholder of certain aquaculture leases to, with prior written approval from the Department of Natural Resources, place shellfish, bags, nets, and structures on submerged aquatic vegetation, subject to certain requirements; and requiring, on or before June 1, 2025, and each June 1 for the next 2 years thereafter, the Department to report certain information to the Aquaculture Coordinating Council, the Chesapeake Bay Program, and the General Assembly.","The bill extends the authorization for aquaculture leaseholders in Maryland to place shellfish, bags, nets, and structures on submerged aquatic vegetation with prior approval from the Department of Natural Resources, and specifies conditions for such placements. It also requires the Department to report on the impacts of these activities on submerged aquatic vegetation.",True,2019,2027,0.0,Department of Natural Resources,"Aquaculture leaseholders, submerged aquatic vegetation, Maryland's aquatic ecosystems",The bill does not directly impact access to capital for small business owners; it mainly involves regulatory permissions and environmental reporting.,1.0
2024 Regular Session,SB0303,Aquaculture - Definition of Shellfish - Alteration,"Altering the definition of ""shellfish"" as it relates to certain provisions of law governing aquaculture to include live bivalves and bivalve shells.","The bill alters the legal definition of 'shellfish' in Maryland to include live mollusks, molluscan bivalves, and bivalve shells, and specifies regulations regarding the importation and possession of shellfish from outside the state.",False,2024,2024,0.0,Maryland Department of Natural Resources,"Shellfish farmers, aquaculture industry, and consumers in Maryland",The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0307,"Public Safety - Board of Boiler Rules - Membership, Sunset Extension, and Report","Altering the membership of the Board of Boiler Rules to include a representative with at least 10 years of experience in constructing, installing, and repairing boilers and pressure vessels; extending the termination date for the Board to July 1, 2029; and requiring the Maryland Department of Labor to submit a certain report to the Joint Audit and Evaluation Committee on or before July 1, 2025.","The bill extends the existence of the Maryland Board of Boiler Rules until 2029, modifies its membership, and requires a report on the board's status to be submitted by the Department of Labor.",False,2024,2029,0.0,Maryland Department of Labor,"Owners, manufacturers, engineers, insurers, and users of boilers and pressure vessels in Maryland",The bill does not directly impact access to capital for small business owners.,1.0
2024 Regular Session,SB0310,Department of Planning - State Repository and Clearinghouse for Federal and State Financial and Technical Assistance,"Repealing a requirement that the Department of Planning serve as a repository and clearinghouse for information concerning federal and State grants, loans, and other financial and technical assistance; repealing a requirement that the Department adopt certain regulations and publish certain information in the Maryland Register; and altering a requirement that the Department publish certain information concerning State financial and technical assistance offered through State assistance programs.","The bill repeals certain requirements for the Department of Planning to serve as a repository and clearinghouse for information on federal and state financial and technical assistance, and modifies how the Department publishes information about State assistance programs.",False,2024,2024,0.0,Department of Planning,State government units and organizations seeking financial and technical assistance from the state,"The bill reduces the formal mechanisms for information sharing about financial assistance, which could impact access to capital for small businesses and organizations.",3.0
2024 Regular Session,SB0321,Property Tax - Credit for Hotel or Residential Development Projects,"Authorizing the Mayor and City Council of Baltimore City or the governing body of a county or municipal corporation to grant, by law, a tax credit against the county or municipal corporation property tax imposed on real property that is used for certain hotel or residential development projects; and altering eligibility for a certain property tax credit in Wicomico County against the county or municipal corporation property tax imposed on real property that is used for certain hotel or residential development projects.","The bill authorizes local governments in Maryland to grant property tax credits for new or rehabilitated hotel and residential development projects, with specific eligibility criteria and provisions for implementation.",True,2024,0,0.0,"Local governments in Maryland (Baltimore City, counties, municipal corporations)","Hotel developers, residential developers, local governments, communities benefiting from development projects","The bill could facilitate development projects by reducing property tax burdens, potentially improving access to capital for developers.",7.0
