BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
HB0023,CH0115,SB0228,"Chair, Health and Government Operations Committee","[{'Name': 'Chair, Health and Government Operations Committee'}, {'Name': 'Maryland Insurance Administration'}, {'Name': 'Departmental'}]",Repealing a certain provision of law providing that a qualified health plan is not required under certain circumstances to provide essential benefits that duplicate the minimum benefits of qualified dental plans; and repealing the authority of the Maryland Health Benefit Exchange to require children enrolling in a qualified health plan to have essential pediatric dental benefits required by the federal Secretary of Health and Human Services.,Maryland Health Benefit Exchange - Qualified Health Plans - Dental Coverage,Approved by the Governor - Chapter 115,Health and Government Operations,,Finance,,2024-01-10,2024-01-25T14:30:00,,2024-02-05,Favorable,2024-02-06,Passed,2024-02-08,Passed,2024-02-06,,,2024-03-25,Favorable,2024-03-11,Passed,2024-03-12,Passed,Returned Passed,True,False,False,"[{'Code': 'j5', 'Name': 'Health - Insurance'}]","[{'Code': 'dentists', 'Name': 'Dentists'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'healthbe', 'Name': 'Health Benefit Exchange'}, {'Code': 'healthi', 'Name': 'Health Insurance -see also- ACA; HMOs; MCOs'}, {'Code': 'minors', 'Name': 'Minors -see also- Age of Majority; Youth'}, {'Code': 'pediatricians', 'Name': 'Pediatricians'}]",Pre-Filed,T,"[{'Article': {'Code': 'gin', 'Title': 'Insurance'}, 'Sections': [{'Section': '31-113'}, {'Section': '31-115'}, {'Section': '31-116'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0026,CH0068,SB0215,"Chair, Ways and Means Committee","[{'Name': 'Chair, Ways and Means Committee'}, {'Name': 'Commerce'}, {'Name': 'Departmental'}]","Altering the type of financial assistance that may be provided by eligible fund managers who receive grants from the Small, Minority, and Women-Owned Businesses Account in the Department of Commerce to allow grants of up to $10,000 in conjunction with a loan.","Small, Minority, and Women-Owned Businesses Account - Alterations",Approved by the Governor - Chapter 68,Ways and Means,,Finance,,2024-01-10,2024-01-17T13:00:00,,2024-02-12,Favorable with Amendments,2024-02-13,Passed with Amendments,2024-02-15,Passed,2024-02-11,,,2024-03-25,Favorable,2024-03-11,Passed,2024-03-12,Passed,Returned Passed,True,False,False,"[{'Code': 'c8', 'Name': 'Economic Development'}]","[{'Code': 'commerb', 'Name': 'Commerce and Business -see also- ElectrComm; ForTrade; etc.'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'loans', 'Name': 'Loans -see also- Credit; Mortgages; Scholarships&SFA'}, {'Code': 'minoribe', 'Name': 'Minority Business Enterprises'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'smallb', 'Name': 'Small Business'}, {'Code': 'statea', 'Name': 'State Aid -see also- Public Benefits'}, {'Code': 'sunset', 'Name': 'Sunset'}]",Pre-Filed,T,"[{'Article': {'Code': 'gec', 'Title': 'Economic Development'}, 'Sections': [{'Section': '5-1501'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0030,CH0117,SB0217,"Chair, Health and Government Operations Committee","[{'Name': 'Chair, Health and Government Operations Committee'}, {'Name': 'Maryland Insurance Administration'}, {'Name': 'Departmental'}]","Conforming provisions of State health insurance law with existing federal requirements, including updating effective dates for federal regulations, clarifying federal consumer protection regulations resulting from changes to the federal No Surprises Act, altering the material errors that trigger special enrollment periods, and authorizing the Maryland Health Benefits Exchange to adopt an expanded open enrollment period under certain circumstances.",Health Insurance – Conformity With Federal Law,Approved by the Governor - Chapter 117,Health and Government Operations,,Finance,,2024-01-10,2024-01-25T14:30:00,,2024-02-05,Favorable with Amendments,2024-02-06,Passed with Amendments,2024-02-08,Passed,2024-02-06,,,2024-03-25,Favorable,2024-03-11,Passed,2024-03-12,Passed,Returned Passed,True,False,False,"[{'Code': 'j5', 'Name': 'Health - Insurance'}]","[{'Code': 'consump', 'Name': 'Consumer Protection'}, {'Code': 'emergems', 'Name': 'Emergency Medical Services -see also- Ambul; RescSqd'}, {'Code': 'federag', 'Name': 'Federal Government'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'healthbe', 'Name': 'Health Benefit Exchange'}, {'Code': 'healthcf', 'Name': 'Health Care Facilities -see also- Clinics; Hospices; etc'}, {'Code': 'healthi', 'Name': 'Health Insurance -see also- ACA; HMOs; MCOs'}, {'Code': 'hospitals', 'Name': 'Hospitals -see also- Clinics; State Hospitals'}, {'Code': 'medicac', 'Name': 'Medical Conditions -see also- AIDS; COVID-19; rabies'}, {'Code': 'medicatd', 'Name': 'Medical Testing and Diagnosis'}, {'Code': 'medicatreat', 'Name': 'Medical Treatments'}, {'Code': 'mentalbh', 'Name': 'Mental and Behavioral Health -see also- Aut; DevDisPer; etc.'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'substaa', 'Name': 'Substance Abuse'}, {'Code': 'time', 'Name': 'Time'}]",Pre-Filed,T,"[{'Article': {'Code': 'ghg', 'Title': 'Health - General'}, 'Sections': [{'Section': '19-701'}]}, {'Article': {'Code': 'gin', 'Title': 'Insurance'}, 'Sections': [{'Section': '15-1208.2'}, {'Section': '15-1316'}, {'Section': '15-1A-01'}, {'Section': '15-1A-03'}, {'Section': '15-1A-04'}, {'Section': '15-1A-13'}, {'Section': '15-1A-14'}, {'Section': '15-1A-16'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0035,CH0971,SB0276,"Chair, Ways and Means Committee","[{'Name': 'Chair, Ways and Means Committee'}, {'Name': 'Assessments and Taxation'}, {'Name': 'Departmental'}]",Requiring local permit offices to include a construction cost estimate when submitting a copy of a building permit to the supervisor of assessments of the county where the building is located.,Property Tax - Submission of Building Permits to Supervisor of Assessments - Estimated Construction Cost,Approved by the Governor - Chapter 971,Ways and Means,,Budget and Taxation,,2024-01-10,,,2024-02-12,Favorable,2024-02-13,Passed,2024-02-15,Passed,2024-02-11,,,2024-03-29,Favorable,2024-03-14,Passed,2024-03-18,Passed,Returned Passed,True,False,False,"[{'Code': 'q1', 'Name': 'Taxes - Property'}]","[{'Code': 'buildip', 'Name': 'Building Permits'}, {'Code': 'construction', 'Name': 'Construction'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}, {'Code': 'propert', 'Name': 'Property Tax'}]",Pre-Filed,T,"[{'Article': {'Code': 'gtp', 'Title': 'Tax - Property'}, 'Sections': [{'Section': '5-103'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0036,CH0826,SB0231,"Chair, Economic Matters Committee","[{'Name': 'Chair, Economic Matters Committee'}, {'Name': 'Maryland Insurance Administration'}, {'Name': 'Departmental'}]","Prohibiting a public adjuster, or anyone acting on behalf of a public adjuster, from soliciting or attempting to solicit a client between the hours of 8:00 p.m. and 8:00 a.m.; altering the statements that are required to be included in a public adjuster contract; altering a certain rescission period for public adjuster contracts; and requiring a public adjuster to provide notice to the Commissioner, in a form and manner the Commissioner determines, within 1 business day after the public adjuster has entered into a contract.",Insurance - Protections After Loss or Damage to Property,Approved by the Governor - Chapter 826,Economic Matters,,Finance,,2024-01-10,2024-02-01T13:00:00,,2024-03-16,Favorable with Amendments,2024-03-08,Passed with Amendments,2024-03-10,Passed,2024-03-06,,,2024-04-01,Favorable with Amendments,2024-03-16,Passed with Amendments,2024-03-17,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'c4', 'Name': 'Insurance - Other than Health'}]","[{'Code': 'claims', 'Name': 'Claims'}, {'Code': 'consump', 'Name': 'Consumer Protection'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'elderlp', 'Name': 'Elderly Persons -see also- Elder Abuse and Neglect'}, {'Code': 'fraud', 'Name': 'Fraud -see also- Forgery'}, {'Code': 'insuraa', 'Name': 'Insurance Administration'}, {'Code': 'insurance', 'Name': 'Insurance -see also- Health Ins; MAIF; Motor Vehicle Ins'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'properdamg', 'Name': 'Property Damage'}, {'Code': 'residep', 'Name': 'Residential Property -see also- Apartments; Condominiums'}, {'Code': 'solicitation', 'Name': 'Solicitation'}, {'Code': 'time', 'Name': 'Time'}]",Pre-Filed,E,"[{'Article': {'Code': 'gin', 'Title': 'Insurance'}, 'Sections': [{'Section': '10-411'}, {'Section': '10-414'}, {'Section': '27-407.2'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0038,CH0651,,Delegate Edelson,[{'Name': 'Delegate Edelson'}],"Prohibiting the Mayor and City Council of Baltimore City from adopting or enforcing a local law that requires the creation of new motor vehicle off-street parking for a development that includes residential use and that is located within a 0.25-mile radius of a present or planned MARC, Baltimore MTA Light Rail, Red Line, or Metro station.",Baltimore City - Motor Vehicle Off-Street Parking Requirements Near Mass Transit Stations,Approved by the Governor - Chapter 651,Environment and Transportation,,Judicial Proceedings,,2024-01-10,2024-03-07T13:00:00,,2024-03-15,Favorable with Amendments,2024-03-05,Passed with Amendments,2024-03-09,Passed,2024-03-04,2024-03-27T13:00:00,,2024-04-05,Favorable,2024-03-21,Passed,2024-03-22,Passed,Returned Passed,True,False,False,"[{'Code': 'l2', 'Name': 'Counties - Local Laws'}]","[{'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'housing', 'Name': 'Housing -see also- Apartments; Condos; Mobile & Manuf  Homes'}, {'Code': 'lawso', 'Name': 'Laws and Ordinances -see also- Pub Local Laws; Uniform Laws'}, {'Code': 'masst', 'Name': 'Mass Transit -see also- Buses; Railroads'}, {'Code': 'motorv', 'Name': 'Motor Vehicles -see also- Aband Veh; Ambulances; Buses; etc.'}, {'Code': 'parking', 'Name': 'Parking'}, {'Code': 'residep', 'Name': 'Residential Property -see also- Apartments; Condominiums'}]",Pre-Filed,T,"[{'Article': {'Code': 'glu', 'Title': 'Land Use'}, 'Sections': [{'Section': '10-104'}, {'Section': '10-202'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0039,CH0881,SB0197,"Delegate Lewis, R.","[{'Name': 'Delegate Lewis, R.'}]",Authorizing the Maryland Department of Health to reimburse a residential service agency for personal assistance services only if the personal assistance services are provided by an individual classified as an employee.,Residential Service Agencies - Reimbursement - Personal Assistance Services (Homecare Worker Rights Act of 2024),Approved by the Governor - Chapter 881,Health and Government Operations,,Finance,,2024-01-10,2024-01-24T13:00:00,,2024-02-12,Favorable,2024-02-14,Passed,2024-02-20,Passed,2024-02-13,,,2024-03-27,Favorable with Amendments,2024-03-13,Passed with Amendments,2024-03-14,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'j3', 'Name': 'Health Care Facilities and Regulation'}]","[{'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'healthd', 'Name': 'Health, Department of'}, {'Code': 'healtho', 'Name': 'Health Occupations -see also- (specific health occupations)'}, {'Code': 'homecs', 'Name': 'Home Care Services -see also- Respite Care'}, {'Code': 'reimbur', 'Name': 'Reimbursement Rates'}]",Pre-Filed,E,"[{'Article': {'Code': 'ghg', 'Title': 'Health - General'}, 'Sections': [{'Section': '19-4A-10'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0042,CH0765,SB0220,"Chair, Health and Government Operations Committee","[{'Name': 'Chair, Health and Government Operations Committee'}, {'Name': 'Health'}, {'Name': 'Departmental'}]","Repealing the exceptions that allow the sale, distribution, or purchase of tobacco products, tobacco paraphernalia, and electronic smoking devices to or for certain individuals who are active duty members of the military; authorizing the Maryland Department of Health to reallocate from one county to another county certain projected unspent grant funding relating to cancer to address certain funding needs; altering the duties of the State Council on Child Abuse and Neglect; etc.",Public Health - Public Health Services and Protections - Revisions,Approved by the Governor - Chapter 765,Health and Government Operations,,Finance,,2024-01-10,2024-01-31T13:00:00,,2024-02-12,Favorable,2024-02-13,Passed,2024-02-15,Passed,2024-02-11,,,2024-03-25,Favorable with Amendments,2024-03-11,Passed with Amendments,2024-03-12,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'j1', 'Name': 'Public Health'}, {'Code': 'c2', 'Name': 'Business Regulation '}, {'Code': 'd4', 'Name': 'Family Law'}]","[{'Code': 'childan', 'Name': 'Child Abuse and Neglect'}, {'Code': 'crimepyvsgo', 'Name': ""Crime Prev., Youth, and Victim Service, Governor's Office of""}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'emergencies', 'Name': 'Emergencies -see also- Pandemics'}, {'Code': 'familyl', 'Name': 'Family Law -see also- Adoption; Alimony; Annulment; etc.'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'healthd', 'Name': 'Health, Department of'}, {'Code': 'medicac', 'Name': 'Medical Conditions -see also- AIDS; COVID-19; rabies'}, {'Code': 'medicatreat', 'Name': 'Medical Treatments'}, {'Code': 'publicb', 'Name': 'Public Benefits -see also- FoodStmps; Housing; MedAsst'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'studies', 'Name': 'Studies -see also- Commitees & Commissions; Reports'}, {'Code': 'tobaccn', 'Name': 'Tobacco and Nicotine -see also- Cigarettes; Smk&Vap'}]",Pre-Filed,E,"[{'Article': {'Code': 'gbr', 'Title': 'Business Regulation'}, 'Sections': [{'Section': '16.5-214.1'}, {'Section': '16.7-204.1'}, {'Section': '16-209'}]}, {'Article': {'Code': 'gcr', 'Title': 'Criminal Law'}, 'Sections': [{'Section': '10-107'}]}, {'Article': {'Code': 'gfl', 'Title': 'Family Law'}, 'Sections': [{'Section': '5-712'}, {'Section': '5-7A-01'}, {'Section': '5-7A-06'}, {'Section': '5-7A-09'}]}, {'Article': {'Code': 'ghg', 'Title': 'Health - General'}, 'Sections': [{'Section': '13-1013'}, {'Section': '13-1108'}, {'Section': '13-2205'}, {'Section': '24-305'}, {'Section': '24-307'}]}, {'Article': {'Code': 'glg', 'Title': 'Local Government'}, 'Sections': [{'Section': '1-1203'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0043,CH0492,SB0316,Delegate Stewart,"[{'Name': 'Delegate Stewart'}, {'Name': 'Delegate Allen'}, {'Name': 'Delegate Boyce'}, {'Name': 'Delegate Davis'}, {'Name': 'Delegate Guyton'}, {'Name': 'Delegate Jacobs'}, {'Name': 'Delegate Lehman'}, {'Name': 'Delegate Long, J.'}, {'Name': 'Delegate Love'}, {'Name': 'Delegate Morgan, T.'}, {'Name': 'Delegate Nawrocki'}, {'Name': 'Delegate Stein'}]","Authorizing counties and municipalities to designate certain highways in their respective jurisdictions on which a person may operate a golf cart; authorizing a person with a valid driver's license to operate a golf cart only on a highway with a maximum posted speed limit of not more than 30 miles per hour or 35 miles per hour in Golden Beach Patuxent Knolls, St. Mary's County, between dawn and dusk, and if the golf cart is equipped with certain lighting devices; etc.",Motor Vehicle Registration - Exceptions for Golf Carts - Authorization,Approved by the Governor - Chapter 492,Environment and Transportation,,Judicial Proceedings,,2024-01-10,2024-02-01T13:00:00,,2024-02-19,Favorable with Amendments,2024-02-21,Passed with Amendments,2024-02-23,Passed,2024-02-16,,,2024-04-04,Favorable with Amendments,2024-03-19,Passed with Amendments,2024-03-20,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'r4', 'Name': 'Vehicle Laws - Licensing and Regulation'}, {'Code': 'r5', 'Name': 'Vehicle Laws - Rules of the Road'}]","[{'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties; etc.'}, {'Code': 'highways', 'Name': 'Highways'}, {'Code': 'motorvreg', 'Name': 'Motor Vehicle Registration'}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt; Hager; OC'}, {'Code': 'traffir', 'Name': 'Traffic Regulation'}, {'Code': 'transportatio', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}]",Pre-Filed,E,"[{'Article': {'Code': 'gtr', 'Title': 'Transportation'}, 'Sections': [{'Section': '13-402'}, {'Section': '21-104.2'}, {'Section': '21-104.2 through 21-104.4'}, {'Section': '21-104.5'}, {'Section': '21-104.6'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0045,CH0081,SB0284,"Chair, Environment and Transportation Committee","[{'Name': 'Chair, Environment and Transportation Committee'}, {'Name': 'Natural Resources'}, {'Name': 'Departmental'}]","Authorizing the sale, barter, or exchange of a legally acquired mounted specimen of a game bird, excluding a migratory game bird, or game mammal, from a decedent's estate and the specimen is part of the personal property being liquidated or distributed.","Natural Resources - Sale, Barter, or Exchange of Mounted Specimens From Decedent's Estate",Approved by the Governor - Chapter 81,Environment and Transportation,,"Education, Energy, and the Environment",,2024-01-10,2024-01-31T14:30:00,,2024-02-12,Favorable,2024-02-13,Passed,2024-02-15,Passed,2024-02-11,,,2024-03-27,Favorable,2024-03-12,Passed,2024-03-13,Passed,Returned Passed,True,False,False,"[{'Code': 'm1', 'Name': 'Natural Resources - Generally'}]","[{'Code': 'animals', 'Name': 'Animals -see also- Birds; Dogs; Domestic Animals; Livestock'}, {'Code': 'birds', 'Name': 'Birds -see also- Waterfowl'}, {'Code': 'estatet', 'Name': 'Estates and Trusts -see also- Beneficiaries'}, {'Code': 'naturar', 'Name': 'Natural Resources -see also- Coal; For&Pks; Rivers; etc.'}, {'Code': 'transfg', 'Name': 'Transfer of Goods -see also- Goods&Svc; Leas&Rnt; RetailSale'}]",Pre-Filed,T,"[{'Article': {'Code': 'gnr', 'Title': 'Natural Resources'}, 'Sections': [{'Section': '10-404'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0051,CH0924,SB0013,Delegate Rosenberg,"[{'Name': 'Delegate Rosenberg'}, {'Name': 'Delegate Pena-Melnyk'}, {'Name': 'Delegate Cullison'}, {'Name': 'Delegate Alston'}, {'Name': 'Delegate Bagnall'}, {'Name': 'Delegate Bhandari'}, {'Name': 'Delegate Chisholm'}, {'Name': 'Delegate Guzzone'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Hutchinson'}, {'Name': 'Delegate Johnson, S.'}, {'Name': 'Delegate Kaiser'}, {'Name': 'Delegate Kipke'}, {'Name': 'Delegate Lewis, R.'}, {'Name': 'Delegate Lopez'}, {'Name': 'Delegate Martinez'}, {'Name': 'Delegate Morgan, M.'}, {'Name': 'Delegate Reilly'}, {'Name': 'Delegate Szeliga'}, {'Name': 'Delegate Taveras'}, {'Name': 'Delegate White Holland'}, {'Name': 'Delegate Woods'}]","Altering the use of the Maryland Pediatric Cancer Fund to require that the Fund be used only for pediatric cancer research instead of only for pediatric cancer research, prevention, and treatment and to allow funds from the Fund to be used for administrative expenses; and establishing the Pediatric Cancer Research Commission to oversee the award of competitive grants from the Fund and to develop criteria and a process for reviewing grant applications.",Public Health - Maryland Pediatric Cancer Fund and Commission,Approved by the Governor - Chapter 924,Health and Government Operations,,Finance,,2024-01-10,2024-02-07T14:30:00,,2024-03-11,Favorable with Amendments,2024-03-01,Passed with Amendments,2024-03-02,Passed,2024-02-29,,,2024-04-03,Favorable with Amendments,2024-03-17,Passed with Amendments,2024-03-18,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'j1', 'Name': 'Public Health'}]","[{'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'budgets', 'Name': 'Budgets -see also- Capital Budgets'}, {'Code': 'commitc', 'Name': 'Committees and Commissions'}, {'Code': 'disclosure', 'Name': 'Disclosure'}, {'Code': 'governor', 'Name': 'Governor'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'healthd', 'Name': 'Health, Department of'}, {'Code': 'medicac', 'Name': 'Medical Conditions -see also- AIDS; COVID-19; rabies'}, {'Code': 'medicar', 'Name': 'Medical Research'}, {'Code': 'minors', 'Name': 'Minors -see also- Age of Majority; Youth'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'standabp', 'Name': 'Standards and Best Practices'}]",Pre-Filed,E,"[{'Article': {'Code': 'ghg', 'Title': 'Health - General'}, 'Sections': [{'Section': '20-120'}, {'Section': '20-121'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0052,CH0419,SB0109,Delegate Stewart,[{'Name': 'Delegate Stewart'}],Providing that certain State employees are entitled to use up to 10 days of parental bereavement leave with pay within 60 days after the death of the employee's child; providing that certain State employees are entitled to use up to 60 days of parental bereavement leave within 60 days after the employee experiences a stillbirth or the death of the employee's infant; and prohibiting certain State entities from requiring State employees entitled to parental bereavement leave under the Act to use any other paid leave available to the employee.,State Employees - Parental Bereavement Leave,Approved by the Governor - Chapter 419,Appropriations,,Finance,,2024-01-10,2024-01-30T13:00:00,,2024-02-12,Favorable with Amendments,2024-02-13,Passed with Amendments,2024-02-15,Passed,2024-02-11,,,2024-03-27,Favorable with Amendments,2024-03-13,Passed with Amendments,2024-03-14,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'p4', 'Name': 'State Government - Personnel'}]","[{'Code': 'death', 'Name': 'Death -see also- Homicide; Murder; Wrongful Death'}, {'Code': 'parentguard', 'Name': 'Parents and Guardians'}, {'Code': 'pregnancy', 'Name': 'Pregnancy'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}, {'Code': 'spouses', 'Name': 'Spouses'}, {'Code': 'statee', 'Name': 'State Employees'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- JobTrn; Leave; etc.'}]",Pre-Filed,E,"[{'Article': {'Code': 'gsp', 'Title': 'State Personnel and Pensions'}, 'Sections': [{'Section': '9-1101'}, {'Section': '9-1109'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
