YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,innovative_summary,innovative_score,child_poverty_direct_summary,child_poverty_direct_score
2024 Regular Session,SB0303,Aquaculture - Definition of Shellfish - Alteration,"Altering the definition of ""shellfish"" as it relates to certain provisions of law governing aquaculture to include live bivalves and bivalve shells.","The bill amends Maryland law to expand the definition of 'shellfish' in aquaculture regulations to include live mollusks, molluscan bivalves, and bivalve shells, and sets rules around importing shellfish from outside the state.",False,2024,2024,0.0,Maryland Department of Natural Resources,"Aquaculture industry, shellfish farmers, environmental agencies","The bill primarily updates legal definitions and import rules regarding shellfish in aquaculture, without employing new technological approaches.",1,"The bill is unlikely to have a direct impact on child poverty, as it mainly involves regulatory definitions and import rules for shellfish.",1
2024 Regular Session,SB0307,"Public Safety - Board of Boiler Rules - Membership, Sunset Extension, and Report","Altering the membership of the Board of Boiler Rules to include a representative with at least 10 years of experience in constructing, installing, and repairing boilers and pressure vessels; extending the termination date for the Board to July 1, 2029; and requiring the Maryland Department of Labor to submit a certain report to the Joint Audit and Evaluation Committee on or before July 1, 2025.","This bill extends the membership and the termination date of the Maryland Board of Boiler Rules, changes its membership composition, and requires the Department of Labor to submit a report about the Board.",False,2024,2029,0.0,Maryland Department of Labor,"Owners, users, manufacturers, insurers, engineers, and consumers of boilers and pressure vessels in Maryland",The program mainly involves extending the existing board's term and composition and requiring a report; it does not involve new technology or innovative approaches.,1,The bill has no direct impact on child poverty.,1
2024 Regular Session,SB0310,Department of Planning - State Repository and Clearinghouse for Federal and State Financial and Technical Assistance,"Repealing a requirement that the Department of Planning serve as a repository and clearinghouse for information concerning federal and State grants, loans, and other financial and technical assistance; repealing a requirement that the Department adopt certain regulations and publish certain information in the Maryland Register; and altering a requirement that the Department publish certain information concerning State financial and technical assistance offered through State assistance programs.","The bill repeals certain requirements for the Maryland Department of Planning to serve as a repository and publisher of information regarding federal and State grants, loans, and technical assistance, and modifies how the State publishes information on financial assistance programs.",False,2024,0,0.0,Department of Planning,State government agencies and entities seeking information on financial assistance programs,"The bill streamlines the process by removing the Department of Planning's role as a central repository and publisher of financial assistance information, focusing instead on public online accessibility.",2,The bill has minimal direct impact on child poverty but may improve access to funds and assistance for programs that benefit children and families.,2
2024 Regular Session,SB0321,Property Tax - Credit for Hotel or Residential Development Projects,"Authorizing the Mayor and City Council of Baltimore City or the governing body of a county or municipal corporation to grant, by law, a tax credit against the county or municipal corporation property tax imposed on real property that is used for certain hotel or residential development projects; and altering eligibility for a certain property tax credit in Wicomico County against the county or municipal corporation property tax imposed on real property that is used for certain hotel or residential development projects.","The bill authorizes local governments in Maryland to grant property tax credits for hotel and residential development projects that are new, rehabilitated, or revitalized, with specific eligibility criteria such as project size and affordability requirements.",True,2024,2024,0.0,"Local governments in Maryland (Baltimore City, counties, and municipal corporations)","Developers of hotel and residential projects, local communities, affordable housing populations","The bill establishes a flexible, local-option property tax credit program for urban development projects, incentivizing revitalization and affordable housing.",3,The program has potential to reduce child poverty by promoting affordable housing and urban revitalization.,3
2024 Regular Session,SB0345,Transportation - Vision Zero - Implementation,Establishing certain standards and requirements for implementing the Vision Zero program under the Maryland Department of Transportation.,"The bill establishes the Vision Zero program within the Maryland Department of Transportation aimed at reducing vehicle-related deaths and injuries to zero by 2030. It creates standards for implementing the program, designates a coordinator, forms an advisory commission, mandates quarterly public meetings, and requires annual progress reports.",True,2024,2030,0.0,Maryland Department of Transportation,"Drivers, bicyclists, pedestrians, local and state transportation agencies, law enforcement, and the general public in Maryland","The program employs data-driven strategies and public engagement through quarterly meetings and transparency measures such as live streaming and recording meetings, which utilizes modern technology to improve government accountability and traffic safety.",4,"The bill's primary focus on traffic safety and reducing fatalities can indirectly benefit low-income communities by making roads safer, potentially reducing injuries and fatalities among vulnerable populations.",2
2024 Regular Session,SB0360,Budget Bill (Fiscal Year 2025),"Making the proposed appropriations contained in the State Budget for the fiscal year ending June 30, 2025, in accordance with Article III, Section 52 of the Maryland Constitution; etc.","The bill is an appropriations act that allocates funds for various state agencies, programs, and capital projects for fiscal years 2024 and 2025, with specific provisions for grants, reimbursements, infrastructure, and operational expenses across numerous departments and initiatives.",False,2024,2025,63641698777.0,Maryland Department of Budget and Management; Maryland Department of Transportation; Maryland Department of Health; various other state agencies and commissions,"State government agencies, public institutions of higher education, local governments, nonprofit organizations, businesses, and Maryland residents benefiting from public programs and infrastructure.",The bill primarily allocates funds and makes policy adjustments; it does not employ new technologies or innovative approaches.,1,"The bill allocates funds to programs that may impact child welfare, education, and community development, but it does not establish new direct interventions targeting child poverty.",2
2024 Regular Session,SB0361,"Creation of a State Debt - Maryland Consolidated Capital Bond Loan of 2024, and the Maryland Consolidated Capital Bond Loans of 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, and 2023","Authorizing the creation of a State Debt in the amount of $1,845,046,000, the proceeds to be used for certain necessary building, construction, demolition, planning, renovation, conversion, replacement, and capital equipment purchases of the State, for acquiring certain real estate in connection therewith, and for grants to certain subdivisions and other organizations for certain development and improvement purposes, subject to certain matching fund requirements; etc.","The bill authorizes multiple series of bonds and loans for Maryland's capital projects, including infrastructure, educational, health, and community development projects across various counties and cities, with specific allocations for each project.",False,2024,2028,1746000000.0,Maryland Board of Public Works and Department of Budget and Management,"Maryland residents, local governments, educational institutions, health facilities, community organizations, and infrastructure projects","The bill primarily focuses on the issuance and management of bonds and funding allocations, with standard procedures and oversight, not employing new technologies or radically new approaches.",1,"While the bill funds projects that could indirectly impact child poverty through education, health, and community improvements, it does not directly target child poverty eradication.",2
2024 Regular Session,SB0362,Budget Reconciliation and Financing Act of 2024,"Altering or repealing certain required appropriations; authorizing the use of certain funds for certain purposes; altering, from December 1, 2024, to January 15, 2027, the date by which the Accountability and Implementation Board has to conduct and submit a certain independent evaluation; altering the sales and use tax rate on certain electronic smoking devices; repealing a certain small business relief tax credit; requiring interest earnings for certain special funds to accrue to the General Fund of the State during certain fiscal years; etc.","This bill is a comprehensive annual budget and finance law that makes numerous changes to appropriations, revenue allocations, and funding mechanisms across various state programs, including education, transportation, health, and public safety initiatives. It adjusts funding levels, sets new program requirements, and authorizes transfers and allocations of funds for specific projects and agencies.",False,2024,2024,0.0,"Maryland State Government, including departments such as Education, Transportation, Health, Public Safety, and others involved in the specified programs.","State agencies, local governments, schools, healthcare providers, trauma centers, transportation agencies, and residents of Maryland benefiting from the targeted programs and services.","The bill employs a broad range of innovative approaches including new funding allocations for behavioral health, trauma care, transportation enhancements, and programs supporting low-income communities, along with implementing new revenue streams like impact fees and adjusting interest allocations for state funds.",4,"The bill has a high potential to impact child poverty by funding early childhood education, behavioral health supports, and other social programs directly benefiting children and low-income families.",4
2024 Regular Session,SB0368,State Retirement and Pension System - Military Service Credit - Eligibility,"Repealing a limitation for members of the State Retirement and Pension System to receive certain service credit for active duty with the commissioned corps of the Public Health Service, the National Oceanic and Atmospheric Administration, or the Coast and Geodetic Survey.","The bill repeals a restriction that prevented members of the Maryland State Retirement and Pension System from earning service credit for active duty with certain federal services, including the Public Health Service, NOAA, or the Coast and Geodetic Survey.",True,2024,0,0.0,Maryland State Retirement and Pension System,Members of the Maryland State Retirement and Pension System who have military service with the specified federal agencies,"The bill removes a legal barrier to earning pension service credit for certain types of federal military-related service, updating existing laws to recognize more types of service.",2,The bill has limited direct impact on child poverty.,1
2024 Regular Session,SB0371,Maryland Medical Assistance Program - Personal Care Aides - Wage Reports,"Requiring residential service agencies to submit certain reports to the Maryland Department of Labor regarding wage rates for personal care aides by September 1 each year, beginning in 2025; and requiring the Maryland Department of Health to report to the Senate Finance Committee and the House Health and Government Operations Committee by the 180th day after the release of the final federal Ensuring Access to Medicaid Services rule on an overview of the final rule and plans or steps that the Department will take to operationalize the rule.","The bill requires residential service agencies to report wage data for personal care aides to the Maryland Department of Labor and mandates the Department of Health to report on Medicaid reimbursement rates and related regulations, including an overview of the federal rule on Medicaid services.",True,2024,2024,0.0,Maryland Department of Labor and Maryland Department of Health,"Personal care aides, residential service agencies, Medicaid recipients, policymakers","The bill introduces a systematic data collection and reporting process for wage and reimbursement data, along with analysis of federal Medicaid rules, with potential use of state and federal data in policymaking.",3,The program has a moderate potential to impact child poverty by influencing wages and Medicaid services that benefit vulnerable populations.,3
2024 Regular Session,SB0375,State Contracts - Prohibited Provisions,"Prohibiting certain provisions from being included in State contracts; specifying that certain provisions are void if included in a State contract; specifying the applicable law and interpretation of State contracts; exempting a State contract relating to the purchase, redevelopment, or operation of a racing facility or training facility site from the prohibitions; and applying the Act prospectively to State contracts executed on or after October 1, 2024, and to the renewal or extension of a State contract on or after October 1, 2024.","This bill prohibits certain provisions from being included in Maryland state contracts, declares those provisions void if included, and specifies rules for interpreting state contracts, with some exceptions.",False,2024,2024,0.0,Maryland State Department of General Services or relevant state procurement agency,Maryland state government and contractors involved in state contracts,"The bill introduces a legal framework to prevent certain unfavorable provisions in state contracts, ensuring contracts adhere to state law and policy.",2,"The bill has no direct impact on child poverty, as it focuses on legal provisions in state contracts.",1
2024 Regular Session,SB0376,Higher Education - University of Maryland School of Medicine and MPowering Joint Steering Council - Funding,"Requiring the Governor to include $5,000,000 in the annual budget for the University of Maryland School of Medicine to provide clinical care at the University of Maryland Capital Region Medical Center; and requiring the Governor to include in the budget for the the MPowering Joint Steering Council to use exclusively on the University of Maryland Institute for Health Computing appropriations of $1,500,000 in fiscal year 2026, $3,000,000 in fiscal year 2027, $4,500,000 in fiscal year 2028, and $6,000,000 in fiscal year 2029 and after.","The bill allocates state funding to support the University of Maryland School of Medicine's clinical care at the Capital Region Medical Center and establishes funding for the MPowering Joint Steering Council's initiatives, including new funding for the University of Maryland Institute for Health Computing.",True,2024,2029,32000000.0,"Maryland State Government, specifically the Governor and the Maryland State Budget Office","University of Maryland students, faculty, healthcare providers, and the general public benefitting from improved medical services and health computing innovations","The bill introduces significant dedicated funding for advanced health computing and collaborative academic programs, indicating a focus on innovative healthcare technology.",4,The program potentially impacts child poverty by improving healthcare services and workforce development which can indirectly benefit children in the community.,3
2024 Regular Session,SB0379,"Task Force to Study Crime Classification - Renaming, Membership, and Duties","Extending the Task Force to Study Crime Classification and renaming it to be the Task Force to Study Crime Reclassification and Penalties; requiring the Task Force to study the penalties for crimes and civil offenses under State law, the potential need for reclassification of certain crimes, the alteration of penalties, and whether certain changes should be made to crimes lacking an explicit mens rea; and
requiring the Task Force to report to the Governor and the General Assembly on or before December 31, 2025.","The bill expands and renames an existing Task Force to study the reclassification of crimes and their penalties. It changes the members, duties, and focus of the Task Force to review penalties, reclassify crimes, and assess the need for changes to criminal law statutes, with a report due by the end of 2025.",True,2024,2026,0.0,Office of the Attorney General,"Legal system, criminal offenders, victims, the general public","The bill employs a comprehensive review process with a focus on reclassification and penalties, potentially utilizing data analysis for law reform.",3,The program has a moderate potential to impact child poverty through criminal justice reforms that may reduce incarceration or improve legal protections.,3
2024 Regular Session,SB0394,Catalytic Revitalization Project Tax Credit - Alterations,"Altering the amount of a certain credit against the State income tax that certain persons may claim for certain construction and rehabilitation costs for certain catalytic revitalization projects in the State; repealing a certain limitation on the number of initial tax credit certificates the Secretary of Housing and Community Development may award within a 2-year period; prohibiting the Secretary from revoking a tax credit certificate awarded on or before July 1, 2024, except under certain circumstances; etc.","The bill modifies the rules and funding limits for the Maryland Catalytic Revitalization Project Tax Credit, including changes to the amount of credit, issuance procedures, and application limits, as well as regulations for project approvals.",False,2024,2024,15000000.0,Maryland Department of Housing and Community Development,"Individuals, nonprofit organizations, and business entities involved in catalytic revitalization projects in Maryland",The bill updates existing tax credit rules; it does not introduce new technologies or innovative approaches.,2,"The bill's focus is on revitalization projects and tax credits, with indirect potential impacts on communities, but it does not directly target child poverty.",2
2024 Regular Session,SB0402,Correctional Training Commission - Membership - Alterations,Altering the membership of the Correctional Training Commission; requiring certain members of the Commission appointed by the Governor to represent certain geographic regions; etc.,This bill amends the membership structure of the Maryland Correctional Training Commission by requiring certain members appointed by the Governor to represent specific geographic regions of the state.,False,2024,2024,0.0,Maryland Correctional Training Commission,"Correctional officers, correctional facilities, and local correctional jurisdictions in Maryland",The bill's approach to regional representation in a correctional training commission is a straightforward governance change with no new technology or novel methods involved.,1,The bill does not directly address child poverty or have a direct impact on it.,1
2024 Regular Session,SB0417,"Election Administration - State Administrator, Local Boards, and Election Directors","Requiring the State Board of Elections to evaluate the performance of the State Administrator of Elections; requiring the State Administrator to provide a performance evaluation of the election director of each local board of elections to the local board; requiring each local board to confer with the State Administrator in appointing an election director, maintain a warehouse, and provide for early voting center expenses; requiring, rather than authorizing, election directors to take certain actions; etc.","The bill restructures election administration in Maryland by establishing evaluation and oversight procedures for the State Administrator of Elections, clarifying roles and responsibilities of local election boards and directors, including appointment processes, and setting annual performance evaluations for the State Administrator and local election directors.",True,2024,2024,0.0,Maryland State Board of Elections,"Voters and election officials in Maryland, including local election boards and the State Board of Elections","The bill introduces a formal performance evaluation process for the State Administrator and local election directors, and emphasizes the use of technology and cybersecurity in election management.",3,The bill's focus on election administration improvements is unlikely to have a direct impact on child poverty.,1
2024 Regular Session,SB0418,Seed Community Development Anchor Institution Fund - Alterations,Expanding the purpose and use of the Seed Community Development Anchor Institution Fund administered by the Department of Housing and Community Development to include providing grants and loans to anchor institutions for a certain purpose in sustainable communities; and repealing a requirement that certain matching funds be from a private source.,"The bill expands the use and purpose of the Seed Community Development Anchor Institution Fund to include providing grants and loans to anchor institutions for community development projects in sustainable communities and blighted areas, and makes technical updates to definitions and procedures related to sustainable communities.",True,2024,2024,24000000.0,Department of Housing and Community Development,"Anchor institutions, residents of sustainable communities and blighted areas in Maryland","The bill incorporates a focus on designated sustainable communities and blighted areas, encouraging coordinated community development efforts and supporting local reinvestment, which represents an innovative approach to targeted economic and community development.",3,"The bill has the potential to reduce child poverty by supporting community development and revitalization in underserved areas, thereby improving living conditions and opportunities.",3
2024 Regular Session,SB0423,Real Property - Recordation - Procedures,"Requiring a county treasurer, tax collector, or director of finance to provide a certificate enumerating certain taxes, assessments, and charges against a property and to establish certain procedures to facilitate the issuance of a certificate; requiring a collecting agent presented with a certificate to endorse a deed on payment of transfer and recordation taxes and all charges stated in the certificate and establishing that this endorsement is sufficient authority for a transfer on the assessment books; etc.","The bill updates procedures related to the recording of real estate transactions in Maryland, including the requirement for counties to issue certificates of taxes owed, the endorsement of deeds after tax payments, and the facilitation of electronic document processing and tax payments.",True,2024,2024,0.0,"Maryland State Department of Assessments and Taxation, Clerk of the Circuit Court, and county treasurers, tax collectors, or directors of finance","Property owners, buyers, real estate professionals, county tax authorities, and government agencies involved in property transfers in Maryland.","The bill employs new approaches by requiring the electronic processing of documents and payments, and coordinating between multiple agencies to streamline real estate transaction procedures.",4,"The bill has a low potential for direct impact on child poverty, as it primarily addresses administrative procedures for property recording.",1
2024 Regular Session,SB0428,Garrett County Alcoholic Beverages Act of 2024,"Establishing a resort beer license, a resort beer and wine license, and a beer, wine, and liquor festival license in Garrett County; altering the hours of sale for alcoholic beverages on Sundays for certain licenses; altering the residency requirements for certain applicants for an alcoholic beverages license in the county to require that at least one of the applicants be a resident of the State; prohibiting alcoholic beverages from being brought into places of adult entertainment and consumed or transferred; etc.","The bill establishes new alcohol licensing options, authorized festival permits, and revised rules for alcohol sales hours in Garrett County. It also sets penalties for bringing alcohol into adult entertainment venues.",True,2024,2024,0.0,Garrett County Alcoholic Beverages Board,"Alcohol license applicants, festival organizers, and residents of Garrett County","The bill introduces specialized resort and festival alcohol licenses, allowing for large-scale events and business-specific licensing, which employs innovative licensing approaches.",3,"The bill does not explicitly target child poverty, but facilitates alcohol sales and events that could indirectly impact community well-being.",1
2024 Regular Session,SB0429,"Corporations and Associations - Protestant Episcopal Church, Diocese of Washington","Repealing uncodified provisions of law relating to the Protestant Episcopal Church, Diocese of Washington, commonly known as the ""Vestry Act""; and providing for the governance of religious corporations in union with the Protestant Episcopal Church, Diocese of Washington.","The bill establishes regulations for religious corporations in Maryland that are in union with the Protestant Episcopal Church in the Diocese of Washington, including recognition and governance structures, and repeals previous laws and reports on property held in trust by the United Methodist Church.",True,2024,2024,0.0,Maryland State Department of Assessments and Taxation,"Religious organizations in Maryland, particularly those in union with the Protestant Episcopal Church and the United Methodist Church","The bill modernizes the governance and legal recognition of religious corporations and involves state agencies in recording and certifying church property, employing legal and administrative updates rather than new technologies or approaches.",2,The bill does not have a direct impact on child poverty.,1
2024 Regular Session,SB0430,Community Health and Safety Works Grant Program and Fund - Establishment,Establishing the Community Health and Safety Works Grant Program in the Department of Housing and Community Development to support certain eligible projects that improve the quality of life within and economic potential of Maryland communities by making targeted investments in crime prevention strategies to address certain concerns in certain areas; establishing the Community Health and Safety Works Grant Program Fund to provide financial assistance in the form of grants under the provisions of the Program for eligible projects; etc.,"The bill establishes the Community Health and Safety Works Grant Program in Maryland, creating a dedicated fund to provide grants for projects aimed at improving public safety, enhancing community spaces, and reducing crime and violence through targeted investments.",True,2024,2028,50000000.0,Department of Housing and Community Development,"Maryland communities, residents, local organizations, law enforcement, and vulnerable populations affected by violence or crime","The program employs a comprehensive, multi-faceted approach to community safety by integrating physical improvements, technology, and violence prevention strategies with dedicated funding and collaboration with public agencies.",4,"The program has the potential to significantly reduce child exposure to violence and improve neighborhood safety, thus helping to diminish child poverty indirectly.",4
2024 Regular Session,SB0434,Education - State Library Resource Center - Funding,Altering the calculation of certain funding for the State Library Resource Center for fiscal year 2025 and each fiscal year thereafter.,"The bill adjusts the calculation of funding for the State Library Resource Center, increasing the per resident funding amounts for fiscal years 2024 through 2031 and beyond.",False,2024,2031,0.0,Maryland State Department of Education or relevant library authority (not explicitly specified in the text),Residents of Maryland who use the State Library Resource Center,The bill primarily involves updating funding formulas and does not employ new technologies or innovative approaches.,1,The bill's provisions are unlikely to have a direct impact on child poverty.,1
2024 Regular Session,SB0439,Family Law - Victims of Domestic Violence Program - Certification and Grant Fund,"Requiring a victims of domestic violence program to be certified by the federally recognized State domestic violence coalition as a comprehensive domestic violence program; establishing the Victims of Domestic Violence Program Grant Fund as a special, nonlapsing fund in the Governor's Office of Crime Prevention, Youth, and Victim Services;  requiring interest earnings of the Fund to be credited to the Fund; and authorizing the Governor to include in the annual budget bill an appropriation of $5,000,000 to the Fund.","The bill establishes a program to assist victims of domestic violence and their children across Maryland, requiring certification of the program by a federally recognized coalition, and creates a grant fund to support these programs.",True,2024,0,5000000.0,"Governor’s Office of Crime Prevention, Youth, and Victim Services",Victims of domestic violence and their children in Maryland,"The bill introduces a certification requirement for domestic violence programs and creates a dedicated grant fund, integrating certification and funding but not employing new technologies or approaches.",2,"High potential for impact as it provides support services directly to victims and their children, who are often at risk of poverty.",4
2024 Regular Session,SB0448,Commission to Study African American Civil War Soldiers in Maryland,"Establishing the Commission to Study African American Civil War Soldiers in Maryland to study the history of the African American soldiers who fought for the Union Army in Maryland and to make findings and recommendations regarding the funding, design, construction, and location of an appropriate memorial dedicated to the African American Civil War soldiers; and requiring the Commission to report its findings and recommendations to the Governor and the General Assembly on or before December 1, 2024.","The bill establishes a Commission to Study African American Civil War Soldiers in Maryland to research their history and recommend the creation of memorials to honor them, with a report due by December 1, 2024.",True,2024,2025,0.0,"Department of Veterans Affairs, in coordination with multiple Maryland state agencies and organizations",African American Civil War soldiers and Maryland residents interested in history and memorials,"This program employs historical research and inter-agency collaboration to recognize and memorialize African American Civil War soldiers, integrating cultural, historical, and memorial initiatives.",3,The program’s focus on historical recognition and memorialization has limited direct impact on child poverty.,1
2024 Regular Session,SB0452,Courts - Prohibited Liability Agreements - Recreational Facilities,"Establishing that a provision in a contract or agreement relating to the use of a recreational facility that purports to limit the recreational facility's liability, or release the recreational facility from or indemnify or hold harmless the recreational facility against liability, for injury caused by or resulting from the negligence or other wrongful acts of the recreational facility or its agents or on-duty employees is void and unenforceable under certain circumstances.","The bill makes agreements that try to limit a recreational facility's liability for injuries caused by negligence or wrongful acts void and unenforceable, and protects the public from waivers that reduce recreational safety.",False,2024,2024,0.0,Maryland courts and legislative agencies implementing the new liability regulations,"Public using recreational facilities, recreational facility operators, legal and insurance industries","The bill employs a legal approach to prohibit liability waivers in recreational settings, reinforcing existing safety and liability standards.",2,The bill is unlikely to have a direct impact on child poverty.,1
2024 Regular Session,SB0468,Criminal Law - Private Home Detention Monitoring - Notification,Requiring a private home detention monitoring agency to notify the court within 24 hours after a defendant subject to home monitoring as a condition of pretrial release has violated a condition of home detention monitoring; requiring a private home detention monitoring agency to notify the Division of Parole and Probation within 1 hour after an individual subject to home monitoring as a condition of probation violated a condition of home detention monitoring; etc.,"This bill enhances the notification requirements for private home detention monitoring agencies, requiring them to report violations such as absences, tampering with monitoring equipment, or entering prohibited areas within specific timeframes to the courts and the Division of Parole and Probation. It also authorizes civil penalties for non-compliance and establishes a workgroup to examine licensing, regulation, and oversight processes for home monitoring in Maryland.",True,2024,2026,0.0,Department of Public Safety and Correctional Services,"Individuals under private home detention monitoring, law enforcement, courts, and oversight agencies in Maryland","The bill employs enhanced tracking and reporting technologies for monitoring individuals and establishes a dedicated workgroup to recommend streamlined oversight processes, reflecting a modern approach to home detention management.",4,"The program has moderate potential to impact child poverty by ensuring better management of detention and monitoring, which could improve family stability.",2
2024 Regular Session,SB0474,Certificate of Public Convenience and Necessity and Related Approvals - Definition of Generating Station (Critical Infrastructure Streamlining Act of 2024),"Altering and establishing the definition of ""generating station"" for the purpose of exempting the construction of certain generating facilities used to produce electricity for the purpose of on-site emergency backup and certain test and maintenance operations from the requirement to obtain a certificate of public convenience and necessity or certain other related approvals under certain circumstances; and altering the distribution of income tax revenue from corporations that is attributable to certain data centers.","The bill redefines 'generating station' to exempt certain small and emergency backup electricity facilities from needing certificates, establishes reporting and oversight requirements for emergency backup generators at critical infrastructure sites, and adjusts the distribution of tax revenue from data centers to fund energy programs.",True,2024,2024,0.0,Maryland Department of the Environment and Maryland Energy Administration,"Operators of emergency backup power systems, critical infrastructure facilities, data centers, and the general public benefiting from enhanced energy security and infrastructure resilience.",The bill employs enhanced reporting requirements and targeted tax revenue allocation to promote energy resilience and innovation in backup generation technologies.,3,The bill has limited direct impact on child poverty but may contribute indirectly through improved infrastructure and energy stability.,2
2024 Regular Session,SB0478,Families Serve Act of 2024,Authorizing employers to grant a preference in hiring and promotion to spouses of eligible service members; and requiring the appointing authorities in the Executive Branch of State government to apply a credit of 10 points on any selection test for eligible spouses and veterans of certain uniformed services.,"The Families Serve Act of 2024 authorizes additional hiring and promotion preferences for military spouses, veterans, and related individuals, including applying a points-based credit on some employment tests and providing hiring preferences.",False,2024,2024,0.0,Maryland state government agencies and departments responsible for employment and human resources,"Military spouses, veterans, and military service members in Maryland","The bill employs a points-based preference system and legal allowances for hiring preferences for military families, which are standard practices rather than employing new technologies or approaches.",2,"The program could potentially improve economic stability for military families, but its direct impact on child poverty is limited.",2
2024 Regular Session,SB0482,"Governor's Office for Children - Engaging Neighborhoods, Organizations, Unions, Governments, and Households (ENOUGH) Grant Program (ENOUGH Act of 2024)","Establishing the Governor's Office for Children and the Special Secretary of the Governor's Office for Children as the head of the Office; requiring the Special Secretary to chair the Children's Cabinet; requiring the Office to staff the Children's Cabinet; requiring the Children's Cabinet to meet not less than four times each year; requiring the Accountability and Implementation Board, in consultation with certain departments, to submit a certain recommendation to the General Assembly by December 1, 2025; etc.","The bill establishes the ENOUGH grant program to fund place-based strategies aimed at reducing child poverty and improving outcomes for children and families in Maryland. It sets up a dedicated grant fund, requires program evaluations, and involves community engagement.",True,2024,2029,15000000.0,Governor’s Office for Children,"Children, youth, and families in high-poverty neighborhoods in Maryland","The program employs a place-based, community-driven approach, leveraging partnerships across sectors and creating a centralized database for resources, which is a relatively innovative approach to addressing child poverty.",4,The program has a high potential to directly impact child poverty by funding community-driven strategies that target high-poverty neighborhoods.,4
2024 Regular Session,SB0500,Education - Child Care Career and Professional Development Fund - Alterations,Altering the qualifications for an award from the Child Care Career and Professional Development Fund to include a service obligation to work in an approved child care setting for at least 20 hours per week; requiring the Office of Child Care to prioritize grant awards to certain applicants; requiring award recipients who do not perform the service obligation to repay certain award funding except under certain circumstances; and applying the Act prospectively.,"The bill modifies the qualifications and conditions for awards from the Maryland Child Care Career and Professional Development Fund, including adding a service obligation for recipients and clarifying repayment conditions if the service obligation is not fulfilled.",False,2024,0,0.0,Office of Child Care,"Child care workers, prospective students in early childhood education, and child care providers in Maryland","The bill primarily updates eligibility criteria and service obligations for existing grant programs, without implementing new technologies or innovative approaches.",1,"The program has potential to improve workforce stability and quality in child care, which can contribute to reducing child poverty indirectly.",3
2024 Regular Session,SB0524,General Assembly - Committee Chairs and Vice Chairs - Gender-Neutral Language,Altering certain terminology that refers to chairs and vice chairs of committees of the General Assembly to be gender-neutral.,This bill alters the terminology used to refer to chairs and vice chairs of committees of the Maryland General Assembly to be gender-neutral.,False,2024,2024,0.0,Maryland General Assembly,Members of the Maryland General Assembly and the legislative process,"The bill employs gender-neutral language in official titles within the legislative process, which is a language and policy update rather than a technological or innovative service.",1,The bill does not directly impact programs or policies related to child poverty; it mainly updates language.,1
2024 Regular Session,SB0530,Cecil County – Annual Financial Report – Filing Date,Altering the date by which Cecil County is required to file a certain financial report with the Department of Legislative Services.,"The bill amends the deadline for Cecil County to file its annual financial report with the Maryland Department of Legislative Services, changing it from October 31 to December 31 starting in 2024.",False,2024,0,0.0,Department of Legislative Services,Cecil County and Maryland state agencies that receive financial reports from counties,The bill primarily updates reporting deadlines; it does not introduce new technologies or innovative approaches.,1,The bill does not have a direct impact on child poverty.,1
2024 Regular Session,SB0539,Commercial Law – Consumer Protection – Sale and Resale of Tickets,"Requiring the listing for a ticket and each step of a transaction to purchase a ticket to disclose certain information, including the total price of the ticket; repealing the exceptions to the prohibition against a reseller selling or offering to sell speculative tickets; prohibiting a secondary ticket exchange from providing a marketplace for the resale of a ticket that violates the Act; and requiring a ticket issuer, secondary ticket exchange, or reseller to provide a refund under certain conditions.","The bill regulates the sale and resale of tickets in Maryland, requiring disclosure of complete transaction details, limiting resale prices, and prohibiting restrictive transfer practices. It establishes rules for secondary ticket exchanges, mandates refunds under certain conditions, and directs a review of the ticket market.",True,2024,2024,0.0,Consumer Protection Division of the Office of the Attorney General,Consumers purchasing tickets for entertainment events in Maryland,"The bill employs technological regulations for ticket resales, requiring transparent disclosures, price limits, and banning certain restrictions to protect consumers in the digital resale market.",4,The bill has limited potential for a direct impact on child poverty.,1
2024 Regular Session,SB0542,Real Estate Brokers - Brokerage Agreements - Requirements,Requiring items to be included in a brokerage agreement between a real estate broker and a seller or lessor or a buyer or lessee.,"The bill updates the requirements for brokerage agreements between real estate brokers and clients (sellers, buyers, lessors, lessees). It specifies what must be included in these agreements, such as termination dates, compensation details, and cancellation provisions, and clarifies the duties of licensees after termination.",False,2024,2024,0.0,"Maryland Real Estate Commission or Department of Labor, Licensing, and Regulation","Real estate brokers, sellers, buyers, lessors, and lessees in Maryland","The bill mainly clarifies and updates legal and contractual requirements for real estate brokerage agreements, rather than introducing new technologies or approaches.",1,The bill does not have a direct impact on child poverty as it primarily addresses legal standards for real estate agreements.,1
