BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
HB0014,CH0646,SB0036,Delegate Atterbeary,[{'Name': 'Delegate Atterbeary'}],Repealing the authority of the court to decree a limited divorce; and altering certain grounds for an absolute divorce.,Family Law - Grounds for Divorce,Approved by the Governor - Chapter 646,Judiciary,,Judicial Proceedings,,2023-01-11,2023-01-26T13:00:00,,2023-02-27,Favorable,2023-02-25,Passed,2023-02-27,Passed,2023-02-28,,,2023-04-03,Favorable with Amendments,2023-03-21,Passed with Amendments,2023-03-22,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'd4', 'Name': 'Family Law'}]","[{'Code': 'divorce', 'Name': 'Divorce -see also- Annulment'}, {'Code': 'residency', 'Name': 'Residency -see also- Immigrants and Citizenship'}, {'Code': 'spouse', 'Name': 'Spouses'}]",Pre-Filed,E,"[{'Article': {'Code': 'gfl', 'Title': 'Family Law'}, 'Sections': [{'Section': '7-102'}, {'Section': '7-103'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0016,CH0678,,"Delegate Lewis, J.","[{'Name': 'Delegate Lewis, J.'}]","Requiring each public school to provide information to students, faculty, staff, and parents regarding who serves as the Title IX coordinator for the school, the process in place for filing a sexual misconduct complaint, and the support measures that are in place for filing a sexual misconduct complaint and how to access the support measures.",Primary and Secondary Education – Title IX – Notice (Hear Our Voices Act),Approved by the Governor - Chapter 678,Ways and Means,,"Education, Energy, and the Environment",,2023-01-11,2023-01-24T13:00:00,,2023-02-13,Favorable,2023-02-14,Passed,2023-02-16,Passed,2023-02-17,2023-03-22T13:00:00,,2023-04-06,Favorable,2023-03-24,Passed,2023-03-26,Passed,Returned Passed,True,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}]","[{'Code': 'communication', 'Name': 'Communications -see also- Electronic Comm; Language; Telecom'}, {'Code': 'harassment', 'Name': 'Harassment -see also- Threats'}, {'Code': 'parentguard', 'Name': 'Parents and Guardians -see also- Adoption; Child Custody'}, {'Code': 'publics', 'Name': 'Public Schools'}, {'Code': 'schooladmin', 'Name': 'School Administration'}, {'Code': 'sexualof', 'Name': 'Sexual Offenses'}, {'Code': 'students', 'Name': 'Students'}, {'Code': 'teachers', 'Name': 'Teachers'}]",Pre-Filed,T,"[{'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '7-132'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0018,CH0696,SB0851,Delegate Hill,"[{'Name': 'Delegate Hill'}, {'Name': 'Delegate Kaufman'}]","Altering a certain statutory form for a general power of attorney by including certain provisions informing the principal and agent of certain matters, granting general authority with respect to tangible personal property and trusts and estates, authorizing the principal to grant the agent certain specific powers relating to successor agents, compensation, gifts, or transfers and opening joint accounts and beneficiary designations, and clarifying the force and effect of the form; etc.",Maryland General and Limited Power of Attorney Act - Alterations,Approved by the Governor - Chapter 696,Judiciary,,Judicial Proceedings,,2023-01-11,2023-01-19T13:00:00,,2023-03-09,Favorable with Amendments,2023-03-04,Passed with Amendments,2023-03-05,Passed,2023-03-06,,,2023-03-30,Favorable,2023-03-20,Passed,2023-03-21,Passed,Returned Passed,True,False,False,"[{'Code': 'n2', 'Name': 'Estates and Trusts'}]","[{'Code': 'agentsb', 'Name': 'Agents and Brokers'}, {'Code': 'estatet', 'Name': 'Estates and Trusts -see also- Beneficiaries'}, {'Code': 'forms', 'Name': 'Forms'}, {'Code': 'gifts', 'Name': 'Gifts'}, {'Code': 'powera', 'Name': 'Power of Attorney'}, {'Code': 'statea', 'Name': 'State Aid'}]",Pre-Filed,T,"[{'Article': {'Code': 'get', 'Title': 'Estates and Trusts'}, 'Sections': [{'Section': '17-202'}, {'Section': '17-203'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0019,CH0041,SB0349,Delegate Woods,"[{'Name': 'Delegate Woods'}, {'Name': 'Delegate Cullison'}, {'Name': 'Delegate Bagnall'}, {'Name': 'Delegate Bhandari'}, {'Name': 'Delegate Chisholm'}, {'Name': 'Delegate Guzzone'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Hutchinson'}, {'Name': 'Delegate Johnson, S.'}, {'Name': 'Delegate Kaiser'}, {'Name': 'Delegate Kerr'}, {'Name': 'Delegate Kipke'}, {'Name': 'Delegate Lewis, R.'}, {'Name': 'Delegate Lopez'}, {'Name': 'Delegate Morgan, M.'}, {'Name': 'Delegate Pena-Melnyk'}, {'Name': 'Delegate Reilly'}, {'Name': 'Delegate Rosenberg'}, {'Name': 'Delegate Szeliga'}, {'Name': 'Delegate Taveras'}, {'Name': 'Delegate White'}]","Requiring the State Board of Examiners of Psychologists to issue electronic licenses and registrations, except under certain circumstances; requiring the Board, on an applicant's request, to print a paper copy of the verification of licensure or registration and send it by first-class mail to the address on the application; repealing the requirement that the Board include certain information on each license and registration; and requiring the Board to send renewal notices by first-class mail under certain circumstances.",State Board of Examiners of Psychologists - License and Registration Issuance and Renewals - Electronic Means,Approved by the Governor - Chapter 41,Health and Government Operations,,Finance,,2023-01-11,2023-02-17T12:00:00,,2023-02-20,Favorable with Amendments,2023-02-21,Passed with Amendments,2023-02-23,Passed,2023-02-24,,,2023-03-31,Favorable,2023-03-21,Passed,2023-03-23,Passed,Returned Passed,True,False,False,"[{'Code': 'j2', 'Name': 'Health Occupations'}]","[{'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'electrcom', 'Name': 'Electronic Communication -see also- Comm; Elec.Gov; Lang; Te'}, {'Code': 'electrgov', 'Name': 'Electronic Government -see also- Electronic Communication'}, {'Code': 'healtho', 'Name': 'Health Occupations -see also- specific health occupations'}, {'Code': 'internet', 'Name': 'Internet -see also- Telecommunications and IT'}, {'Code': 'licenses', 'Name': ""Licenses -see also- AB Lic; Certifications;Drivers' Licenses""}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'psychologists', 'Name': 'Psychologists'}, {'Code': 'registration', 'Name': 'Registration -see also- Motor Vehicle Registration'}]",Pre-Filed,T,"[{'Article': {'Code': 'gho', 'Title': 'Health Occupations'}, 'Sections': [{'Section': '18-306'}, {'Section': '18-309'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0021,CH0274,,Delegate Atterbeary,[{'Name': 'Delegate Atterbeary'}],Requiring that the holder of a certificate of sale include the e-mail address of certain persons in certain notices required to be sent to certain persons with an interest in a property that is sold at a tax sale; authorizing certain persons with an interest in owner-occupied property sold at a tax sale to request the current payoff amount to redeem the property; providing that the payoff amount to redeem the property provided by the holder of the certificate to the owner of the property is valid for 30 days; etc.,Property Tax - Tax Sales - Notices and Payoff Amount for Redemption,Approved by the Governor - Chapter 274,Ways and Means,,Budget and Taxation,,2023-01-11,2023-01-24T13:00:00,,2023-02-13,Favorable with Amendments,2023-02-14,Passed with Amendments,2023-02-16,Passed,2023-02-17,2023-03-29T13:00:00,,2023-04-05,Favorable,2023-03-23,Passed,2023-03-24,Passed,Returned Passed,True,False,False,"[{'Code': 'q1', 'Name': 'Taxes - Property'}]","[{'Code': 'electrcom', 'Name': 'Electronic Communication -see also- Comm; Elec.Gov; Lang; Te'}, {'Code': 'mortgages', 'Name': 'Mortgages'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'taxs', 'Name': 'Tax Sales'}]",Pre-Filed,T,"[{'Article': {'Code': 'gtp', 'Title': 'Tax - Property'}, 'Sections': [{'Section': '14-833'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0023,CH0177,SB0746,Delegate Stewart,[{'Name': 'Delegate Stewart'}],"Altering requirements relating to relocation plans for mobile home parks to require a plan for park residents who will be dislocated as a result of the change in land use; requiring the owner, 60 days prior to entering into a contract to sell the community, to provide notice of the terms of the offer to homeowners in the community and provide them the opportunity to purchase the housing community; requiring the Department of Housing and Community Development to list certain agencies to assist homeowners with the purchase of a community; etc.",Mobile and Manufactured Homes - Relocation Plans and Sales of Communities (Manufactured Housing Modernization Act of 2023),Approved by the Governor - Chapter 177,Environment and Transportation,,Judicial Proceedings,,2023-01-11,2023-01-26T14:00:00,,2023-03-06,Favorable with Amendments,2023-03-01,Passed with Amendments,2023-03-03,Passed,2023-03-04,,,2023-04-05,Favorable,2023-03-23,Passed,2023-03-24,Passed,Returned Passed,True,False,False,"[{'Code': 'n1', 'Name': 'Real Property'}]","[{'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'homeowa', 'Name': 'Homeowners Associations'}, {'Code': 'housincdd', 'Name': 'Housing and Community Development, Department of'}, {'Code': 'internet', 'Name': 'Internet -see also- Telecommunications and IT'}, {'Code': 'leasesr', 'Name': 'Leases and Rent'}, {'Code': 'mobilemh', 'Name': 'Mobile and Manufactured Homes'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}, {'Code': 'reale', 'Name': 'Real Estate -see also- Agents and Brokers'}, {'Code': 'realp', 'Name': 'Real Property'}, {'Code': 'zoningp', 'Name': 'Zoning and Planning'}]",Pre-Filed,T,"[{'Article': {'Code': 'grp', 'Title': 'Real Property'}, 'Sections': [{'Section': '8A-1201'}, {'Section': '8A-1801 through 8A-1803'}, {'Section': '8A-1801 through 8A-1806'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0026,CH0055,,Delegate Bagnall,"[{'Name': 'Delegate Bagnall'}, {'Name': 'Delegate Bhandari'}, {'Name': 'Delegate Chisholm'}, {'Name': 'Delegate Cullison'}, {'Name': 'Delegate Guzzone'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Hutchinson'}, {'Name': 'Delegate Johnson, S.'}, {'Name': 'Delegate Kaiser'}, {'Name': 'Delegate Kerr'}, {'Name': 'Delegate Kipke'}, {'Name': 'Delegate Lewis, R.'}, {'Name': 'Delegate Lopez'}, {'Name': 'Delegate Morgan, M.'}, {'Name': 'Delegate Pena-Melnyk'}, {'Name': 'Delegate Reilly'}, {'Name': 'Delegate Rosenberg'}, {'Name': 'Delegate Szeliga'}, {'Name': 'Delegate Taveras'}, {'Name': 'Delegate White'}, {'Name': 'Delegate Woods'}]","Requiring an individual, in order to be licensed as a psychologist by the State Board of Examiners of Psychologists, to have a doctoral degree in psychology from a certain school or university, to have received a postdoctoral respecialization certificate from a certain department of psychology that included a minimum of 1,750 hours in supervised internship, and to have completed at least 1,500 hours postcertification advanced training hours or precertification hours of service as a registered psychology associate; etc.",Health Occupations - Psychologists - Licensure Qualification,Approved by the Governor - Chapter 55,Health and Government Operations,,Finance,,2023-01-11,2023-02-17T12:00:00,,2023-02-20,Favorable with Amendments,2023-02-21,Passed with Amendments,2023-02-23,Passed,2023-02-24,2023-03-22T13:00:00,,2023-04-04,Favorable,2023-03-22,Passed,2023-03-23,Passed,Returned Passed,True,False,False,"[{'Code': 'j2', 'Name': 'Health Occupations'}]","[{'Code': 'healtho', 'Name': 'Health Occupations -see also- specific health occupations'}, {'Code': 'licenses', 'Name': ""Licenses -see also- AB Lic; Certifications;Drivers' Licenses""}, {'Code': 'psychologists', 'Name': 'Psychologists'}]",Pre-Filed,T,"[{'Article': {'Code': 'gho', 'Title': 'Health Occupations'}, 'Sections': [{'Section': '18-101'}, {'Section': '18-302'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0030,CH0066,SB0007,Delegate Stein,[{'Name': 'Delegate Stein'}],Altering the composition of the State Board of On-Site Wastewater Professionals; clarifying and altering the distribution of certain fees and penalties; and clarifying the application of certain license requirements and penalties.,"Environment - On-Site Wastewater Services - Board, Fees, and Penalties",Approved by the Governor - Chapter 66,Environment and Transportation,,"Education, Energy, and the Environment",,2023-01-11,2023-02-01T15:00:00,,2023-02-27,Favorable,2023-02-26,Passed,2023-02-28,Passed,2023-02-28,,,2023-04-04,Favorable,2023-03-22,Passed,2023-03-23,Passed,Returned Passed,True,True,False,"[{'Code': 'm3', 'Name': 'Environment'}]","[{'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties'}, {'Code': 'emergeb', 'Name': 'Emergency Bills'}, {'Code': 'envirod', 'Name': 'Environment, Department of the'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'health', 'Name': 'Health -see also- Mental and Behavioral Health'}, {'Code': 'realp', 'Name': 'Real Property'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}, {'Code': 'safety', 'Name': 'Safety -see also- Cybersecurity; Occupational Safety'}, {'Code': 'sewage', 'Name': 'Sewage'}, {'Code': 'water', 'Name': 'Water'}]",Pre-Filed,T,"[{'Article': {'Code': 'gen', 'Title': 'Environment'}, 'Sections': [{'Section': '9-11A-01'}, {'Section': '9-11A-06'}, {'Section': '9-11A-11'}, {'Section': '9-11A-15'}, {'Section': '9-217.2'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0032,CH0573,SB0124,Delegate Charkoudian,[{'Name': 'Delegate Charkoudian'}],Establishing that the Maryland Food System Resiliency Council is in the Office of Resilience in the Maryland Department of Emergency Management; and altering the process for electing a cochair of the Council.,Maryland Food System Resiliency Council,Approved by the Governor - Chapter 573,Environment and Transportation,,"Education, Energy, and the Environment",,2023-01-11,2023-02-01T15:00:00,,2023-03-06,Favorable with Amendments,2023-03-01,Passed with Amendments,2023-03-03,Passed,2023-03-04,,,2023-03-27,Favorable with Amendments,2023-03-24,Passed,2023-03-24,Passed,Returned Passed,True,False,False,"[{'Code': 'e4', 'Name': 'Public Safety'}]","[{'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'emermand', 'Name': 'Emergency Management, Department of'}, {'Code': 'food', 'Name': 'Food -see also- Meat, Poultry, Seafood; Milk'}, {'Code': 'foodins', 'Name': 'Food Insecurity'}]",Pre-Filed,T,"[{'Article': {'Code': 'gps', 'Title': 'Public Safety'}, 'Sections': [{'Section': '14-1101'}, {'Section': '14-1102'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0036,CH0481,SB0100,Delegate Lehman,"[{'Name': 'Delegate Lehman'}, {'Name': 'Delegate Charkoudian'}, {'Name': 'Delegate Conaway'}, {'Name': 'Delegate Foley'}, {'Name': 'Delegate Jones, D.'}, {'Name': 'Delegate Kaufman'}, {'Name': 'Delegate Moon'}, {'Name': 'Delegate Ruth'}, {'Name': 'Delegate Terrasa'}]","Requiring, in certain actions to repossess residential rental property, a landlord to submit to the clerk of the court evidence of compliance with local rental property licensure requirements and demonstrate that the landlord is compliant with the licensure requirements.",Real Property – Actions to Repossess – Proof of Rental Licensure,Approved by the Governor - Chapter 481,Judiciary,,Judicial Proceedings,,2023-01-11,2023-01-19T13:00:00,,2023-03-09,Favorable with Amendments,2023-03-05,Passed with Amendments,2023-03-06,Passed,2023-03-07,,,2023-04-05,Favorable,2023-03-23,Passed,2023-03-24,Passed,Returned Passed,True,False,False,"[{'Code': 'n1', 'Name': 'Real Property'}]","[{'Code': 'electronicd', 'Name': 'Electronic Documents'}, {'Code': 'evidence', 'Name': 'Evidence'}, {'Code': 'landlot', 'Name': 'Landlords and Tenants -see also- Eviction; Leases & Rent etc'}, {'Code': 'leasesr', 'Name': 'Leases and Rent'}, {'Code': 'licenses', 'Name': ""Licenses -see also- AB Lic; Certifications;Drivers' Licenses""}, {'Code': 'realp', 'Name': 'Real Property'}, {'Code': 'resprop', 'Name': 'Residential Property'}]",Pre-Filed,T,"[{'Article': {'Code': 'grp', 'Title': 'Real Property'}, 'Sections': [{'Section': '8-401'}, {'Section': '8-402'}, {'Section': '8-402.1'}, {'Section': '8-406'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0037,CH0414,SB0090,Delegate Stewart,[{'Name': 'Delegate Stewart'}],"Prohibiting a person from making certain telephone solicitations to a certain called party in a certain manner by restricting the methods, times, and identifying information that the person making the call may utilize; providing that the Act does not apply to certain entities and circumstances; and making a violation of the Act an unfair, abusive, or deceptive trade practice that is subject to enforcement and penalties under the Maryland Consumer Protection Act.",Commercial Law - Consumer Protection - Telephone Solicitation (Stop the Spam Calls Act of 2023),Approved by the Governor - Chapter 414,Economic Matters,,Finance,,2023-01-11,2023-02-09T13:00:00,,2023-03-08,Favorable with Amendments,2023-03-03,Passed with Amendments,2023-03-04,Passed,2023-03-04,,,2023-03-30,Favorable with Amendments,2023-03-30,Passed,2023-03-30,Passed,Returned Passed,True,False,False,"[{'Code': 'c5', 'Name': 'Utility Regulation'}, {'Code': 'i3', 'Name': 'Commercial Law - Consumer Protection'}]","[{'Code': 'commerb', 'Name': 'Commerce and Business -see also- Dealers; Elec. Comm.; etc.'}, {'Code': 'consump', 'Name': 'Consumer Protection -see also- Unfair Trade Practices'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'ethics', 'Name': 'Ethics'}, {'Code': 'fraud', 'Name': 'Fraud -see also- Forgery'}, {'Code': 'identificatio', 'Name': 'Identification'}, {'Code': 'injury', 'Name': 'Injury'}, {'Code': 'privacy', 'Name': 'Privacy'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'signatures', 'Name': 'Signatures'}, {'Code': 'solicitation', 'Name': 'Solicitation'}, {'Code': 'telecoit', 'Name': 'Telecommunications and Information Technology'}, {'Code': 'telephones', 'Name': 'Telephones'}, {'Code': 'time', 'Name': 'Time'}, {'Code': 'unfairtp', 'Name': 'Unfair Trade Practices'}]",Pre-Filed,T,"[{'Article': {'Code': 'gcl', 'Title': 'Commercial Law'}, 'Sections': [{'Section': '13-301'}, {'Section': '14-4501 through 14-4504'}]}, {'Article': {'Code': 'gpu', 'Title': 'Public Utilities'}, 'Sections': [{'Section': '8-205'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0042,CH0719,SB0106,Delegate Lopez,[{'Name': 'Delegate Lopez'}],"Exempting up to $500 in a deposit account or other accounts of a judgment debtor held by a depository institution from execution on the judgment without an election by the debtor to exempt the money; establishing procedures a depository institution is required to follow on receipt of a writ of garnishment or other levy or attachment under certain circumstances; establishing a $6,000 limit on the cumulative value of property and cash that may be exempted; etc.",Courts - Judgments - Exemptions From Execution,Approved by the Governor - Chapter 719,Judiciary,,Judicial Proceedings,,2023-01-11,2023-01-19T13:00:00,,2023-03-16,Favorable with Amendments,2023-03-09,Passed with Amendments,2023-03-11,Passed,2023-03-11,,,2023-04-05,Favorable,2023-03-23,Passed,2023-03-26,Passed,Returned Passed,True,False,False,"[{'Code': 'd3', 'Name': 'Civil Actions and Procedures'}]","[{'Code': 'attachg', 'Name': 'Attachments and Garnishments'}, {'Code': 'bankstc', 'Name': 'Banks and Trust Companies'}, {'Code': 'creditu', 'Name': 'Credit Unions'}, {'Code': 'debtm', 'Name': 'Debt Management'}, {'Code': 'exemptions', 'Name': 'Exemptions'}, {'Code': 'judgments', 'Name': 'Judgments'}, {'Code': 'savingla', 'Name': 'Savings and Loan Associations'}]",Pre-Filed,T,"[{'Article': {'Code': 'gcj', 'Title': 'Courts and Judicial Proceedings'}, 'Sections': [{'Section': '11-504'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0043,CH0271,,Delegate Atterbeary,[{'Name': 'Delegate Atterbeary'}],"Requiring each county to establish a process for a person entitled to  any balance over the amount required for the payment of taxes, interest, penalties, and costs of sale to claim the balance after a tax sale foreclosure; and requiring the collector of taxes for a county to notify the prior property owner, within 90 days after delivering a deed to a purchaser, of the amount of a certain balance and the process for claiming the balance.",Property Tax - Tax Sales - Payment of Balance After Foreclosure,Approved by the Governor - Chapter 271,Ways and Means,,Budget and Taxation,,2023-01-11,2023-01-24T13:00:00,,2023-02-13,Favorable,2023-02-14,Passed,2023-02-16,Passed,2023-02-17,2023-03-29T13:00:00,,2023-04-05,Favorable,2023-03-23,Passed,2023-03-24,Passed,Returned Passed,True,False,False,"[{'Code': 'q1', 'Name': 'Taxes - Property'}]","[{'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties'}, {'Code': 'foreclosure', 'Name': 'Foreclosure'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'propert', 'Name': 'Property Tax'}, {'Code': 'taxs', 'Name': 'Tax Sales'}]",Pre-Filed,T,"[{'Article': {'Code': 'gtp', 'Title': 'Tax - Property'}, 'Sections': [{'Section': '14-818'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0048,CH0285,SB0101,Delegate Bagnall,[{'Name': 'Delegate Bagnall'}],Repealing the Collaborative Care Pilot Program; and requiring the Maryland Department of Health to expand access to and provide reimbursement for services provided in accordance with the Collaborative Care Model under the Maryland Medical Assistance Program.,Maryland Medical Assistance Program – Collaborative Care Model Services – Implementation and Reimbursement Expansion,Approved by the Governor - Chapter 285,Health and Government Operations,,Finance,,2023-01-11,2023-02-07T15:00:00,,2023-03-17,Favorable,2023-03-09,Passed,2023-03-12,Passed,2023-03-12,,,2023-03-29,Favorable,2023-03-19,Passed,2023-03-21,Passed,Returned Passed,True,False,False,"[{'Code': 'j1', 'Name': 'Public Health'}]","[{'Code': 'health', 'Name': 'Health -see also- Mental and Behavioral Health'}, {'Code': 'mentalh', 'Name': 'Mental and Behavioral Health'}, {'Code': 'pilotpro', 'Name': 'Pilot Programs'}]",Pre-Filed,T,"[{'Article': {'Code': 'acts', 'Title': 'Chapter of the Acts'}, 'Sections': [{'Section': '2018'}]}, {'Article': {'Code': 'ghg', 'Title': 'Health - General'}, 'Sections': [{'Section': '15-141.1'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
