YearAndSession,BillNumber,Title,Synopsis,bill_summary,responsible_party,stakeholders,decrease_small_business_failure_summary,decrease_small_business_failure_score
2023 Regular Session,SB0648,Electronic Health Networks and Electronic Medical Records - Nursing Homes - Release of Records,Authorizing a nursing home that contracts with or uses an electronic health information network or electronic medical record vendor to direct the network or vendor to release electronic medical records and electronic health care transactions to a business associate of the nursing home.,"The bill authorizes nursing homes in Maryland to direct electronic health networks or electronic medical record vendors to release patient records and health care transactions to business associates, with patient consent, to improve data sharing and healthcare quality.",Maryland State Department of Health or the State–designated Health Information Exchange,"Nursing homes, patients in nursing homes, healthcare providers, and electronic health record vendors in Maryland.","The bill facilitates data sharing for nursing homes, which can improve operational efficiency and patient care, potentially reducing small business failure related to healthcare management.",7.0
2023 Regular Session,SB0650,Public Safety - State Disaster Recovery Fund,"Establishing the State Disaster Recovery Fund to provide disaster recovery assistance to units of local government for individuals and families and for the repair, restoration, reconstruction, or replacement of public facilities, low-interest or no-interest loans to businesses and nonprofits when a federal disaster declaration is not received, and disaster-related assistance for the unmet needs of individuals and families after a federal disaster declaration or in the event of a certain denial of federal assistance; etc.","The bill establishes the State Disaster Recovery Fund to provide disaster-related assistance to individuals, families, and local governments when federal disaster aid is not received, and to support recovery efforts for natural disasters and government shutdowns. It also repeals the Catastrophic Event Account and transfers its balance to the new fund.",Maryland Department of Emergency Management,"Individuals, families, local governments, businesses, and nonprofits in Maryland affected by disasters or government shutdowns.","The bill provides low-interest or no-interest loans and financial assistance to businesses and nonprofits affected by disasters, which can help reduce the risk of business failure after such events.",7.0
2023 Regular Session,SB0651,Real Estate - Real Estate Brokerage Services and Termination of Residential Real Estate Contracts (The Anthony Moorman Act),"Requiring a real estate broker or an escrow agent, if a purchaser terminates a certain transaction under certain circumstances, to distribute trust money to the purchaser within 30 days after a certain written notice of the termination is sent; requiring a holder of trust money who makes a certain distribution to notify the seller and purchaser of the distribution within a certain period of time, subject to a certain exception; etc.","The bill, known as The Anthony Moorman Act, establishes new rules for the distribution of trust money in residential real estate transactions, including requirements for timely distribution upon termination of a transaction, notification procedures, and dispute resolution processes involving escrow agents and real estate brokers.","Maryland Department of Labor, Licensing, and Regulation (or relevant real estate regulatory agency)","Real estate brokers, escrow agents, buyers, and sellers involved in residential real estate transactions in Maryland.","The bill provides clear procedures and protections for real estate professionals handling trust money, which can reduce legal disputes and financial risks, potentially lowering small business failure rates.",7.0
2023 Regular Session,SB0667,Annual Corrective Bill,Correcting certain errors or omissions in certain articles of the Annotated Code; clarifying language; correcting certain obsolete references; reorganizing certain sections of the Annotated Code; providing that this Act is not intended to affect any law other than to correct technical errors; and providing for the correction of certain errors and obsolete provisions by the publishers of the Annotated Code.,"This act is an annual correction bill that amends various sections of Maryland law to fix errors, update references, and clarify language across multiple articles, including health, alcohol, business regulation, courts, criminal procedure, economic development, education, environment, family law, health occupations, human services, insurance, natural resources, public safety, public utilities, real property, state finance, state government, state personnel, and tax laws.","Publishers of the Annotated Code of Maryland, under the oversight of the Department of Legislative Services.","Maryland residents, small business owners, public officials, legal professionals, and organizations affected by the technical corrections and updates in the law.","The bill's corrections and clarifications are unlikely to have a direct impact on small business failure rates, as it primarily addresses technical and reference errors in the law.",1.0
2023 Regular Session,SB0691,Home Amenity Rentals - Sales and Use Tax Imposed and Local Tax Authorized,Applying the sales and use tax to a sale or use of certain home amenity rentals; and authorizing a county or municipality to impose a certain home amenity rental tax under certain circumstances and subject to certain limitations.,"The bill authorizes Maryland counties and municipalities to impose a local tax on home amenity rentals, which are short-term uses of residential property portions for up to 15 hours. It also clarifies definitions related to the sales and use tax on these rentals and sets maximum tax rates for different counties.",Maryland local governments (counties and municipalities) are responsible for implementing and collecting the home amenity rental tax.,"Property owners offering short-term home amenities, renters using these amenities, and local governments collecting the tax.","The bill provides a clear framework for taxing home amenity rentals, which could streamline compliance and potentially support small property owners by formalizing the tax process.",4.0
2023 Regular Session,SB0694,Department of Natural Resources' Real Property - Exchange With Private Real Property,Authorizing the State to exchange real property owned by the State for the use and benefit of the Department of Natural Resources with private real property under certain circumstances.,"The bill authorizes the Maryland Department of Natural Resources to exchange certain state-owned real property for private real property under specific conditions, bypassing some existing procedures, to facilitate land management and conservation efforts.",Maryland Department of Natural Resources,"State government, landowners, conservation groups, and local communities involved in land use and natural resource management.",The bill's provisions for property exchanges and related costs are unlikely to have a direct impact on small business failure rates.,1.0
2023 Regular Session,SB0695,State Retirement and Pension System - Military Service Credit,"Authorizing members of the State Retirement and Pension System to receive service credit at the rate of 4 months for each full year of attendance at a United States service academy that interrupts the member's employment, not to exceed a total of 16 months.","The bill authorizes members of the Maryland State Retirement and Pension System to receive credit for attendance at U.S. service academies and military service, including active duty and reserve service, for retirement benefits.",Maryland State Retirement Agency,"Members of the Maryland State Retirement and Pension System, including military personnel and veterans in Maryland",The bill does not directly address small business failure rates or small business support programs.,1.0
2023 Regular Session,SB0705,Vehicle Laws – Certificate of Title – Surviving Spouse,Prohibiting the Motor Vehicle Administration from charging a fee for the issuance of a new certificate of title to a surviving spouse under certain circumstances.,The bill prohibits the Maryland Motor Vehicle Administration from charging a fee for issuing a new certificate of title to a surviving spouse when ownership of a vehicle is transferred upon the death of the owner.,Maryland Motor Vehicle Administration,Surviving spouses of vehicle owners in Maryland,"The bill primarily impacts individual vehicle owners and their spouses, with minimal direct effect on small businesses.",2.0
2023 Regular Session,SB0707,Public Safety - Deputy State Fire Marshal - Probationary Status and Promotion,Requiring a certain deputy State fire marshal to be on probation for a period of 2 years after the date of appointment to the Office of the State Fire Marshal under certain circumstances; and specifying the pay that a certain deputy State fire marshal is entitled to on promotion.,"The bill updates policies regarding probation periods and pay structures for deputy State fire marshals and other police employees in Maryland, including provisions for probation duration and pay upon promotion.","Maryland Department of Public Safety and Correctional Services, Office of the State Fire Marshal, and the Maryland State Police","Deputy State Fire Marshals, police employees, and other law enforcement personnel in Maryland",The bill does not directly address small businesses or their failure rates.,0.0
2023 Regular Session,SB0708,"Public Health - Youth Camps, Development Organizations, and Programs - Criminal History Records Checks",Requiring the Maryland Department of Health to apply to the Criminal Justice Information System Central Repository for criminal history records checks for certain youth camp applicants; requiring that the Department issue a certain written determination to a youth camp within 3 business days; repealing the authority of youth development organizations and programs to request from the Department a determination of whether the results of a criminal history records check would prohibit the hiring of a job applicant; etc.,The bill requires the Maryland Department of Health to conduct criminal history checks for youth camp applicants and to provide written determinations on whether the results would prohibit hiring. It also repeals previous authority for youth development organizations to request such determinations.,Maryland Department of Health,"Youth camp applicants, youth camps, and organizations involved in youth development programs in Maryland.","By streamlining the criminal background check process and providing clear guidance, the bill aims to reduce barriers to employment for youth camp staff, potentially decreasing small business failure related to staffing issues.",6.0
2023 Regular Session,SB0709,Motor Vehicles - Commercial Driver's Licenses and Instructional Permits - Revisions,Altering the expiration date for a commercial driver's instructional permit held by certain individuals; and exempting a holder of a commercial driver's license who applies for renewal from the requirement to pass a vision test if the holder has a current certificate of physical examination on file with the Motor Vehicle Administration.,"The bill revises regulations related to commercial driver’s licenses and instructional permits in Maryland, including extending the expiration date for certain instructional permits, exempting some license renewals from vision tests if a current physical exam is on file, and making other clarifications to licensing procedures.",Maryland Motor Vehicle Administration (MVA),Commercial drivers and individuals seeking or renewing commercial driver’s licenses in Maryland,"The bill's provisions are unlikely to have a direct impact on small business failure rates, as they mainly involve licensing procedures and health requirements.",2.0
2023 Regular Session,SB0713,State Board of Architects - Sunset Extension,"Continuing the State Board of Architects in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2028, the termination provisions relating to certain statutory and regulatory authority of the Board.","The bill extends the sunset date for the State Board of Architects in Maryland, delaying its termination from 2023 to 2028, thereby continuing its regulatory authority.",State Board of Architects in the Department of Maryland,"Architects and architecture firms in Maryland, and the general public who rely on licensed architects' services.","The bill's focus is on extending the regulatory authority of the Board of Architects, which helps ensure professional standards and consumer protection, but it does not directly address small business failure rates.",3.0
2023 Regular Session,SB0714,State Board of Certified Interior Designers - Sunset Extension,"Continuing the State Board of Certified Interior Designers in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2034, the termination provisions relating to certain statutory and regulatory authority of the Board.","The bill extends the sunset date for the State Board of Certified Interior Designers in Maryland from 2024 to 2034, allowing the board to continue its regulatory authority.",State Board of Certified Interior Designers within the Department of Business and Occupations,Interior designers in Maryland and related industry professionals,"The bill's extension of the board's authority may help maintain regulatory standards, potentially supporting the stability of interior design businesses, but it does not directly target small business failure reduction.",4.0
2023 Regular Session,SB0715,State Board of Foresters - Sunset Extension,"Continuing the State Board of Foresters in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2035, the termination provisions relating to the statutory and regulatory authority of the Board.","The bill extends the sunset date for the State Board of Foresters, allowing it to continue operating until July 1, 2035, instead of the previous date of July 1, 2025.","State Board of Foresters and the Maryland Department of Labor, Licensing, and Regulation","Foresters and related professionals in Maryland, and the public who rely on forestry services and regulation","The bill's extension of the Board's authority helps ensure continued regulation and support for forestry professionals, which can contribute to the stability of small forestry-related businesses.",6.0
2023 Regular Session,SB0716,State Board of Examiners of Landscape Architects - Sunset Extension,"Continuing the State Board of Examiners of Landscape Architects in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2034, the termination provisions relating to certain statutory and regulatory authority of the Board.","The bill extends the sunset date for the State Board of Examiners of Landscape Architects, allowing it to continue its regulatory authority until July 1, 2034.",State Board of Examiners of Landscape Architects,Landscape architects and related professionals in Maryland,"The bill's extension of the board's authority helps maintain regulatory oversight, which can support the stability of landscape architecture businesses, potentially reducing failure rates.",6.0
2023 Regular Session,SB0717,State Board of Stationary Engineers - Sunset Extension,"Continuing the State Board of Stationary Engineers in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2034, the termination provisions relating to the statutory and regulatory authority of the Board.","The bill extends the sunset date for the State Board of Stationary Engineers, allowing it to continue operating until July 1, 2034, instead of terminating in 2024.",State Board of Stationary Engineers and the Maryland Department of Labor,Stationary engineers and related professionals in Maryland,"The bill does not directly address small business failure rates, as it primarily extends the authority of a specific licensing board.",1.0
2023 Regular Session,SB0718,Voluntary Cleanup Program - Determination and Recordation Deadlines,Altering determination and recordation deadlines for the Voluntary Cleanup Program.,"The bill amends the Maryland Voluntary Cleanup Program by extending the deadlines for determining application status and recording certificates of completion from 45 days to 60 days, and for recording determinations and certificates of completion in land records from 30 days to 60 days.",Maryland Department of the Environment,Property owners and developers involved in environmental cleanup and redevelopment projects in Maryland,"By extending the deadlines, the bill provides more time for small businesses and property owners to complete cleanup processes, potentially reducing failures due to tight time constraints.",7.0
2023 Regular Session,SB0719,Public Safety - State Fuel Security Program,"Establishing the State Fuel Security Program to be administered and enforced by the Maryland Energy Administration; applying the Program to motor gasoline, middle distillate, propane, certain residential fuel oil, and aviation gasoline; authorizing the Administration, in coordination with the Department of Emergency Management and the Department of Information Technology, to collect, store, and disseminate certain energy-related data for a certain purpose and subject to certain requirements; etc.","The bill establishes the Maryland State Fuel Security Program to manage and allocate fuel resources during energy emergencies, including setting fuel percentage requirements and creating an assignment system for essential activities.",Maryland Energy Administration,"Fuel suppliers, wholesale resellers, and consumers in Maryland, especially those involved in critical sectors such as agriculture, emergency services, transportation, and healthcare.","The program provides a structured allocation system for fuel during emergencies, which can help small businesses involved in essential activities to maintain operations and reduce failure risk.",7.0
2023 Regular Session,SB0720,Horse Racing - Extension of Maryland Horse Racing Act and Establishment of Maryland Thoroughbred Racetrack Operating Authority,"Extending the termination date of the Maryland Horse Racing Act from July 1, 2024, to July 1, 2034; establishing the Maryland Thoroughbred Racetrack Operating Authority; establishing the Maryland Racing Operations Fund to assist the Authority in financing the acquisition, construction, rehabilitation, or other expenses for thoroughbred racetracks in the State; authorizing the Maryland Stadium Authority to transfer money from the Racing and Community Development Facilities Fund to the Maryland Racing Operations Fund; etc.","The bill extends the Maryland Horse Racing Act's sunset date to 2034, establishes the Maryland Thoroughbred Racetrack Operating Authority, and creates a dedicated Maryland Racing Operations Fund to support thoroughbred racing facilities and activities in the state. It also details property conveyance, funding allocations, and operational provisions for racing venues and related entities.",The Maryland Thoroughbred Racetrack Operating Authority and the Maryland Stadium Authority are responsible for implementing the programs.,"Thoroughbred horse racing industry, racetrack operators, horse breeders, trainers, and the communities near racing venues in Maryland.","The bill aims to support the thoroughbred racing industry through funding and operational improvements, which could help stabilize and grow small businesses involved in horse racing and related services.",7.0
2023 Regular Session,SB0721,Income Tax - Credit for Federal Security Clearance Costs - Alterations,"Reestablishing a time period of taxable years from December 21, 2022, to January 1, 2028, for a credit against the Maryland income tax for certain costs incurred by employers to obtain federal security clearances for employees, rent certain spaces, and construct or renovate certain sensitive compartmented information facilities in the State; limiting eligibility for the income tax credit to individuals or corporations that employ not more than 500 employees; and applying the Act to taxable years beginning after December 31, 2022.","The bill reestablishes and extends a Maryland income tax credit for costs related to federal security clearances, space rental, and construction or renovation of sensitive compartmented information facilities (SCIFs), specifically for small businesses employing up to 500 employees, for taxable years beginning after December 31, 2022.",Department of Commerce,Small businesses in Maryland involved in security-based contracting and federal security clearance activities.,"The program provides financial incentives that can significantly reduce the costs for small businesses engaging in security-related activities, potentially lowering their risk of failure due to high compliance and infrastructure costs.",8.0
2023 Regular Session,SB0722,State Department of Assessments and Taxation – Mandatory Retirement Age – Repeal,Repealing the mandatory retirement age for the Director of the State Department of Assessments and Taxation and the supervisor of assessments for a county.,"The bill repeals the mandatory retirement age of 70 for the Director of the Maryland Department of Assessments and Taxation and county supervisors of assessments, allowing them to serve beyond age 70.",Maryland Department of Assessments and Taxation,"Assessors and supervisors of assessments in Maryland, including the Director and county supervisors, and the residents and taxpayers of Maryland.","The bill does not directly address small business failure rates, as it pertains to staffing and retirement age policies for assessment officials.",1.0
2023 Regular Session,SB0723,Corporations and Associations - Electronic Copies Fee - Repeal,Repealing a $1-per-page fee for electronic copies of certain documents recorded or filed with the State Department of Assessments and Taxation.,The bill repeals the $1 per page fee for electronic copies of documents filed with the Maryland Department of Assessments and Taxation.,Maryland Department of Assessments and Taxation,Businesses and individuals who need electronic copies of documents filed with the Department,"Removing the fee reduces costs for businesses and individuals, potentially lowering barriers to accessing necessary documents, which can support business operations and reduce failure risk.",7.0
2023 Regular Session,SB0724,Health Insurance Carriers - Requirements for Internal Grievance Process - Modification,Altering the process by which a health insurance carrier is required to provide notice of an adverse decision in nonemergency cases under the internal grievance process established by the carrier for its members.,"The bill modifies the internal grievance process for health insurance carriers in Maryland, requiring them to inform members of adverse decisions via oral or expedited means and to send detailed written notices within five days, including specific decision bases and contact information.",Maryland Department of Insurance,Health insurance members and providers in Maryland,"The bill's focus on clear communication and expedited notification processes can help reduce misunderstandings and disputes, potentially decreasing small business failures related to health insurance issues.",7.0
2023 Regular Session,SB0725,Insurance - Product and Service Offerings,"Authorizing certain insurers, nonprofit health service plans, and health maintenance organizations to offer and provide certain products or services in conjunction with a policy at no charge or at a discounted price under certain circumstances; and prohibiting certain insurers, nonprofit health service plans, and health maintenance organizations from increasing a premium or denying a claim of a policyholder if the policyholder accepts, rejects, uses, or fails to use a certain product or service.","The bill authorizes insurers, nonprofit health plans, and health maintenance organizations to offer products or services at no charge or discounted prices in conjunction with insurance policies, provided they meet certain educational, health, or risk management purposes. It also prohibits these entities from increasing premiums or denying claims based on the acceptance or rejection of such products or services.",Maryland Insurance Commissioner and relevant insurance regulatory agencies,"Insurance policyholders, health plan members, and small insurance providers in Maryland","The bill could help small insurance providers by allowing them to offer value-added services without risking premium increases or claim denials, potentially improving customer retention and satisfaction.",7.0
2023 Regular Session,SB0726,State Board of Examiners of Psychologists - Sunset Extension,"Continuing the State Board of Examiners of Psychologists in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2025, the termination provisions relating to the statutory and regulatory authority of the Board.","The bill extends the sunset date for the State Board of Examiners of Psychologists in Maryland from July 1, 2023, to July 1, 2026, ensuring the continued existence and authority of the Board.",State Board of Examiners of Psychologists within the Department of Health,Psychologists practicing in Maryland and individuals seeking psychological services in Maryland,"The bill does not directly impact small business failure rates, as it pertains to a professional licensing board for psychologists.",1.0
2023 Regular Session,SB0727,State Board of Physical Therapy Examiners - Sunset Extension,"Continuing the State Board of Physical Therapy Examiners in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2025, the termination provisions relating to the statutory and regulatory authority of the Board.","The bill extends the sunset date for the State Board of Physical Therapy Examiners from July 1, 2024, to July 1, 2027, ensuring the continued existence and authority of the Board.",State Board of Physical Therapy Examiners in the Department of Health,Physical therapists and patients in Maryland who are served by licensed physical therapists,"The bill does not directly address small business failure rates, as it pertains to the continuation of a regulatory board.",1.0
2023 Regular Session,SB0728,State Board of Examiners in Optometry - Sunset Extension,"Continuing the State Board of Examiners in Optometry in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2025, the termination provisions relating to the statutory and regulatory authority of the Board.","The bill extends the sunset date for the State Board of Examiners in Optometry, allowing it to continue its operations until July 1, 2026.",State Board of Examiners in Optometry within the Department of Health,Optometrists and consumers of optometry services in Maryland,"The bill does not directly address small business failure rates, as it pertains to the continuation of a regulatory board.",1.0
2023 Regular Session,SB0731,State Board for Certification of Residential Child Care Program Professionals - Sunset Extension,"Continuing the State Board for Certification of Residential Child Care Program Professionals in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2025, the termination provisions relating to the statutory and regulatory authority of the Board.","The bill extends the sunset date for the State Board for Certification of Residential Child Care Program Professionals from July 1, 2024, to July 1, 2027, ensuring the continuation of its authority and functions.",State Board for Certification of Residential Child Care Program Professionals within the Department of Health,Residential child care professionals and the children they serve in Maryland,The bill does not directly address small businesses or their failure rates.,0.0
2023 Regular Session,SB0732,Department of Disabilities - State Coordinator for Autism Strategy and Maryland Commission on Disabilities - Alterations,Transferring the State Coordinator for Autism Strategy to the Department of Disabilities; requiring the Department to provide staff for the Advisory Stakeholder Group on Autism-Related Needs; and altering the membership of the Maryland Commission on Disabilities to add one individual with a traumatic brain injury.,"The bill transfers the State Coordinator for Autism Strategy from the Governor's Office to the Department of Disabilities, modifies staffing and membership of related advisory groups and commissions, and makes related organizational changes.",Department of Disabilities,"Individuals with disabilities, including those with autism, mental illness, traumatic brain injuries, developmental disabilities, and their families, as well as disability advocacy organizations and service providers.","The bill does not directly address small business failure rates, but organizational and staffing changes may indirectly impact service provision and support for small businesses in the disability sector.",2.0
2023 Regular Session,SB0742,Vehicle Laws - Manufacturers and Dealers - Allocation of Vehicles,"Requiring that any system operated by a vehicle manufacturer, distributor, or factory branch or its affiliate for allocating new vehicles to dealers be reasonable and fair.","The bill requires vehicle manufacturers, distributors, or factory branches to operate fair and reasonable systems for allocating new vehicles to dealers. It also mandates disclosure of the allocation method upon request and places the burden of proof on the manufacturer in disputes.","Vehicle manufacturers, distributors, and factory branches in Maryland",Vehicle dealers and consumers in Maryland,"By ensuring fair allocation practices and transparency, the bill aims to support vehicle dealers, which can help reduce the risk of dealer failures due to unfair practices.",7.0
2023 Regular Session,SB0756,Access to Counsel in Evictions - Funding,"Extending through fiscal year 2027 a requirement that the Comptroller distribute $14,000,000 of certain abandoned property funds to the Access to Counsel in Evictions Special Fund; and extending through fiscal year 2027 a requirement that the Governor include in the annual budget bill an appropriation of $14,000,000 from the Fund to the Maryland Legal Services Corporation.","The bill extends the funding and distribution requirements for the Access to Counsel in Evictions Special Fund, ensuring continued financial support for legal representation in eviction proceedings in Maryland through fiscal year 2027.",Maryland Legal Services Corporation (MLSC),Tenants facing eviction and legal service providers in Maryland,"The bill primarily impacts tenants and legal services, not small businesses, so its potential to reduce small business failure is minimal.",1.0
2023 Regular Session,SB0760,"Security Guard Agencies, Security Guard Employers, and Security Guards – Standards and Certifications","Requiring an individual who provides security guard services to the individual's employer to be certified as a security guard, subject to a certain exception; regulating certain security guard employers; altering the certification and renewal standards for security guards; requiring the Maryland Police Training and Standards Commission to identify or establish certain training programs for the certification and renewal of certification of security guards; requiring security guards to complete certain security training programs; etc.","The bill establishes new standards and certification requirements for security guards, security guard agencies, and security guard employers in Maryland. It mandates security guard certification, training, and reporting procedures, and sets insurance requirements for agencies and employers.",Maryland Police Training and Standards Commission and the Secretary of State Police,"Security guards, security guard agencies, security guard employers, and the general public in Maryland","The bill's provisions on insurance, training, and certification aim to improve the professionalism and reliability of security businesses, which could reduce small business failures in this sector.",7.0
2023 Regular Session,SB0773,State Procurement - Liquidated Damages - Policies and Requirements,"Requiring the Board of Public Works, in consultation with the Procurement Improvement Council, to publish a model policy on or before January 1, 2024, concerning the inclusion and use of liquidated damages provisions in procurement contracts; requiring a unit of State government to adopt a written policy that is substantially similar to the Board's policy; requiring a unit that decides not to include a liquidated damages clause under certain circumstances to obtain the approval of the head of unit; etc.","The bill requires the Maryland Board of Public Works to publish a model policy on the use of liquidated damages in procurement contracts and mandates state agencies to adopt policies similar to the model. It establishes procedures for including, excluding, and reporting on liquidated damages in large procurement contracts, especially those valued at $5 million or more.",The Maryland Board of Public Works and state procurement units.,"State agencies involved in procurement, contractors, and vendors participating in large state contracts.","The bill's focus on structured policies for liquidated damages aims to clarify contractual obligations, potentially reducing disputes and failures in large projects, but its direct impact on small business failure rates is limited as it primarily targets large-scale procurements.",4.0
2023 Regular Session,SB0781,Offshore Wind Energy - State Goals and Procurement (Promoting Offshore Wind Energy Resources Act),"Requiring an application for any new qualified offshore wind project and a certain proposal for an offshore wind transmission facility to be subject to a certain community benefit agreement; requiring the Public Service Commission to request that PJM Interconnection conduct a certain analysis of transmission system upgrade and expansion options; altering the requirements for a certain report on offshore wind projects; requiring the Commission, by a certain date each year starting in 2024, to report on its Supplier Diversity Program; etc.","The bill establishes Maryland's offshore wind energy goals, sets procedures for approving offshore wind projects and transmission facilities, mandates community benefit agreements, promotes workforce diversity and small business participation, and creates a framework for procuring offshore wind energy and related transmission infrastructure.","The Public Service Commission, Maryland Department of General Services, Maryland Energy Administration, and PJM Interconnection.","Offshore wind project developers, local businesses, small, minority, women–owned, and veteran–owned businesses, residents, and ratepayers in Maryland.","The bill promotes small business participation through community benefit agreements, outreach, and diversity goals, which could help reduce small business failures in the offshore wind industry.",7.0
2023 Regular Session,SB0783,Preservation and Reuse of Historic Complexes Study and Alterations to the Income Tax Credit for Catalytic Revitalization Projects,"Allowing multiple final tax certificates to be issued for a catalytic revitalization project in certain circumstances; and requiring the Smart Growth Subcabinet to study Maryland's historic complexes and make recommendations about an implementation plan to address the preservation and reuse of historic complexes in the State on or before December 31, 2023.","The bill establishes the Historic Properties Disposition and Preservation Team within the Maryland Department of Housing and Community Development, extends the income tax credit for catalytic revitalization projects, and mandates a study on the preservation and reuse of historic complexes in Maryland.",Maryland Department of Housing and Community Development,"State agencies, private organizations, and communities involved in historic property preservation and revitalization projects in Maryland.","The bill provides financial incentives and support for revitalization projects, which can help small businesses involved in such projects succeed and reduce their risk of failure.",7.0
2023 Regular Session,SB0792,Estates and Trusts - Registered Domestic Partnerships,Establishing requirements for the registration and termination of domestic partnerships with the register of wills; repealing provisions on legitimacy and illegitimacy of children and providing for the parentage of a child born or conceived by registered domestic partners; requiring the register of wills to recognize as domestic partnerships relationships established under the laws of other jurisdictions if the laws are substantially similar to the provisions of the Act; etc.,"The bill establishes legal recognition for registered domestic partnerships in Maryland, including rights related to inheritance, estate distribution, and benefits for surviving partners. It sets procedures for registering and terminating domestic partnerships and recognizes similar relationships from other jurisdictions.",The Register of Wills in Maryland,"Individuals in domestic partnerships, their families, and estate beneficiaries in Maryland","The bill primarily impacts estate and inheritance laws, with minimal direct effect on small business failure rates.",2.0
2023 Regular Session,SB0801,Economic Development - Cybersecurity - Cyber Maryland Program,"Establishing the Cyber Maryland Program in the Maryland Technology Development Corporation to create and execute a talent pipeline that materially reduces workforce vacancies by July 1, 2026, build an advanced cybersecurity workforce, and carry out other purposes related to the cybersecurity workforce in the State; establishing the Cyber Maryland Fund; authorizing the Governor to include an appropriation of $250,000 for the Fund in the annual budget bill for fiscal year 2025 and each fiscal year thereafter; etc.","The bill establishes the Cyber Maryland Program to increase and develop the cybersecurity workforce in Maryland, including creating a talent pipeline, supporting training programs, and promoting diversity. It also creates the Cyber Maryland Fund and Board to oversee these efforts, and expands existing cybersecurity education programs at Maryland higher education institutions.",Maryland Technology Development Corporation and the Maryland Higher Education Commission,"Cybersecurity students, educational institutions, employers seeking cybersecurity talent, and diverse populations in Maryland interested in cybersecurity careers.","The program aims to strengthen cybersecurity workforce development, which can help small businesses by improving their cybersecurity defenses and reducing the risk of failure due to cyber threats.",7.0
2023 Regular Session,SB0806,Maryland Health Benefit Exchange and Maryland Department of Health - Health Care and Dental Care Coverage for Undocumented Immigrants - Report,"Requiring the Maryland Health Benefit Exchange and the Maryland Department of Health to develop a report comparing options for offering affordable health care and dental care coverage to State residents who are ineligible for the Maryland Medical Assistance Program, the Maryland Children's Health Program, qualified health plans, or stand-alone dental plans due to the individuals' immigration status; and requiring the Exchange and the Department to report to certain committees of the General Assembly by October 31, 2023.","The bill requires the Maryland Health Benefit Exchange and the Maryland Department of Health to develop a report comparing options for providing affordable health and dental coverage to undocumented immigrants who are ineligible for existing state health programs due to their immigration status. The report will analyze costs, impacts, and potential benefits of various coverage options for different groups.",Maryland Health Benefit Exchange and Maryland Department of Health,"Undocumented immigrants in Maryland who are ineligible for existing health and dental programs, and the broader Maryland community that may be affected by expanded coverage options.","The bill does not directly address small business failure rates, but by exploring options for providing coverage to undocumented immigrants, it may influence healthcare costs and access.",2.0
2023 Regular Session,SB0823,Natural Resources - Annual State Park Pass - Discounts for Law Enforcement Officers and First Responders,Requiring the Department of Natural Resources to provide a discount of at least $40 on annual State park passes for all first responders and law enforcement officers who are Maryland residents.,The bill requires the Maryland Department of Natural Resources to provide a minimum $40 discount on annual State park passes for Maryland residents who are first responders and law enforcement officers.,Maryland Department of Natural Resources,"First responders and law enforcement officers in Maryland, and residents who use State parks.",The bill does not directly impact small businesses or their failure rates.,1.0
2023 Regular Session,SB0830,Environmental Health Specialists and Well and Septic Systems Permitting - Studies (Environmental Health Systems Support Act of 2023),"Requiring the Department of the Environment and the Maryland Department of Health, in conjunction with the Board of Environmental Health Specialists, to conduct a study on staffing needs for environmental health specialists in local health departments; requiring the Department of the Environment, in consultation with the Department of Legislative Services and the University of Maryland Agriculture and Food Systems Extension Program, to study the delegation of well and septic systems permitting authority; etc.","The bill establishes standardized permit forms for on-site sewage disposal systems, promotes consistent standards for environmental health specialists, increases staffing in the Department of the Environment, creates a student loan forgiveness program for environmental health specialists, and studies staffing needs and the delegation of permitting authority.","The Maryland Department of the Environment and the Maryland Department of Health, in conjunction with the Board of Environmental Health Specialists, and the Office of Student Financial Assistance.","Environmental health specialists, local health departments, applicants for sewage disposal permits, and students pursuing careers as environmental health specialists.","The bill aims to streamline permitting processes and improve staffing, which could reduce delays and uncertainties for small businesses involved in sewage system installation, thereby potentially reducing business failures related to permitting issues.",7.0
